reg_clause_id,reg_article_id,clause_type,label,paragraph_no,parent_clause_id,text,source_document
REG_ART_77_P1,REG_ART_77,paragraph,,1,,"When the competent government department or agency, responding to the needs of which it has become aware in the area it regulates, determines the need to regulate the processing of personal data held by private parties, within the ambit of its jurisdiction it may issue or modify specific regulations, in cooperation with the Institute.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_77_P2,REG_ART_77,paragraph,,2,,"Furthermore, when the Institute, as a consequence of the performance of its duties, becomes aware of the need to issue or modify specific regulations to regulate the processing of personal data in a certain sector or activity, it may propose to the competent department or agency the preparation of a preliminary draft.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_78_P1,REG_ART_78,paragraph,,1,,"For the preparation, issuance, and publication of the regulation referred to in Article 40 of the Law, the department or agency and the Institute shall establish the appropriate coordination mechanisms.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_78_P2,REG_ART_78,paragraph,,2,,"In all cases, the department or agency and the Institute, within their respective jurisdictions, shall determine the provisions of the regulation of the processing of personal data in the corresponding sector or activity.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_79_P1,REG_ART_79,paragraph,,1,,"Pursuant to Article 44 of the Law, individuals or corporate bodies may agree among themselves or with civil or government organizations, national or foreign, on binding self-regulation arrangements in matters of personal data protection, complementing the provisions of the Law, these Regulations, and the regulations issued by departments or agencies in this matter and within their jurisdiction. Furthermore, through such arrangements, the data controller may prove to the Institute compliance with the obligations set forth in said regulations.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_79_P2,REG_ART_79,paragraph,,2,,The above is in order to harmonize the processing carried out by those who become bound by the arrangements and facilitate the exercise of the rights of the data subjects.,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_80_P1,REG_ART_80,paragraph,,1,,"Self-regulation arrangements may be codes of ethics or of good professional practice, seals of confidence, privacy policies, corporate privacy rules, and other mechanisms, that include specific rules or standards and have the following main objectives:",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_80_F_I,REG_ART_80,fraction,I,,,Cooperate in compliance with the principle of accountability to which the Law and these Regulations refer;,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_80_F_II,REG_ART_80,fraction,II,,,Establish qualitative processes and practices in the field of protection of personal data to supplement the provisions of the Law;,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_80_F_III,REG_ART_80,fraction,III,,,"Encourage data controllers to establish policies, processes and best practices for compliance with the principles of the protection of personal data, guaranteeing privacy and confidentiality of the personal data in their possession;",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_80_F_IV,REG_ART_80,fraction,IV,,,"Encourage data controllers to voluntarily keep records or certifications regarding compliance with the provisions of the Law, and show to data subjects their commitment to the protection of personal data;",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_80_F_V,REG_ART_80,fraction,V,,,"Identify data controllers that have privacy policies aligned with the implementation of the principles and rights of the Law, as well as workforce competence for the proper performance of their obligations in this regard;",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_80_F_VI,REG_ART_80,fraction,VI,,,Facilitate coordination among different self-regulation arrangements recognized internationally;,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_80_F_VII,REG_ART_80,fraction,VII,,,Facilitate transfers among data controllers that have self-regulation arrangements such as safe harbor;,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_80_F_VIII,REG_ART_80,fraction,VIII,,,"Promote the commitment of data controllers to render accounts and adopt internal policies consistent with external criteria, as well as to support mechanisms to implement privacy policies, including tools, transparency, continuous internal supervision, risk assessment, external inspections and remediation systems, and",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_80_F_IX,REG_ART_80,fraction,IX,,,"Channel mechanisms for alternative dispute resolution among data controllers, data subjects and third parties, such as conciliation and mediation.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_80_P2,REG_ART_80,paragraph,,2,,"These arrangements shall be binding upon those who join them; nevertheless, joining will be voluntary.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_81_P1,REG_ART_81,paragraph,,1,,"When a data controller adopts and complies with a self-regulation arrangement, this will be taken into consideration by the institute in deciding upon any reduction in a penalty in the event of a finding of a failure to comply with the Law or these Regulations. In addition, the Institute may decide upon other incentives for the adoption of self-regulation arrangements, as well as mechanisms to facilitate administrative proceedings before it.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_82_P1,REG_ART_82,paragraph,,1,,"Self-regulation arrangements must take into account the parameters issued by the Ministry, in cooperation with the Institute, for the proper development of this type of self-regulation mechanisms and measures, considering at least the following:",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_82_F_I,REG_ART_82,fraction,I,,,"The agreed upon arrangement, which may be ethics codes, good professional practice code, seals of confidence, or others that enable data subjects to identify the data controllers committed to protecting their personal data;",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_82_F_II,REG_ART_82,fraction,II,,,The extent of the application of the self-regulation arrangements;,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_82_F_III,REG_ART_82,fraction,III,,,"The procedures or mechanisms to be used to ensure effective personal data protection by those adhering to them, as well as to measure such effectiveness;",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_82_F_IV,REG_ART_82,fraction,IV,,,Internal and external systems to supervise and monitor;,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_82_F_V,REG_ART_82,fraction,V,,,Training programs for those processing personal data;,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_82_F_VI,REG_ART_82,fraction,VI,,,Mechanisms to facilitate the rights of the data subjects;,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_82_F_VII,REG_ART_82,fraction,VII,,,"Identification of adhering individuals or corporate bodies to make it possible to recognize data controllers that meet the requirements of a given self-regulation arrangement and are committed to the protection of the personal data they hold, and",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_82_F_VIII,REG_ART_82,fraction,VIII,,,Effective corrective measures in case of a failure to comply.,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_83_P1,REG_ART_83,paragraph,,1,,Binding self-regulation arrangements may include the certification of data controllers in the area of protection of personal data.,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_83_P2,REG_ART_83,paragraph,,2,,"If a data controller decides to submit to a certification process, this shall be granted by a certifying individual or corporate body apart from the data controller in accordance with the guidelines that the parameters referred to in Article 43(V) set for this purpose.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_84_P1,REG_ART_84,paragraph,,1,,"The individuals and corporate bodies who are accredited as certifiers shall have as their principal duty that of certifying that the privacy policies, programs, and procedures voluntarily put into place by data controllers are followed in practice and ensuring proper processing and that the security measures adopted are adequate for their protection. For this purpose, certifiers may adopt mechanisms such as inspections and audits.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_84_P2,REG_ART_84,paragraph,,2,,"The procedure for accrediting the certifiers to which the previous paragraph refers shall be carried out in accordance with the parameters contemplated by Article 43 (V) of the Law. The certifiers shall guarantee their independence and impartiality in granting certificates, as well as compliance with the requirements and guidelines established in such parameters.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_85_P1,REG_ART_85,paragraph,,1,,"The self-regulation parameters referred to in Article 43 (V) of the Law shall contain mechanisms for the accreditation and revocation of the accreditation of individuals and corporate bodies as certifiers, as well as their duties; general guidelines for granting certificates in the protection of personal data, and the procedure for the notification of binding self-regulation arrangements.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_86_P1,REG_ART_86,paragraph,,1,,"The self-regulation arrangements notice of which has been given in accordance with Article 44, last paragraph, of the Law form part of a registry to be administered by the Institute and in which all those complying with the requirements established in the parameters contemplated in Article 43 (V) of the Law will be included.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_87_P1,REG_ART_87,paragraph,,1,,The exercise of any of the ARCO rights does not exclude the possibility of exercising another of them nor of this being a requirement to be fulfilled prior to exercising any of these rights.,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_88_P1,REG_ART_88,paragraph,,1,,"The exercise of ARCO rights may be restricted for reasons of national security, by laws and regulations of a public policy nature, for reasons of public health and safety, or to protect the rights of third parties in those cases and to the extent contemplated in the laws applicable to the matter, or by a decision of a competent authority well-founded in law and fact.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_89_P1,REG_ART_89,paragraph,,1,,ARCO rights may be exercised:,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_89_F_I,REG_ART_89,fraction,I,,,"By the data subject, after proving his identity through the presentation of a copy of his identity document and having shown the original for comparison. Also admissible will be the electronic instruments by which it is possible to reliably identify the data subject and other authentication mechanisms permitted by law or previously established by the data controller. The use of an advanced electronic signature or the electronic instrument replacing it will exempt the data subject from the need to present a copy of the identification document, and",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_89_F_II,REG_ART_89,fraction,II,,,"By the representative of the data subject, after proving:",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_89_F_II_a,REG_ART_89,subparagraph,a,,REG_ART_89_F_II,the identity of the data subject;,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_89_F_II_b,REG_ART_89,subparagraph,b,,REG_ART_89_F_II,"the identity of the representative, and",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_89_F_II_c,REG_ART_89,subparagraph,c,,REG_ART_89_F_II,the existence of the representation by means of a public instrument or simple power of attorney signed before two witnesses or by personal attendance by the data subject.,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_89_P2,REG_ART_89,paragraph,,2,,"For the exercise of ARCO rights by minors or by a person under interdiction or without legal capacity, the representation rules of the Federal Civil Code shall apply.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_90_P1,REG_ART_90,paragraph,,1,,"For the exercise of ARCO rights, the data subject may submit, personally or through a representative, a request to the data controller using the means established in the privacy notice. For such purpose, the data controller shall make available to the data subject remote or local electronic communication means or such others as it considers appropriate.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_90_P2,REG_ART_90,paragraph,,2,,"In addition, the data controller may establish forms, systems, and other simplified methods to help data subjects exercise the ARCO rights and these must be mentioned in the privacy notice.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_91_P1,REG_ART_91,paragraph,,1,,"When the data controller has customer service of any type or services for the resolution of claims related to the service rendered or the products offered, the data controller may resolve requests for the exercise of ARCO rights through such services, provided that the periods do not contradict those set out in Article 32 of the Law. In this case, the identity of the data subject is deemed proven by the means established by the data controller for the identification of the data subjects in providing its services or contracting for its products, provided that such means guarantee the identity of the data subject.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_92_P1,REG_ART_92,paragraph,,1,,"When the law applicable to certain databases or processing establishes a specific procedure for requesting the exercise of ARCO rights, the provisions that offer the better guarantees to the data subject and that do not contradict the provisions of the Law, shall apply.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_93_P1,REG_ART_93,paragraph,,1,,"The exercise of ARCO rights shall be simple and free-of-charge and the data subject need only pay expenses for shipping, reproduction, and if applicable, certification of documents, with the exception provided in Article 35, second paragraph, of the Law.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_93_P2,REG_ART_93,paragraph,,2,,The costs of reproduction may not be higher than the costs of recovery of the corresponding material.,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_93_P3,REG_ART_93,paragraph,,3,,"The data controller may not establish, as the only way to present requests to exercise ARCO rights, any service or means with a cost.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_94_P1,REG_ART_94,paragraph,,1,,"For the purposes of Article 29 (I) of the Law, the request for access must show an address or some other means for notification of the response to the request. If this requirement is not complied with, the data controller shall deem the request not presented, and note this for the record.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_95_P1,REG_ART_95,paragraph,,1,,The data controller must process any request for the exercise of ARCO rights. The period to resolve the request will be calculated from the day it was received by the data controller and it will record the latter on the acknowledgement of receipt given to the data subject.,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_95_P2,REG_ART_95,paragraph,,2,,"The period stated shall be interrupted if the data controller requires information from the data subject, as provided in the following Article.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_96_P1,REG_ART_96,paragraph,,1,,"If the information provided in the request is insufficient or inaccurate and so cannot be dealt with, or if the documents referred to in Articles 29 (II) and 31 of the Law are not attached, the data controller may ask the data subject once, within five days after receipt of the request, to provide the items or documents necessary for its processing. The data subject shall have ten days to attend to the request, calculated from the day following the date on which it was received. If no response is provided within this period, the request will be considered as not having been submitted.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_96_P2,REG_ART_96,paragraph,,2,,"If the data subject attends to the request for information, the period that the data controller has to respond to the request begins to run from the day following that on which the data subject attends to the request.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_96_P3,REG_ART_96,paragraph,,3,,"If the data controller does not request additional documentation from the data subject to prove his identity or the legal status of his representative, the same shall be considered as proven by the documentation provided by the data subject in his request.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_97_P1,REG_ART_97,paragraph,,1,,"Pursuant to Article 32, second paragraph of the Law, if the data controller decides to extend the period to respond a request for the exercise of ARCO rights or the period for implementing the response, it must notify the applicant of the justification for the extension, within either of the following periods:",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_97_F_I,REG_ART_97,fraction,I,,,"In the case of an extension of twenty days to communicate the decision adopted on the admissibility of the request, the justification for the extension must be communicated within the same period, calculated from the date the request is received, or",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_97_F_II,REG_ART_97,fraction,II,,,"In the case of an extension of fifteen days to enforce the right in question, the justification of the extension must be communicated within the same period, calculated from the date of the notification of the admissibility of the request.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_98_P1,REG_ART_98,paragraph,,1,,"In all cases, the data controller must respond the request for the exercise of ARCO rights that it receives, regardless of whether or not the personal data of the data subject appear in its databases, within the periods established in Article 32 of the Law.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_98_P2,REG_ART_98,paragraph,,2,,"The response from the data controller shall only refer to the personal data that have been specifically mentioned in the request and must be presented in a legible and understandable format with easy access. In case of the use of codes, initials, or keys, the corresponding meanings must be provided.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_99_P1,REG_ART_99,paragraph,,1,,"When access to the personal data is on site, the data controller must determine the period during which the data subject may come to consult them, which may not be less than fifteen days. If this period lapses and the data subject has not come to obtain access to his personal data, it will be necessary to submit a new request.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_100_P1,REG_ART_100,paragraph,,1,,A data controller must justify its refusal to grant the exercise of ARCO rights and inform the data subject of his right to request the commencement of proceedings for the protection of rights with the Institute.,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_101_P1,REG_ART_101,paragraph,,1,,"Pursuant to Article 23 of the Law, the data subject has the right to obtain his personal data from the data controller, as well as information regarding the conditions and general features of the processing.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_102_P1,REG_ART_102,paragraph,,1,,"The obligation to give access will be considered as complied with when the data controller makes available to the data subject personal data on site, respecting the period set out in Article 99 of these Regulations, or by issuing photocopies or using magnetic, optical, sound, visual, or holographic media, as well as other information technologies contemplated in the privacy notice. In all cases access must be granted in formats which are readable and comprehensive to the data subject.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_102_P2,REG_ART_102,paragraph,,2,,"When the data controller considers it appropriate, it may agree with the data subject upon reproduction media for the information different from that mentioned in the privacy notice.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_103_P1,REG_ART_103,paragraph,,1,,"Pursuant to Article 24 of the Law, the data subject may request, at any time, from the data controller, a rectification or correction of his personal data that are inaccurate or incomplete.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_104_P1,REG_ART_104,paragraph,,1,,"The request for rectification must indicate to what personal data it refers, as well as the rectification or correction to be made, and must be accompanied by the documentation proving the admissibility of the request. The data controller may offer mechanisms for the benefit of the data subject to facilitate the exercise of this right.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_105_P1,REG_ART_105,paragraph,,1,,"Pursuant to Article 25 of the Law, cancellation means stopping the processing of personal data by the data controller, starting from their blockage and subsequent supression.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_106_P1,REG_ART_106,paragraph,,1,,"The data subject may request, at any time, that the data controller cancel the personal data when he considers that they are not being processed in accordance with the principles and duties established by the Law and these Regulations.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_106_P2,REG_ART_106,paragraph,,2,,"The cancellation shall proceed with respect to all personal data of the data subject contained in a database, or only part thereof, as requested.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_107_P1,REG_ART_107,paragraph,,1,,"If the cancellation is warranted, and without prejudice to the provisions of Article 32 of the Law, the data controller shall:",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_107_F_I,REG_ART_107,fraction,I,,,"Establish a blockage period only for the purpose of determining possible liability with respect to the processing, up to the legal or contractual limitation period, and so notify the data subject or his representative in the reply to the request for cancellation to be issued within the period of twenty days set out in Article 32 of the Law;",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_107_F_II,REG_ART_107,fraction,II,,,Take appropriate security measures for the blockage;,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_107_F_III,REG_ART_107,fraction,III,,,"Put the blockage into effect within the period of fifteen days set out in Article 32 of the Law, and",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_107_F_IV,REG_ART_107,fraction,IV,,,"After the blockage period, carry out the supression using the security measures previously established by the data controller.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_108_P1,REG_ART_108,paragraph,,1,,"Pursuant to Article 3 (III) of the Law, the blockage has as its purpose the prevention of processing, with the exception of storage, or possible access by any person, unless otherwise established by law.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_108_P2,REG_ART_108,paragraph,,2,,The blockage period will be until the limitation period or contractual period.,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_109_P1,REG_ART_109,paragraph,,1,,"Pursuant to Article 27 of the Law, the data subject may, at any time, object to the processing of his personal data or require it to stop when:",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_109_F_I,REG_ART_109,fraction,I,,,"There is a legitimate reason for doing so and his specific situation so requires, in which case, he must justify the fact that, even though the processing is lawful, it must stop in order to avoid its continuation causing prejudice to the data subject, or",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_109_F_II,REG_ART_109,fraction,II,,,He needs to state his objection to the processing of his personal data in order to avoid processing for specific purposes.,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_109_P2,REG_ART_109,paragraph,,2,,The exercise of the right to object may not be exercised in those cases where the processing is necessary to comply with a legal obligation imposed on the data controller.,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_110_P1,REG_ART_110,paragraph,,1,,"In order to exercise the right to object, data controllers may prepare their own exclusion lists, including in them the data of the people who have stated their refusal to allow the processing of their personal data, either for their products or those of third parties.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_110_P2,REG_ART_110,paragraph,,2,,"Furthermore, data controllers may prepare common exclusion lists by industry or in general.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_110_P3,REG_ART_110,paragraph,,3,,"In both cases, the recording of the data subject in such lists must be free-of-charge and give to the data subject proof of being recorded on the list by the means established by the data controller.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_111_P1,REG_ART_111,paragraph,,1,,The Public Register of Consumers referred to in the Federal Law for Consumer Protection and the Public Register of Users referred to in the Law for the Protection and Defense of Users of Financial Services continue in force and will be governed in accordance with the laws referred to and any rules and regulations arising therefrom.,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_112_P1,REG_ART_112,paragraph,,1,,"When personal data is used in decision-making without human intervention, the data controller must so inform the data subject.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_112_P2,REG_ART_112,paragraph,,2,,"In addition, the data subject may exercise his right of access in order to discover the personal data used as part of the decision-making process, and as the case may be, his right to rectification, when he considers that some of the personal data used are incorrect or incomplete so that, in accordance with the mechanisms implemented by the data controller for this purpose, he can request a reconsideration of the decision made.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_113_P1,REG_ART_113,paragraph,,1,,"A request to begin proceedings for the protection of rights must be submitted by the data subject or his representative; either by a document in no particular format, on the forms set by the Institute, or through the system established by the latter, within the period contemplated by Article 45 of the Law.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_113_P2,REG_ART_113,paragraph,,2,,Both the form and the system must be made available by the Institute on its website and in every one of the authorized offices as determined by it.,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_113_P3,REG_ART_113,paragraph,,3,,"When filing a request for the protection of rights, the data subject or his representative must prove his identity or legal status, respectively, pursuant to Article 89 of these Regulations. In the case of the data subject, the latter may also prove his identity by electronic means or by other methods, as provided by applicable law.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_113_P4,REG_ART_113,paragraph,,4,,The Institute may consider the identity of the data subject or the legal status of the representative as having been proven when the same has already been proven to the data controller upon exercising his ARCO rights.,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_114_P1,REG_ART_114,paragraph,,1,,"A request for the protection of rights must be filed at the address of the Institute, in its authorized offices, by certified mail with acknowledgment of receipt, or in the system referred to in the previous Article, in the latter case, provided that the person has the certification of electronic identification referred to in Article 69-C of the Federal Law of Administrative Procedures. In any case, the applicant shall be given an acknowledgment of receipt showing in a legally acceptable manner, the date of filing of the request.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_114_P2,REG_ART_114,paragraph,,2,,"When the applicant files his request by electronic means through the system established by the Institute, it will be understood that he accepts that notices will be made to him through the same system or by other electronic media generated by this, unless he indicates a different means for notifications.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_114_P3,REG_ART_114,paragraph,,3,,"When the request is submitted by the data subject or his representative in an office authorized by the Institute, the latter shall certify the proof of identity or, as the case may be, the legal status of the representative, and may send or register by electronic means, both the request and the attached documents. In this case, the request will be taken as having been received, for purposes of the period to which Article 47 of the Law refers, when the Institute, using this same media, generates proof of receipt.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_114_P4,REG_ART_114,paragraph,,4,,"The foregoing is without prejudice to the authorized office sending to the Institute by certified mail, proof of the identity of the data subject or the document proving the legal status of the representative, as well as the request and attached documents, to be included in the file of the matter.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_114_P5,REG_ART_114,paragraph,,5,,"If the data subject sends the request and its attachments by certified mail, the period to which Article 47 of the Law refers shall be calculated from the date stated on the date or receipt stamp of the Institute.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_115_P1,REG_ART_115,paragraph,,1,,Proceedings for the protection of rights may be pursued when the data subject is not satisfied with actions or omissions of the data controller with respect to the exercise of ARCO rights when:,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_115_F_I,REG_ART_115,fraction,I,,,The data subject has not received a response from the data controller;,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_115_F_II,REG_ART_115,fraction,II,,,The data controller does not give access to the personal data requested or does so in a form that is not understandable;,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_115_F_III,REG_ART_115,fraction,III,,,The data controller refuses to make rectifications or corrections to personal data;,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_115_F_IV,REG_ART_115,fraction,IV,,,The data subject disagrees with the information delivered because he considers that it is incomplete or does not correspond to what was requested or with the cost or type of reproduction;,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_115_F_V,REG_ART_115,fraction,V,,,The data controller refuses to cancel the personal data;,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_115_F_VI,REG_ART_115,fraction,VI,,,"The data controller persists in processing in spite of a proper request for objection, or refuses to deal with the request for objection, and",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_115_F_VII,REG_ART_115,fraction,VII,,,For other reasons that in the opinion of the Institute are admissible under the Law or these Regulations.,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_116_P1,REG_ART_116,paragraph,,1,,"The applicant must attach to his request for protection of rights, pursuant to Article 46 of the Law, the following information and documents:",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_116_F_I,REG_ART_116,fraction,I,,,"A copy of the request for the exercise of rights in question, as well as a copy of the documents attached for each of the parties, if applicable;",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_116_F_II,REG_ART_116,fraction,II,,,The document proving that he acts on his own behalf or in representation of the data subject;,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_116_F_III,REG_ART_116,fraction,III,,,"The document showing the response of the data controller, if applicable;",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_116_F_IV,REG_ART_116,fraction,IV,,,"If he challenges the failure by the data controller to respond, a copy of the acknowledgement or proof of receipt, by the data controller, of the request for the exercise of rights;",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_116_F_V,REG_ART_116,fraction,V,,,The documentary evidence offered to prove his claim;,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_116_F_VI,REG_ART_116,fraction,VI,,,"The document in which he indicates the other evidence offered by him, pursuant to Article 119 of these Regulations, and",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_116_F_VII,REG_ART_116,fraction,VII,,,Any other document he considers ought to be submitted to the judgment of the Institute.,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_116_P2,REG_ART_116,paragraph,,2,,"If the data subject cannot prove that he attended the data controller, either because the latter had refused to receive the request to exercise his ARCO rights or to issue a receipt, he shall bring this to the attention of the Institute by filing a document with it and this shall be given to the data controller for his response, in order to guarantee for the data subject the exercise of his ARCO rights.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_117_P1,REG_ART_117,paragraph,,1,,The Institute shall decide upon the admissibility of the request for protection of rights within a period of no more than ten days after its receipt.,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
