paragraph_id,article_id,paragraph_number,text,source_document
ART_39-3_P1,ART_39-3,1,"Notwithstanding Article 15 (1), an information and communications service provider who intends to collect and use personal information of users shall notify users of the following matters and obtain consent therefor. The same shall apply when changes are made for the following matters:",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_39-3_P2,ART_39-3,2,An information and communications service provider may collect and use personal information of users without their consent under paragraph (1) in any of the following cases:,KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_39-3_P1_dup2,ART_39-3,1,"2 of the Act on Promotion of Information and Communications Network Utilization and Information Protection; hereinafter the same shall apply), but it is clearly difficult to obtain ordinary consent for economic and technical reasons;",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_39-3_P3,ART_39-3,3,No information and communications service provider shall reject the provision of services for the reason that a user does not provide his/her personal information beyond the minimum personal information required. The minimum personal information refers to information that is necessary for the performance of the fundamental functions of the services.,KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_39-3_P4,ART_39-3,4,"An information and communications provider who intends to obtain consent from children aged under 14 for the collection, use and provision of personal information shall obtain such consent from his/her legal representative and confirm whether the legal representative has granted consent as prescribed by the Presidential Decree.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_39-3_P5,ART_39-3,5,"An information and communications provider shall, when notifying children aged under 14 of matters relating to the processing of personal information, use understandable forms and plain and readily comprehensible language.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_39-3_P6,ART_39-3,6,The Protection Commission shall take measures to protect the personal information of children aged under 14 who may not clearly understand matters such as the risks and results of personal information processing and users’ rights.,KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_39-4_P1,ART_39-4,1,"Notwithstanding Article 34 (1) and (3), information and communications service provider and a person who receives personal information of users therefrom pursuant to Article 17 (1) (hereinafter referred to as “information and communications service provider, etc.”) shall notify the relevant users of the following matters without delay upon becoming aware that their personal information has been lost, stolen or divulged (hereinafter referred to as “divulgence, etc.”), report such case to a specialized institution prescribed by the Protection Commission or Presidential Decree, and shall notify the users or report that matter not later than 24 hours since he or she became aware of such fact, without a justifiable reason: Provided, That if there is a justifiable reason such as users’ contact number being unknown, other measures may be taken in lieu of notification as prescribed by Presidential Decree:",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_39-4_P2,ART_39-4,2,A specialized institution prescribed by Presidential Decree which receives a report pursuant to paragraph (1) shall notify the Protection Commission of the case without delay.,KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_39-4_P3,ART_39-4,3,"An information and communications service provider, etc. shall explain any justifiable reason pursuant to paragraph (1) to the Protection Commission.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_39-4_P4,ART_39-4,4,Necessary matters in relation to the methods and procedures of notification and reporting under paragraph (1) shall be prescribed by the Presidential Decree.,KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_39-6_P1,ART_39-6,1,"Information and communications service provider, etc. shall take necessary measures as prescribed by Presidential Decree such as destruction to protect the personal information of users who have not used information and communications services for one year: Provided, That, if the period is designated otherwise by other statutes or at the request of the user, the designated period shall apply.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_39-6_P2,ART_39-6,2,"Information and communications service provider, etc. shall notify users of matters prescribed by Presidential Decree such as the fact that their personal information will be destroyed, the expiration date, and the particulars of personal information to be destroyed by a method prescribed by Presidential Decree such as e-mail, at least 30 days prior to the expiration of the above designated period.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_39-7_P1,ART_39-7,1,"Users may withdraw consent to the collection, use and provision of personal information at any time from information and communications service provider, etc.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_39-7_P2,ART_39-7,2,"Information and communications service providers, etc. must make it easier for users to request to withdraw their consent under paragraph (1), to access their information under Article 35, and to rectify under Article 36 than to give consent to the collection of their personal information.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_39-7_P3,ART_39-7,3,"Once a user withdraws his or her consent pursuant to paragraph (1), the information and communications service provider, etc. shall take necessary measures without delay such as destroying the information to such an extent that it is not recoverable or revivable.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_39-8_P1,ART_39-8,1,"Information and communications service provider, etc. meeting standards prescribed by President Decree shall notify users of the use history of their personal information collected pursuant to Articles 23 and 39-3 (including provision pursuant to Article 17) on a regular basis: Provided, That this shall not apply where the collected information does not include a contact number, etc. that enables notification to users,",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_39-8_P2,ART_39-8,2,"The type of information to be notified to users under paragraph (1), the types of information to be notified, the frequency and method of notification, and other matters necessary for the notification of the details shall be determined by Presidential Decree.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_39-9_P1,ART_39-9,1,"Information and communications service providers, etc. shall take necessary measures such as purchasing insurance or deduction plans or accumulating reserves to fulfil its liabilities for compensation pursuant to Articles 39 and 39-2.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_39-9_P2,ART_39-9,2,Necessary matters including the scope of personal information controllers subject to the obligation pursuant to paragraph (1) and relevant standards shall be prescribed by Presidential Decree.,KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_39-10_P1,ART_39-10,1,"Information and communications service provider, etc. shall ensure that users’ personal information including resident registration number, bank account information and credit card information is not exposed to the public through information and communications networks.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_39-10_P2,ART_39-10,2,"Notwithstanding paragraph (1), at the request of the Protection Commission or specialized institutions designated by Presidential Decree in relation to personal information exposed to the public, information and communications service provider, etc. shall take necessary measures such as deleting and blocking.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_39-11_P1,ART_39-11,1,"Information and communications service provider, etc. with no address or business office in Korea meeting the criteria prescribed by Presidential Decree in consideration of the number of users and revenues shall designate an agent to act on his or her behalf with respect to the following (hereinafter referred to as ""domestic agent"") in writing:",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_39-11_P2,ART_39-11,2,A domestic agent shall have an address or business office in Korea.,KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_39-11_P3,ART_39-11,3,"When a domestic agent is designated pursuant to paragraph (1), the following matters shall all be included in the Privacy Policy pursuant to Article 30:",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_39-11_P4,ART_39-11,4,"If the domestic agent violates this Act in relation to each item of paragraph (1), the information and communications service provider, etc. shall be deemed to have committed such a violation.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_39-12_P1,ART_39-12,1,"The information and communications service provider, etc. shall not execute an international contract in violation of this Act in relation to users’ personal information.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_39-12_P2,ART_39-12,2,"Notwithstanding Article 17 (3), information and communications service provider, etc. shall obtain users’ consent if intending to provide (including accessing), outsource the processing of, or store (hereinafter referred to as “transfer” in this Article) users’ personal information overseas: Provided, That if all items of paragraph (3) below are made public pursuant to Article 30 (2) or notified to users by a method prescribed by the Presidential Decree such as e-mail, the information and communications service provider, etc. may opt not to obtain users’ consent to outsourcing the processing of, or storing, personal information.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_39-12_P3,ART_39-12,3,"The information and communications service provider, etc. shall notify users of the following matters in advance if intending to obtain consent under paragraph (2):",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_39-12_P4,ART_39-12,4,"The information and communications service provider, etc. shall implement safeguards as prescribed by Presidential Decree if intending to transfer personal information overseas with consent obtained pursuant to paragraph (2).",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_39-12_P5,ART_39-12,5,"where a person who receives personal information of the users transfers it to a third country, he or she shall comply with paragraphs (1) through (4). In such cases, ""information and communications service providers, etc."" shall be regarded as ""personal information recipient,"" and ""personal information recipient"" shall be regarded as ""a person who receives personal information from a third country.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_39-15_P1,ART_39-15,1,"Upon information and communications service provider, etc. conducting any of the following acts, the Protection Commission may impose administrative surcharges not exceeding 3/100 of the total revenues relating to the concerned violation:",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_39-15_P2,ART_39-15,2,"When administrative surcharges are imposed in accordance to paragraph (1), but the information and communications service provider, etc. either refuses to submit basic materials for revenue calculation or submits false documents, their revenues may be estimated based on the accounting documents, such as financial statements, and operational status, such as the number of subscribers and usage fees, of similar- sized information and communications service providers, etc.: Provided, That up to 400 won million may be imposed as administrative surcharges on an information and communications service provider, etc. having no revenues or revenues difficult to calculate as prescribed by Presidential Decree.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_39-15_P3,ART_39-15,3,The Protection Commission shall consider the following matters to impose administrative surcharges under paragraph (1):,KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_39-15_P4,ART_39-15,4,"Administrative surcharges under paragraph (1) shall be calculated in consideration of paragraph (3), but the detailed calculation standards and procedures shall be prescribed by Presidential Decree.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_39-15_P5,ART_39-15,5,The Protection Commission shall collect a late-payment penalty in the amount not exceeding 6/100 per annum of the unpaid administrative surcharges for the period beginning on the following day of the expiration of the payment deadline.,KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_39-15_P6,ART_39-15,6,"Where a person liable to pay the administrative surcharges under paragraph (1) fails to pay it by the payment deadline, the Protection Commission shall give notice with the period of payment specified in it; and where the administrative surcharges and late-payment penalty under paragraph (5) are not paid within the specified period, the Protection Commission shall collect such administrative surcharges and late- payment penalty in the same manner as delinquent national taxes are collected.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_39-15_P7,ART_39-15,7,"When the administrative surcharges imposed according to paragraph (1) are refunded for such reasons as a court’s decision, the Protection Commission shall make additional payments in the amount calculated based on the interest rate prescribed by Presidential Decree considering the deposit interest rates of financial companies, etc., for the period beginning on the following day of the payment of administrative surcharges and ending on the day of the refund.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_39-15_P8,ART_39-15,8,"Notwithstanding paragraph (7), when a disposition of imposing administrative surcharges is revoked due to a court’s decision and new administrative surcharges are imposed based on the reasoning of the decision, additional payments shall be calculated and paid with respect to the amount that remains after the newly imposed administrative surcharges are deducted from the already paid administrative surcharges.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_40_P1,ART_40,1,There shall be established a Personal Information Dispute Mediation Committee (hereinafter referred to as the “Dispute Mediation Committee”) to mediate disputes over personal information.,KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_40_P2,ART_40,2,"The Dispute Mediation Committee shall be comprised of not more than 20 members, including one chairperson, and the members shall be ex officio members and commissioned members. <Amended by Act No. 13423, Jul. 24, 2015>",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_40_P3,ART_40,3,"The commissioned members shall be commissioned by the Chairperson of the Protection Commission from among the following persons, and public officials of the national agencies prescribed by Presidential Decree shall be ex officio members: <Amended by Act No. 11690, Mar. 23, 2013; Act No. 12844, Nov. 19, 2014; Act No. 13423, Jul. 24, 2015>",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_40_P4,ART_40,4,"The chairperson shall be commissioned by the Chairperson of the Protection Commission from among Committee members who are not public officials. <Amended by Act No. 11690, Mar. 23, 2013; Act No. 12844, Nov. 19, 2014; Act No. 13423, Jul. 24, 2015>",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_40_P5,ART_40,5,"The term of office for the chairperson and commissioned members shall be two years, and their term may be renewable for one further term. <Amended by Act No. 13423, Jul. 24, 2015>",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_40_P6,ART_40,6,"In order to conduct dispute settlement efficiently, the Dispute Mediation Committee may, if necessary, establish a mediation panel that is comprised of not more than five Committee members in each sector of mediation cases, as prescribed by Presidential Decree. In this case, the resolution of the mediation panel delegated by the Dispute Mediation Committee shall be construed as that of the Dispute Mediation Committee.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_40_P7,ART_40,7,"The quorum for holding a Dispute Mediation Committee or a mediation panel shall be the presence of a majority of its members, and any resolution shall require the affirmative votes of a majority of the members present.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_40_P8,ART_40,8,"The Protection Commission may deal with the administrative affairs necessary for dispute mediation, such as receiving dispute mediation cases and fact-finding. <Amended by Act No. 13423, Jul. 24, 2015>",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_40_P9,ART_40,9,"Except as otherwise expressly provided for in this Act, matters necessary to operate the Dispute Mediation Committee shall be prescribed by Presidential Decree.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_42_P1,ART_42,1,A member of the Dispute Mediation Committee shall be excluded from participating in the deliberation and resolution of a case requested for dispute mediation pursuant to Article 43 (1) (hereafter in this Article referred to as “case”) if:,KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_42_P2,ART_42,2,"Where any party finds it impracticable to expect a fair deliberation and resolution from a Committee member, such party may file an application for recusal with the chairperson. In such cases, the chairperson shall determine with respect to such application for recusal without any resolution of the Dispute Mediation Committee.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_42_P3,ART_42,3,"Where any committee member falls under the case of paragraph (1) or (2), he/she may refrain from the deliberation and resolution of the case.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_43_P1,ART_43,1,Any person who wishes a dispute over personal information mediated may apply for mediation of the dispute to the Dispute Mediation Committee.,KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_43_P2,ART_43,2,"Upon receipt of an application for dispute mediation from a party to the case, the Dispute Mediation Committee shall notify the counterparty of the application for mediation.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_43_P3,ART_43,3,"Where a public institution is notified of dispute mediation under paragraph (2), the public institution shall respond to it unless there are extraordinary circumstances.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_44_P1,ART_44,1,"The Dispute Mediation Committee shall examine the case and prepare a draft mediation decision within 60 days from the date of receiving an application pursuant to Article 43 (1): Provided, That the Dispute Mediation Committee may pass a resolution to extend such period by reason of inevitable circumstances.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_44_P2,ART_44,2,"Where the period is extended pursuant to the proviso to paragraph (1), the Dispute Mediation Committee shall inform the applicant of the reasons for extending the period and other matters concerning the extension of such period.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_45_P1,ART_45,1,"Upon receipt of an application for dispute mediation pursuant to Article 43 (1), the Dispute Mediation Committee may request disputing parties to provide materials necessary to mediate the dispute. In such cases, such parties shall comply with the request unless any justifiable ground exists.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_45_P2,ART_45,2,"The Dispute Mediation Committee may require disputing parties or relevant witnesses to appear before the Committee to hear their opinions, if deemed necessary.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_47_P1,ART_47,1,The Dispute Mediation Committee may prepare a draft mediation decision including the following matters:,KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_47_P2,ART_47,2,"Upon preparing a draft mediation pursuant to paragraph (1), the Dispute Mediation Committee shall present the draft mediation to each party without delay.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_47_P3,ART_47,3,"Each party presented with the draft mediation decision prepared under paragraph (1) shall notify the Dispute Mediation Committee of his/her acceptance or denial of the draft mediation decision within 15 days from the date of receipt of such draft mediation decision, without which such mediation shall be deemed rejected.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_47_P4,ART_47,4,"If the parties accept the draft mediation decision, the Dispute Mediation Committee shall prepare a written mediation decision, and the chairperson of the Dispute Mediation Committee and the parties shall have their names and seals affixed thereon.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_47_P5,ART_47,5,The mediation agreed upon pursuant to paragraph (4) shall have the same effect as a settlement before the court.,KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_48_P1,ART_48,1,"Where the Dispute Mediation Committee deems that it is inappropriate to mediate any dispute in view of its nature, or that an application for mediation of any dispute is filed for an unfair purpose, it may reject the mediation. In this case, the reasons for rejecting the mediation shall be notified to the applicant.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_48_P2,ART_48,2,"If one of the parties files a lawsuit while mediation proceedings are pending, the Dispute Mediation Committee shall suspend the dispute mediation and notify the parties thereof.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_49_P1,ART_49,1,"The State, a local government, a data protection organization or institution, a data subject, and a personal information controller may request or apply for a collective dispute mediation (hereinafter referred to as “collective dispute mediation”) to the Dispute Mediation Committee where damages or infringement on rights occur to multiple data subjects in an identical or similar manner, and such incident is such as prescribed by Presidential Decree.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_49_P2,ART_49,2,"Upon receipt of a request or an application for collective dispute mediation under paragraph (1), the Dispute Mediation Committee may commence, by its resolution, collective dispute mediation proceedings pursuant to paragraphs (3) through (7). In such cases, the Dispute Mediation Committee shall publicly announce the commencement of such proceedings for a period prescribed by Presidential Decree.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_49_P3,ART_49,3,The Dispute Mediation Committee may accept an application from any data subject or personal information controller other than the parties to the collective dispute mediation to participate in the collective dispute mediation additionally as a party.,KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_49_P4,ART_49,4,"The Dispute Mediation Committee may, by its resolution, select one or a few persons as a representative party, who most appropriately represents the common interest among the parties to the collective dispute mediation pursuant to paragraphs (1) and (3).",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_49_P5,ART_49,5,"When the personal information controller accepts a collective dispute mediation award presented by the Dispute Mediation Committee, the Dispute Mediation Committee may advise the personal information controller to prepare and submit a compensation plan for the benefit of the non-party data subjects suffered from the same incident.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_49_P6,ART_49,6,"Notwithstanding Article 48 (2), if a group of data subjects among a multitude of data subject parties to the collective dispute mediation files a lawsuit before the court, the Dispute Mediation Committee shall not suspend the proceedings but exclude the relevant data subjects, who have filed the lawsuit, from the proceedings.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_49_P7,ART_49,7,"The period for collective dispute mediation shall not exceed 60 days from the following day when public announcement referred to in paragraph (2) ends: Provided, That the period can be extended by the resolution of the Dispute Mediation Committee in extenuating circumstances.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_49_P8,ART_49,8,"Other necessary matters, such as the procedures for collective dispute mediation, shall be prescribed by Presidential Decree.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_50_P1,ART_50,1,"Except as otherwise expressly provided for in Articles 43 through 49, the method and procedures to mediate disputes and matters necessary to deal with such dispute mediation shall be prescribed by Presidential Decree.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_50_P2,ART_50,2,"Except as otherwise expressly provided for in this Act, the Judicial Conciliation of Civil Disputes Act shall apply mutatis mutandis to the operation of the Dispute Mediation Committee and dispute mediation proceedings.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_52_P1,ART_52,1,"A class action lawsuit shall be subject to the exclusive jurisdiction of the competent district court (panel of judges) at the place of business or main office, or at the address of the business manager in the case of no business establishment, of the defendant.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_52_P2,ART_52,2,"Where paragraph (1) applies to a foreign business entity, the same shall be determined by the place of business or main office, or the address of the business manager located in the Republic of Korea.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_54_P1,ART_54,1,An organization that intends to file a class action shall submit to the court an application for permission of lawsuit describing the following in addition to the complaint:,KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_54_P2,ART_54,2,An application for certification of lawsuit filed under paragraph (1) shall be accompanied by the following materials:,KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_55_P1,ART_55,1,The court shall permit a class action only when all of the following requirements are satisfied:,KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_55_P2,ART_55,2,"The court decision that permits, or refuses to permit, a class action may be challenged through immediate appeal.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_57_P1,ART_57,1,"Except as otherwise expressly provided for in this Act, the Civil Procedure Act shall apply to a class action.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_57_P2,ART_57,2,"When a decision to permit a class action lawsuit is made under Article 55, a preservation order provided for in PART IV of the Civil Execution Act may be issued.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_57_P3,ART_57,3,Matters necessary for class action lawsuit proceedings shall be provided by the Supreme Court Regulations.,KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_58_P1,ART_58,1,Chapter III through VII shall not apply to any of the following personal information:,KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_58_P2,ART_58,2,"Articles 15, 22, 27 (1) and (2), 34, and 37 shall not apply to any personal information that is processed by means of the visual data processing devices installed and operated at open places pursuant to Article 25 (1).",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_58_P3,ART_58,3,"Articles 15, 30 and 31 shall not apply to any personal information that is processed by a personal information controller to operate a group or association for friendship, such as an alumni association and a hobby club.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_58_P4,ART_58,4,"In the case of processing personal information pursuant to paragraph (1), a personal information controller shall process the personal information to the minimum extent necessary to attain the intended purpose for the minimum period; and shall also make necessary arrangements, such as technical, managerial and physical safeguards, individual grievance handling and other necessary measures for the safe management and appropriate processing of such personal information.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_61_P1,ART_61,1,"The Protection Commission may provide its opinion to any relevant agency through deliberation and resolution where it is deemed necessary with respect to the statutes or municipal ordinances containing provisions that are likely to affect the protection of personal information. <Amended by Act No. 11690, Mar. 23, 2013; Act No. 12844, Nov. 19, 2014; Act No. 14839, Jul. 26, 2017; Act No. 16930, February. 4, 2020>",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_61_P2,ART_61,2,"The Protection Commission may advise a personal information controller to improve the status of personal information processing where doing so is deemed necessary to protect personal information. In such cases, upon receiving the advice, the personal information controller shall make sincere efforts to comply with the advice, and shall inform the Protection Commission of the results. <Amended by Act No. 11690, Mar. 23, 2013; Act No. 12844, Nov. 19, 2014; Act No. 14839, Jul. 26, 2017; Act No. 16930, Feb. 4, 2020>",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_61_P3,ART_61,3,"The head of a related central administrative agency may recommend that a personal information controller improve the status of personal information processing pursuant to the statutes under the related central administrative agency’s jurisdiction where doing so is deemed necessary to protect personal information. In such cases, upon receiving the recommendation, the personal information controller shall make sincere efforts to comply with the recommendation, and shall inform the head of the related central administrative agency of the results.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_61_P4,ART_61,4,"Central administrative agencies, local governments, the National Assembly, the Court, the Constitutional Court, and the National Election Commission may provide their opinions, or provide guidance or inspection with respect to the protection of personal information to their affiliated entities and the public institutions under their jurisdiction.",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_62_P1,ART_62,1,"Anyone who suffers infringement of rights or interests relating to his or her personal information in the course of personal information processing by a personal information controller may report such infringement to the Protection Commission. <Amended by Act No. 11690, Mar. 23, 2013; Act No. 12844, Nov. 19, 2014; Act No. 14839, Jul. 26, 2017; Act No. 16930, Feb. 4, 2020>",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_62_P2,ART_62,2,"The Protection Commission may designate a specialized institution in order to efficiently receive and handle the claim reports pursuant to paragraph (1), as prescribed by Presidential Decree. In such cases, such specialized institution shall establish and operate a personal information infringement call center (hereinafter referred to as the “Privacy Call Center”). <Amended by Act No. 11690, Mar. 23, 2013; Act No. 12844, Nov. 19, 2014; Act No. 14839, Jul. 26, 2017; Act No. 16930, Feb. 4, 2020>",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_62_P3,ART_62,3,The Privacy Call Center shall perform the following duties:,KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_62_P4,ART_62,4,"The Protection Commission may, if necessary, dispatch its public official to the specialized institution designated under paragraph (2) pursuant to Article 32-4 of the State Public Officials Act in order to efficiently investigate and confirm the incidents pursuant to paragraph (3) 2. <Amended by Act No. 11690, Mar. 23, 2013; Act No. 12844, Nov. 19, 2014; Act No. 14839, Jul. 26, 2017; Act No. 16930, Feb. 4, 2020>",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_63_P1,ART_63,1,"The Protection Commission may request relevant materials, such as articles and documents, from a personal information controller in any of the following cases: <Amended by Act No. 11690, Mar. 23, 2013; Act No. 12844, Nov. 19, 2014; Act No. 14839, Jul. 26, 2017; Act No. 16930, Feb. 4, 2020>",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_63_P2,ART_63,2,"Where a personal information controller fails to furnish materials pursuant to paragraph (1) or is regarded as having violated this Act, the Protection Commission may require its public official to enter the offices or places of business of the personal information controller and other persons related to such violation to inspect the status of business operations, ledgers, documents, etc. In such cases, the public official who conducts the inspection shall carry a certificate indicating his/her authority and show it to the related persons. <Amended by Act No. 11690, Mar. 23, 2013; Act No. 12844, Nov. 19, 2014; Act No. 13423, Jul. 24, 2015; Act No. 14839, Jul. 26, 2017; Act No. 16930, Feb. 4, 2020>",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_63_P3,ART_63,3,"The head of a related central administrative agency may, in accordance with statutes under the related central administrative agency’s jurisdiction, request materials from a personal information controller pursuant to paragraph (1), or may inspect the personal information controller and other persons related to the relevant violation of such statutes pursuant to paragraph (2). <Amended by Act No. 13423, Jul. 24, 2015>",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_63_P4,ART_63,4,"Upon discovering any violation of this Act or becoming aware of any suspected violation of this Act, the Protection Commission may demand that the head of the related central administrative agency (if there is a corporation authorized to conduct inspection in accordance with the direction and supervision of the head of the related central administrative agency, this refers to the corporation) investigate the personal information controller after setting a specific scope, and if necessary, request a public official under the Protection Commission to jointly engage in the investigation. In such cases, upon receiving such demand, the head of the related central administrative agency shall comply therewith unless there are extraordinary circumstances. <Amended by Act No. 16930, Feb. 4, 2020>",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_63_P5,ART_63,5,"The Protection Commission may request the head of the related central administrative agency (if there is a corporation authorized to conduct inspection in accordance with the direction and supervision of the head of the related central administrative agency, this refers to the corporation) to take corrective measures on the relevant personal information processer with regard to the result of the inspection conducted pursuant to paragraph (4) or provide opinions on dispositions, etc. <Amended by Act No. 16930, Feb. 4, 2020>",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_63_P6,ART_63,6,"Matters concerning the methods, procedures, etc. for paragraphs (4) and (5) shall be prescribed by Presidential Decree. <Amended by Act No. 16930, Feb. 4, 2020>",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_63_P7,ART_63,7,"The Protection Commission may inspect the status of personal information protection jointly with the head of a related central administrative agency for the prevention of personal information breach incidents and efficient response. <Newly Inserted by Act No. 13423, Jul. 24, 2015; Amended by Act No. 14839, Jul. 26, 2017; Act No. 16930, Feb. 4, 2020>",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
ART_63_P8,ART_63,8,"The Protection Commission and the head of the related central administrative agency shall not provide any third party with the documents, materials, etc. furnished or collected pursuant to paragraphs (1) and (2), nor disclose them to the general public, except as otherwise required by this Act. <Newly Inserted by Act No. 16930, Feb. 4, 2020>",KB 2/South Korea/Personal Information Protection Act (PIPA).pdf
