clause_id,section_id,clause_path,label,level,text,reserved,parent_id,part_id,source_document
SEC-125.7(b),SEC-125.7,(b),b,1,"An application for the export of classified technical data or other classified defense articles must be accompanied by a completed form DSP-83 (see § 123.10 of this subchapter). All classified materials accompanying an application must be transmitted to the Directorate of Defense Trade Controls in accordance with the procedures contained in the Department of Defense National Industrial Security Program Operating Manual (unless such requirements are inconsistent with guidance provided by the Directorate of Defense Trade Controls, in which case the latter guidance must be followed).",,SEC-125.7,PART-125,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-126.1(a),SEC-126.1,(a),a,1,"General. It is the policy of the United States to deny licenses and other approvals for exports and imports of defense articles and defense services, destined for or originating in certain countries. (See also § 129.7 of this subchapter, which imposes restrictions on brokering activities similar to those in this section.) The exemptions provided in this subchapter do not apply with respect to defense articles or defense services originating in or for export to any proscribed countries, areas, or persons as described in this section, except that the following exemptions may be utilized:",,SEC-126.1,PART-126,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-126.1(a)(1),SEC-126.1,(a)(1),1,2,"Transfers pursuant to § 123.17 of this subchapter, or § 126.6, or § 126.18(e);",,SEC-126.1(a),PART-126,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-126.1(a)(2),SEC-126.1,(a)(2),2,2,Transfers by or for the U.S. Government pursuant to the following sections:,,SEC-126.1(a),PART-126,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-126.1(a)(2)(i),SEC-126.1,(a)(2)(i),i,3,§ 126.4(a)(1) or (3);,,SEC-126.1(a)(2),PART-126,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-126.1(a)(2)(ii),SEC-126.1,(a)(2)(ii),ii,3,§ 126.4(b)(1); or,,SEC-126.1(a)(2),PART-126,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-126.1(a)(2)(iii),SEC-126.1,(a)(2)(iii),iii,3,§ 126.4(a)(2) or (b)(2) when the export is destined for Russia and in support of government space cooperation; or,,SEC-126.1(a)(2),PART-126,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-126.1(a)(3),SEC-126.1,(a)(3),3,2,When the recipient is a U.S. Government department or agency,,SEC-126.1(a),PART-126,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-126.1(b),SEC-126.1,(b),b,1,"Shipments. A defense article licensed or otherwise authorized for export, temporary import, reexport, or retransfer under this subchapter may not be shipped on a vessel, aircraft, spacecraft, or other means of conveyance that is owned by, operated by, leased to, or leased from any of the proscribed countries, areas, or other persons referred to in this section.",,SEC-126.1,PART-126,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-126.1(c),SEC-126.1,(c),c,1,Identification in § 126.1 of the ITAR may derive from:,,SEC-126.1,PART-126,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-126.1(c)(1),SEC-126.1,(c)(1),1,2,"Exports and sales prohibited by United Nations Security Council sanctions measures. Whenever the United Nations Security Council mandates sanctions measures, all transactions that are prohibited by the aforementioned measures and involve U.S. persons (see § 120.62 of this subchapter) inside or outside of the United States, or any person in the United States, and defense articles or defense services described on the United States Munitions List (22 CFR part 121), irrespective of origin, are prohibited under the ITAR for the duration of the sanction, unless the Department of State publishes a notice in the Federal Register specifying different measures.",,SEC-126.1(c),PART-126,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-126.1(c)(2),SEC-126.1,(c)(2),2,2,"Terrorism. Exports or temporary imports of defense articles or defense services to countries that the Secretary of State has determined to be State Sponsors of Terrorism are prohibited under the ITAR. These countries have repeatedly provided support for acts of international terrorism, which is contrary to the foreign policy of the United States and thus subject to the policy specified in paragraph (a) of this section and the requirements of section 40 of the Arms Export Control Act (22 U.S.C. 2780) and the Omnibus Diplomatic Security and Anti-Terrorism Act of 1986 (22 U.S.C. 4801). Exports to countries that the Secretary of State has determined and certified to Congress, pursuant to section 40A of the Arms Export Control Act (22 U.S.C. 2781) and Executive Order 13637, are not cooperating fully with United States antiterrorism efforts are subject to the policy specified in paragraph (a) of this section. The Secretary of State makes such determination and certifications annually.",,SEC-126.1(c),PART-126,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-126.1(c)(3),SEC-126.1,(c)(3),3,2,"Arms embargoes and sanctions. The policy specified in paragraph (a) of this section applies to countries subject to a United States arms embargo or sanctions regime, such as those described in the Foreign Assistance Act of 1961 (22 U.S.C. 2151 et seq.), the International Religious Freedom Act of 1998 (22 U.S.C. 6401 et seq.), or the Child Soldiers Prevention Act of 2008 (22 U.S.C. 2370c-2370c-2), or whenever an export of defense articles or defense services would not otherwise be in furtherance of world peace and the security and foreign policy of the United States.",,SEC-126.1(c),PART-126,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-126.1(d),SEC-126.1,(d),d,1,Countries subject to certain prohibitions:,,SEC-126.1,PART-126,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-126.1(d)(1),SEC-126.1,(d)(1),1,2,"For defense articles and defense services, the following countries have a policy of denial:",,SEC-126.1(d),PART-126,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-126.1(d)(2),SEC-126.1,(d)(2),2,2,"For defense articles and defense services, a policy of denial applies as specified in the associated paragraphs in the following table:",,SEC-126.1(d),PART-126,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-126.1(e),SEC-126.1,(e),e,1,,,SEC-126.1,PART-126,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-126.1(e)(1),SEC-126.1,(e)(1),1,2,"Proposed and final sales. No sale, export, transfer, reexport, or retransfer of, and no proposal or presentation to sell, export, transfer, reexport, or retransfer, any defense articles or defense services subject to this subchapter may be made to any country referred to in this section (including the embassies or consulates of such a country), or to any person acting on its behalf, whether in the United States or abroad, without first obtaining a license or written approval of the Directorate of Defense Trade Controls. However, in accordance with paragraph (a) of this section, it is the policy of the Department of State to deny licenses and approvals in such cases.",,SEC-126.1(e),PART-126,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-126.1(e)(2),SEC-126.1,(e)(2),2,2,"Duty to notify. Any person who knows or has reason to know of a proposed, final, or actual sale, export, transfer, reexport, or retransfer of articles, services, or data as described in paragraph (e)(1) of this section must immediately inform the Directorate of Defense Trade Controls. Such notifications should be submitted to the Office of Defense Trade Controls Compliance, Directorate of Defense Trade Controls.",,SEC-126.1(e),PART-126,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-126.1(f),SEC-126.1,(f),f,1,"Iraq. It is the policy of the United States to deny licenses or other approvals for exports and imports of defense articles and defense services, destined for or originating in Iraq, except that a license or other approval may be issued, on a case-by-case basis for:",,SEC-126.1,PART-126,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-126.1(f)(1),SEC-126.1,(f)(1),1,2,Non-lethal military equipment; or,,SEC-126.1(f),PART-126,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-126.1(f)(2),SEC-126.1,(f)(2),2,2,Lethal military equipment required by the Government of Iraq or coalition forces.,,SEC-126.1(f),PART-126,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-126.1(g),SEC-126.1,(g),g,1,"Afghanistan. It is the policy of the United States to deny licenses or other approvals for exports and imports of defense articles and defense services, destined for or originating in Afghanistan, except that a license or other approval may be issued, on a case-by-case basis, for the Government of Afghanistan or coalition forces. In addition, the names of individuals, groups, undertakings, and entities subject to arms embargoes, due to their affiliation with the Taliban, Al-Qaida, or those associated with them, are published in lists maintained by the United Nations Security Council's Sanctions Committees (established pursuant to United Nations Security Council resolutions (UNSCR) 1267, 1988, and 1989).",,SEC-126.1,PART-126,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
