clause_id,section_id,clause_path,label,level,text,reserved,parent_id,part_id,source_document
SEC-124.14(e)(2),SEC-124.14,(e)(2),2,2,A statement identifying the foreign party to the agreement.,,SEC-124.14(e),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.14(e)(3),SEC-124.14,(e)(3),3,2,A statement identifying the defense articles to be distributed under the agreement.,,SEC-124.14(e),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.14(e)(4),SEC-124.14,(e)(4),4,2,"A statement identifying any U.S. Government contract under which the equipment may have been generated, improved, developed or supplied to the U.S. Government, and whether the equipment was derived from any bid or other proposal to the U.S. Government.",,SEC-124.14(e),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.14(e)(5),SEC-124.14,(e)(5),5,2,A statement that no classified defense articles or classified technical data are involved.,,SEC-124.14(e),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.14(e)(6),SEC-124.14,(e)(6),6,2,A statement identifying any patent application which discloses any of the subject matter of the equipment or related technical data covered by an invention secrecy order issued by the U.S. Patent and Trademark Office.,,SEC-124.14(e),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.14(f),SEC-124.14,(f),f,1,Required clauses. The following statements must be made in the letter of transmittal:,,SEC-124.14,PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.14(f)(1),SEC-124.14,(f)(1),1,2,"“If the agreement is approved by the Department of State, such approval will not be construed by (applicant) as passing on the legality of the agreement from the standpoint of antitrust laws or other applicable statutes, nor will (the applicant) construe the Department's approval as constituting either approval or disapproval of any of the business terms or conditions between the parties to the agreement.”",,SEC-124.14(f),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.14(f)(2),SEC-124.14,(f)(2),2,2,“The (applicant) will not permit the proposed agreement to enter into force until it has been approved by the Department of State.”,,SEC-124.14(f),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.14(f)(3),SEC-124.14,(f)(3),3,2,"“(Applicant) will furnish the Department of State with one copy of the signed agreement (or amendment thereto) within 30 days from the date that the agreement is concluded and will inform the Department of its termination not less than 30 days prior to expiration. If a decision is made not to conclude the proposed agreement, (applicant) will so inform the Department within 60 days.” [58 FR 39305, July 22, 1993, as amended at 71 FR 20544, Apr. 21, 2006; 81 FR 54736, Aug. 17, 2016; 85 FR 3833, Jan. 23, 2020]",,SEC-124.14(f),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.15(a),SEC-124.15,(a),a,1,"The export of a satellite or related item controlled by Category XV of part 121 of this subchapter or any defense service controlled by this subchapter associated with the launch in, or by nationals of, a country that is not a member of the North Atlantic Treaty Organization",,SEC-124.15,PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.15(a)(NATO),SEC-124.15,(a)(NATO),NATO,2,"or a major non-NATO ally of the United States always requires special export controls, in addition to other export controls required by this subchapter, as follows:",,SEC-124.15(a),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.15(a)(1),SEC-124.15,(a)(1),1,2,All licenses and other requests for approval require a technology transfer control plan,,SEC-124.15(a),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.15(a)(1)(TTCP),SEC-124.15,(a)(1)(TTCP),TTCP,3,"approved by the Department of Defense and an encryption technology control plan approved by the National Security Agency. Drafts reflecting advance discussions with both agencies must accompany submission of the license application or proposed technical assistance agreement, and the letter of transmittal required in § 124.12 must identify the U.S. Government officials familiar with the preparation of the draft TTCPs. The TTCP must require any U.S. person or entity involved in the export to notify the Department of Defense in advance of all meetings and interactions with any foreign person or entity that is a party to the export and require such U.S. person or entity to certify that it has complied with this notification requirement within 30 days after launch.",,SEC-124.15(a)(1),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.15(a)(2),SEC-124.15,(a)(2),2,2,"The U.S. person must make arrangements with the Department of Defense for monitoring. The costs of such monitoring services must be fully reimbursed to the Department of Defense by the U.S. person receiving such services. The letter of transmittal required under § 124.12 must also state that such reimbursement arrangements have been made with the Department of Defense and identify the specific Department of Defense official with whom these arrangements have been made. As required by Public Law 105- 261, such monitoring will cover, but not limited to –",,SEC-124.15(a),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.15(a)(2)(i),SEC-124.15,(a)(2)(i),i,3,"Technical discussions and activities, including the design, development, operation, maintenance, modification, and repair of satellites, satellite components, missiles, other equipment, launch facilities, and launch vehicles;",,SEC-124.15(a)(2),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.15(a)(2)(ii),SEC-124.15,(a)(2)(ii),ii,3,"Satellite processing and launch activities, including launch preparation, satellite transportation, integration of the satellite with the launch vehicle, testing and checkout prior to launch, satellite launch, and return of equipment to the United States;",,SEC-124.15(a)(2),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.15(a)(2)(iii),SEC-124.15,(a)(2)(iii),iii,3,"Activities relating to launch failure, delay, or cancellation, including post-launch failure investigations or analyses with regard to either the launcher or the satellite; and",,SEC-124.15(a)(2),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.15(a)(2)(iv),SEC-124.15,(a)(2)(iv),iv,3,All other aspects of the launch.,,SEC-124.15(a)(2),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.15(b),SEC-124.15,(b),b,1,Mandatory licenses for launch failure (crash) investigations or analyses of any satellite controlled pursuant to this subchapter or subject to the EAR: In the event of a failure of a launch from a foreign country (including a post liftoff failure to reach proper orbit) –,,SEC-124.15,PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.15(b)(1),SEC-124.15,(b)(1),1,2,"The activities of U.S. persons or entities in connection with any subsequent investigation or analysis of the failure continue to be subject to the controls established under section 38 of the Arms Export Control Act, including the requirements under this subchapter for express approval prior to participation in such investigations or analyses, regardless of whether a license was issued under this subchapter for the initial export of the satellite or satellite component;",,SEC-124.15(b),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.15(b)(2),SEC-124.15,(b)(2),2,2,Officials of the Department of Defense must monitor all activities associated with the investigation or analyses to insure against unauthorized transfer of technical data or services and U.S. persons must follow the procedures set forth in paragraphs (a)(1) and,,SEC-124.15(b),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.15(b)(2)(a),SEC-124.15,(b)(2)(a),a,3,(2) of this section.,,SEC-124.15(b)(2),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.15(c),SEC-124.15,(c),c,1,"Although Public Law 105-261 does not require the application of special export controls for the launch of U.S.-origin satellites and components from or by nationals of countries that are members of NATO or major non-NATO allies, such export controls may nonetheless be applied, in addition to any other export controls required under this subchapter, as appropriate in furtherance of the security and foreign policy of the United States. Further, the export of any article or defense service controlled under this subchapter to any destination may also require that the special export controls identified in paragraphs (a)(1) and (a)(2) of this section be applied in furtherance of the security and foreign policy of the United States.",,SEC-124.15,PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.15(d),SEC-124.15,(d),d,1,"Mandatory licenses for exports to insurance providers and underwriters: None of the exemptions or sub-licensing provisions available in this subchapter may be used for the export of technical data in order to obtain or satisfy insurance requirements. Such exports are always subject to the prior approval and re-transfer requirements of sections 3 and 38 of the Arms Export Control Act, as applied by relevant provisions of this subchapter.",,SEC-124.15,PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.1(a),SEC-125.1,(a),a,1,The controls of this part apply to the export of technical data and the export of classified defense articles. Information which is in the public domain (see § 120.34 of this subchapter and § 125.4(b)(13)) is not subject to the controls of this subchapter.,,SEC-125.1,PART-125,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.1(b),SEC-125.1,(b),b,1,A license for the export of technical data and the exemptions in § 125.4 may not be used for foreign production purposes or for technical assistance unless the approval of the Directorate of Defense Trade Controls has been obtained. Such approval is generally provided only pursuant to the procedures specified in part 124 of this subchapter.,,SEC-125.1,PART-125,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.1(c),SEC-125.1,(c),c,1,"Technical data authorized for export may not be reexported, transferred or diverted from the country of ultimate end-use or from the authorized foreign end-user (as designated in the license or approval for export) or disclosed to a national of another country without the prior written approval of the Directorate of Defense Trade Controls.",,SEC-125.1,PART-125,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.1(d),SEC-125.1,(d),d,1,The controls of this part apply to the exports referred to in paragraph (a) of this section regardless of whether the person who intends to export the technical data produces or manufactures defense articles if the technical data is determined by the Directorate of Defense Trade Controls to be subject to the controls of this subchapter.,,SEC-125.1,PART-125,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.1(e),SEC-125.1,(e),e,1,"For the export of technical data related to articles in Category VI(e), Category XVI, and Category XX(b)(1) of § 121.1 of this subchapter, see § 120.5(c) of this subchapter.",,SEC-125.1,PART-125,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.1(f),SEC-125.1,(f),f,1,"Unless limited by a condition set out in an agreement, the export, reexport, retransfer, or temporary import authorized by a license is for the item(s), end-use(s), and parties described in the agreement, license, and any letters of explanation. DDTC approves agreements and grants licenses in reliance on representations the applicant made in or submitted in connection with the agreement, letters of explanation, and other documents submitted. [58 FR 39310, July 22, 1993, as amended at 71 FR 20544, Apr. 21, 2006; 78 FR 40933, July 8, 2013; 79 FR 47, Jan. 2, 2014; 81 FR 62008, Sept. 8, 2016; 87 FR 16424, Mar. 23, 2022]",,SEC-125.1,PART-125,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.2(a),SEC-125.2,(a),a,1,"License. A license (DSP-5) is required for the export of unclassified technical data unless the export is exempt from the licensing requirements of this subchapter. In the case of a plant visit, details of the proposed discussions must be transmitted to the Directorate of Defense Trade Controls for an appraisal of the technical data.",,SEC-125.2,PART-125,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.2(b),SEC-125.2,(b),b,1,"Patents. A license issued by the Directorate of Defense Trade Controls is required for the export of technical data whenever the data exceeds that which is used to support a domestic filing of a patent application or to support a foreign filing of a patent application whenever no domestic application has been filed. Requests for the filing of patent applications in a foreign country, and requests for the filing of amendments, modifications or supplements to such patents, should follow the regulations of the U.S. Patent and Trademark Office in accordance with 37 CFR part 5. The export of technical data to support the filing and processing of patent applications in foreign countries is subject to regulations issued by the U.S. Patent and Trademark Office pursuant to 35 U.S.C. 184.",,SEC-125.2,PART-125,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.2(c),SEC-125.2,(c),c,1,"Disclosures. Unless otherwise expressly exempted in this subchapter, a license is required for the oral, visual, or documentary disclosure of technical data by U.S. persons to foreign persons. A license is required regardless of the manner in which the technical data is transmitted (e.g., in person, by telephone, correspondence, electronic means, etc.). A license is required for such disclosures by U.S. persons in connection with visits to foreign diplomatic missions and consular offices.",,SEC-125.2,PART-125,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.3(a),SEC-125.3,(a),a,1,"A request for authority to export defense articles, including technical data, classified by a foreign government or pursuant to Executive Order 12356, successor orders, or other legal authority must be submitted to the Directorate of Defense Trade Controls for approval. The application must contain full details of the proposed transaction. It should also list the facility security clearance code of all U.S. parties on the license and include the Defense Security Service cognizant security office of the party responsible for packaging the commodity for shipment. A nontransfer and use certificate (Form DSP-83) executed by the applicant, foreign consignee, end- user, and an authorized representative of the foreign government involved will be required.",,SEC-125.3,PART-125,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.3(b),SEC-125.3,(b),b,1,"Classified technical data which is approved by the Directorate of Defense Trade Controls either for export or reexport after a temporary import will be transferred or disclosed only in accordance with the requirements in the Department of Defense National Industrial Security Program Operating Manual (unless such requirements are in direct conflict with guidance provided by the Directorate of Defense Trade Controls, in which case the latter guidance must be followed). Any other requirements imposed by cognizant U.S. departments and agencies must also be satisfied.",,SEC-125.3,PART-125,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.3(c),SEC-125.3,(c),c,1,The approval of the Directorate of Defense Trade Controls must be obtained for the export of technical data by a U.S. person to a foreign person in the U.S. or in a foreign country unless the proposed export is exempt under the provisions of this subchapter.,,SEC-125.3,PART-125,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.3(d),SEC-125.3,(d),d,1,All communications relating to a patent application covered by an invention secrecy order are to be addressed to the U.S. Patent and Trademark Office (see 37 CFR 5.11).,,SEC-125.3,PART-125,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.4(a),SEC-125.4,(a),a,1,"The following exemptions apply to exports of technical data for which approval is not needed from the Directorate of Defense Trade Controls. The exemptions, except for paragraph (b)(13) of this section, do not apply to exports to proscribed destinations under §126.1 of this subchapter or for persons considered generally ineligible under § 120.16 of this subchapter. The exemptions are also not applicable for purposes of establishing offshore procurement arrangements or producing defense articles offshore (see § 124.13), except as authorized under",,SEC-125.4,PART-125,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.4(b),SEC-125.4,(b),b,1,The following exports are exempt from the licensing requirements of this subchapter.,,SEC-125.4,PART-125,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.4(b)(1),SEC-125.4,(b)(1),1,2,"Technical data, including classified information, to be disclosed pursuant to an official written request or directive from the U.S. Department of Defense;",,SEC-125.4(b),PART-125,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.4(b)(2),SEC-125.4,(b)(2),2,2,"Technical data, including classified information, in furtherance of a manufacturing license or technical assistance agreement approved by the Department of State under part 124 of this subchapter and which meet the requirements of § 124.3 of this subchapter;",,SEC-125.4(b),PART-125,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.4(b)(3),SEC-125.4,(b)(3),3,2,"Technical data, including classified information, in furtherance of a contract between the exporter and an agency of the U.S. Government, if the contract provides for the export of the data and such data does not disclose the details of design, development, production, or manufacture of any defense article;",,SEC-125.4(b),PART-125,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.4(b)(4),SEC-125.4,(b)(4),4,2,"Copies of technical data, including classified information, previously authorized for export to the same recipient. Revised copies of such technical data are also exempt if they pertain to the identical defense articles, and if the revisions are solely editorial and do not add to the content of technology previously exported or authorized for export to the same recipient;",,SEC-125.4(b),PART-125,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.4(b)(5),SEC-125.4,(b)(5),5,2,"Technical data, including classified information, in the form of basic operations, maintenance, and training information relating to a defense article lawfully exported or authorized for export to the same recipient. Intermediate or depot-level repair and maintenance information may be exported only under a license or agreement approved specifically for that purpose;",,SEC-125.4(b),PART-125,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.4(b)(6),SEC-125.4,(b)(6),6,2,"Technical data, including classified information, related to firearms not in excess of caliber .50 and ammunition for such weapons, except detailed design, development, production or manufacturing information;",,SEC-125.4(b),PART-125,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.4(b)(7),SEC-125.4,(b)(7),7,2,"Technical data, including classified information, being returned to the original source of import;",,SEC-125.4(b),PART-125,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.4(b)(8),SEC-125.4,(b)(8),8,2,"Technical data directly related to classified information which has been previously exported or authorized for export in accordance with this part to the same recipient, and which does not disclose the details of the design, development, production, or manufacture of any defense article;",,SEC-125.4(b),PART-125,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.4(b)(9),SEC-125.4,(b)(9),9,2,"Technical data, including classified information, regardless of media or format, exported, reexported, or retransferred by or to a U.S. person, or a foreign person employee of a U.S. person travelling or on temporary assignment abroad, subject to the following restrictions:",,SEC-125.4(b),PART-125,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.4(b)(9)(i),SEC-125.4,(b)(9)(i),i,3,"Foreign persons may only export, reexport, retransfer, or receive such technical data as they are authorized to receive through a separate license or other approval.",,SEC-125.4(b)(9),PART-125,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.4(b)(9)(ii),SEC-125.4,(b)(9)(ii),ii,3,"The technical data exported, reexported, or retransferred under this authorization may only be possessed or used by a U.S. person or authorized foreign person. Sufficient security precautions must be taken to prevent the unauthorized release of the technical data. Such security precautions may include encryption of the technical data; the use of secure network connections, such as virtual private networks; the use of passwords or other access restrictions on the electronic device or media on which the technical data is stored; and the use of firewalls and other network security measures to prevent unauthorized access.",,SEC-125.4(b)(9),PART-125,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.4(b)(9)(iii),SEC-125.4,(b)(9)(iii),iii,3,The individual is an employee of the U.S. government or is directly employed by a U.S. person and not by a foreign subsidiary.,,SEC-125.4(b)(9),PART-125,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.4(b)(9)(iv),SEC-125.4,(b)(9)(iv),iv,3,Technical data authorized under this exception may not be used for foreign production purposes or for defense services unless authorized through a license or other separate approval.,,SEC-125.4(b)(9),PART-125,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.4(b)(9)(v),SEC-125.4,(b)(9)(v),v,3,"Classified information is sent or taken outside the United States in accordance with the requirements of the Department of Defense National Industrial Security Program Operating Manual (unless such requirements are in direct conflict with guidance provided by the Directorate of Defense Trade Controls, in which case such guidance must be followed).",,SEC-125.4(b)(9),PART-125,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.4(b)(10),SEC-125.4,(b)(10),10,2,Disclosures of unclassified technical data in the U.S. by U.S. institutions of higher learning to foreign persons who are their bona fide and full time regular employees. This exemption is available only if:,,SEC-125.4(b),PART-125,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.4(b)(10)(i),SEC-125.4,(b)(10)(i),i,3,The employee's permanent abode throughout the period of employment is in the United States;,,SEC-125.4(b)(10),PART-125,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.4(b)(10)(ii),SEC-125.4,(b)(10)(ii),ii,3,The employee is not a national of a country to which exports are prohibited pursuant to § 126.1 of this subchapter; and,,SEC-125.4(b)(10),PART-125,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.4(b)(10)(iii),SEC-125.4,(b)(10)(iii),iii,3,The institution informs the individual in writing that the technical data may not be transferred to other foreign persons without the prior written approval of the Directorate of Defense Trade Controls;,,SEC-125.4(b)(10),PART-125,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.4(b)(11),SEC-125.4,(b)(11),11,2,"Technical data, including classified information, for which the exporter, pursuant to an arrangement with the Department of Defense, Department of Energy or NASA which requires such exports, has been granted an exemption in writing from the licensing provisions of this part by the Directorate of Defense Trade Controls. Such an exemption will normally be granted only if the arrangement directly implements an international agreement to which the United States is a party and if multiple exports are contemplated. The Directorate of Defense Trade Controls, in consultation with the relevant U.S. Government agencies, will determine whether the interests of the United States Government are best served by expediting exports under an arrangement through an exemption (see also paragraph (b)(3) of this section for a related exemption);",,SEC-125.4(b),PART-125,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.4(b)(12),SEC-125.4,(b)(12),12,2,Technical data which is specifically exempt under part 126 of this subchapter; or,,SEC-125.4(b),PART-125,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.4(b)(13),SEC-125.4,(b)(13),13,2,"Technical data approved for public release (i.e., unlimited distribution) by the cognizant U.S. Government department or agency or Office of Freedom of Information and Security Review. This exemption is applicable to information approved by the cognizant U.S. Government department or agency for public release in any form. It does not require that the information be published in order to qualify for the exemption.",,SEC-125.4(b),PART-125,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.4(c),SEC-125.4,(c),c,1,"Defense services and related unclassified technical data are exempt from the licensing requirements of this subchapter to nationals of NATO countries, Australia, Japan, and Sweden, for the purposes of responding to a written request from the Department of Defense for a quote or bid proposal. Such exports must be pursuant to an official written request or directive from an authorized official of the U.S. Department of Defense. The defense services and technical data are limited to paragraphs (f) (g), and (h) (build-to-print, build/design-to- specification, and basic research, respectively) of § 120.43 of this subchapter and must not include paragraph (c), (d), (e), or (i) (design methodology, engineering analysis, manufacturing know-how, and applied research, respectively) of § 120.43. [58 FR 39310, July 22, 1993, as amended at 65 FR 45284, July 21, 2000; 66 FR 35900, July 10, 2001; 67 FR 15101, Mar. 29, 2002; 71 FR 20545, Apr. 21, 2006; 75 FR 52624, 52626, Aug. 27, 2010; 79 FR 66609, Nov. 10, 2014; 81 FR 35617, June 3, 2016; 87 FR 16424, Mar. 23, 2022]",,SEC-125.4,PART-125,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.5(a),SEC-125.5,(a),a,1,"A license is not required for the oral and visual disclosure of unclassified technical data during the course of a classified plant visit by a foreign person, provided: The classified visit has itself been authorized pursuant to a license issued by the Directorate of Defense Trade Controls; or the classified visit was approved in connection with an actual or potential government-to-government program or project by a U.S. Government agency having classification jurisdiction over the classified defense article or classified technical data involved under Executive Order 12356 or other applicable Executive Order; and the unclassified information to be released is directly related to the classified defense article or technical data for which approval was obtained and does not disclose the details of the design, development, production or manufacture of any other defense articles. In the case of visits involving classified information, the requirements of the Department of Defense National Industrial Security Program Operating Manual must be met (unless such requirements are in direct conflict with guidance provided by the Directorate of Defense Trade Controls, in which case the latter guidance must be followed).",,SEC-125.5,PART-125,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.5(b),SEC-125.5,(b),b,1,"The approval of the Directorate of Defense Trade Controls is not required for the disclosure of oral and visual classified information to a foreign person during the course of a plant visit approved by the appropriate U.S. Government agency if: The requirements of the Department of Defense National Industrial Security Program Operating Manual have been met (unless such requirements are in direct conflict with guidance provided by the Directorate of Defense Trade Controls, in which case the latter guidance must be followed); the classified information is directly related to that which was approved by the U.S. Government agency; it does not exceed that for which approval was obtained; and it does not disclose the details of the design, development, production or manufacture of any defense articles.",,SEC-125.5,PART-125,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.5(c),SEC-125.5,(c),c,1,"A license is not required for the disclosure to a foreign person of unclassified technical data during the course of a plant visit (either classified or unclassified) approved by the Directorate of Defense Trade Controls or a cognizant U.S. Government agency provided the technical data does not contain information in excess of that approved for disclosure. This exemption does not apply to technical data which could be used for design, development, production, or manufacture of a defense article.",,SEC-125.5,PART-125,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-125.7(a),SEC-125.7,(a),a,1,All applications for the export or temporary import of classified technical data or other classified defense articles must be submitted to the Directorate of Defense Trade Controls on Form DSP-85.,,SEC-125.7,PART-125,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
