answeroption_id,question_id,ordinal,text,education,reference,next,source_document
sra_s4_q5_o4,sra_s4_q5,4,We do not have a process to authenticate users with unique IDs.,"If you do not have policies requiring use of a unique identifier for all users accessing ePHI, you might not be able to keep track of authorized users and the roles and responsibilities assigned to them. Assign a separate user account to each user in your organization. Train and regularly remind users that they must never share their passwords. Require each user to create an account password that is different from the ones used for personal internet or e-mail access (e.g., Gmail, Yahoo, Facebook).","HIPAA: §164.312(a)(2)(i) 
NIST CSF: PR.AA, PR.IR, DE.CM 
HPH CPG: 8, 9 
HICP: TV1 - Practice # 3",Q6,DTOP-OLD
sra_s4_q6_o1,sra_s4_q6,1,"Yes. We have written procedures to ensure workforce members' access privileges are the minimum necessary (i.e., ""need to know"") based on their roles. These access privileges are approved by the security officer.","This is the most effective option among those provided to protect the confidentiality, integrity, and availability of ePHI. As user accounts are established, the accounts must be granted access to the organization's computers and programs, as appropriate to each user. Consider following the ""minimum necessary"" principle associated with the HIPAA Privacy Rule. Allow each user access only to the computers and programs required to accomplish that user's job or role in the organization. This limits the organization's exposure to unauthorized access, loss, and theft of data if the user's identity or access is compromised.","HIPAA: §164.308(a)(3)(i) 
NIST CSF: PR.AT, PR.AA, PR.IR, PR.PS 
HPH CPG: 9 
HICP: TV1 - Practice # 3,4",Q7,DTOP-OLD
sra_s4_q6_o2,sra_s4_q6,2,Yes. We have written procedures to ensure workforce members' access privileges are the minimum necessary but these are not always based on their roles.,"You should implement and document procedures to ensure workforce members have access privileges based on their role and no higher than necessary to perform their duties. These procedures and access privileges should be appropriately approved and communicated. As user accounts are established, the accounts must be granted access to the organization's computers and programs, as appropriate to each user. Consider following the ""minimum necessary"" principle associated with the HIPAA Privacy Rule. Allow each user access only to the computers and programs required to accomplish that user's job or role in the organization. This limits the organization's exposure to unauthorized access, loss, and theft of data if the user's identity or access is compromised.","HIPAA: §164.308(a)(3)(i) 
NIST CSF: PR.AT, PR.AA, PR.IR, PR.PS 
HPH CPG: 9 
HICP: TV1 - Practice # 3,4",Q7,DTOP-OLD
sra_s4_q6_o3,sra_s4_q6,3,Yes. We verbally communicate access privileges to our workforce members but we do not have written procedures.,"You should implement and document procedures to ensure workforce members have access privileges based on their role and no higher than necessary to perform their duties. These procedures and access privileges should be appropriately approved and communicated. As user accounts are established, the accounts must be granted access to the organization's computers and programs, as appropriate to each user. Consider following the ""minimum necessary"" principle associated with the HIPAA Privacy Rule. Allow each user access only to the computers and programs required to accomplish that user's job or role in the organization. This limits the organization's exposure to unauthorized access, loss, and theft of data if the user's identity or access is compromised.","HIPAA: §164.308(a)(3)(i) 
NIST CSF: PR.AT, PR.AA, PR.IR, PR.PS 
HPH CPG: 9 
HICP: TV1 - Practice # 3,4",Q7,DTOP-OLD
sra_s4_q6_o4,sra_s4_q6,4,No. We do not have any procedures for ensuring appropriate workforce member access to ePHI.,"You should implement and document procedures to ensure workforce members have access privileges based on their role and no higher than necessary to perform their duties. These procedures and access privileges should be appropriately approved and communicated. As user accounts are established, the accounts must be granted access to the organization's computers and programs, as appropriate to each user. Consider following the ""minimum necessary"" principle associated with the HIPAA Privacy Rule. Allow each user access only to the computers and programs required to accomplish that user's job or role in the organization. This limits the organization's exposure to unauthorized access, loss, and theft of data if the user's identity or access is compromised.","HIPAA: §164.308(a)(3)(i) 
NIST CSF: PR.AT, PR.AA, PR.IR, PR.PS 
HPH CPG: 9 
HICP: TV1 - Practice # 3,4",Q8,DTOP-OLD
sra_s4_q7_o1,sra_s4_q7,1,Workforce members are granted access based on the minimum amount necessary for their role. This is consistently applied across the practice and any changes must be formally approved and documented.,"This is the most effective option among those provided to protect the confidentiality, integrity, and availability of ePHI. Tailor access for each user based on the user's specific workplace requirements. Most users require access to common systems, such as e-mail and file servers. Implementing tailored access is usually called provisioning.","HIPAA: §164.308(a)(3)(i) 
NIST CSF: PR.AT, PR.PS, DE.CM
HPH CPG: 3, 8, 9 
HICP: TV1 - Practice # 3,4",Q8,DTOP-OLD
sra_s4_q7_o2,sra_s4_q7,2,"Workforce members have a default level of access for their role, but exceptions are commonly granted.","Review role-based access to determine how specific you can designate access for users, based on their roles. Implement and document procedures to ensure minimum necessary access is in place across the board to the extent reasonable and appropriate. If access exceptions are commonly granted, they should be documented and policies should be in place outlining the procedure for access exceptions. Tailor access for each user based on the user's specific workplace requirements. Most users require access to common systems, such as e-mail and file servers. Implementing tailored access is usually called provisioning.","HIPAA: §164.308(a)(3)(i) 
NIST CSF: PR.AT, PR.PS, DE.CM
HPH CPG: 3, 8, 9 
HICP: TV1 - Practice # 3,4",Q8,DTOP-OLD
sra_s4_q7_o3,sra_s4_q7,3,"Our software vendor designates access to users, e.g. based on their role as indicated in the system.","Review role-based access to determine how specific you can designate access for users, based on their roles. Implement and document procedures to ensure minimum necessary access is in place across the board to the extent reasonable and appropriate. If access exceptions are commonly granted, they should be documented and policies should be in place outlining the procedure for access exceptions. Tailor access for each user based on the user's specific workplace requirements. Most users require access to common systems, such as e-mail and file servers. Implementing tailored access is usually called provisioning.","HIPAA: §164.308(a)(3)(i) 
NIST CSF: PR.AT, PR.PS, DE.CM
HPH CPG: 3, 8, 9 
HICP: TV1 - Practice # 3,4",Q8,DTOP-OLD
sra_s4_q7_o4,sra_s4_q7,4,We do not have a procedure for ensuring user access is appropriate for their role.,"Review role-based access to determine how specific you can designate access for users, based on their roles. Implement and document procedures to ensure minimum necessary access is in place across the board to the extent reasonable and appropriate. If access exceptions are commonly granted, they should be documented and policies should be in place outlining the procedure for access exceptions. Tailor access for each user based on the user's specific workplace requirements. Most users require access to common systems, such as e-mail and file servers. Implementing tailored access is usually called provisioning.","HIPAA: §164.308(a)(3)(i) 
NIST CSF: PR.AT, PR.PS, DE.CM
HPH CPG: 3, 8, 9 
HICP: TV1 - Practice # 3,4",Q8,DTOP-OLD
sra_s4_q8_o1,sra_s4_q8,1,Yes.,"This is the most effective option. Whenever reasonable and appropriate implement a mechanism to encrypt and decrypt ePHI. Install encryption software on every endpoint that connects to your EHR system, especially mobile devices such as laptops. Maintain audit trails of this encryption in case a device is ever lost or stolen. This simple and inexpensive precaution may prevent a complicated and expensive breach. If supported by the manufacturer, medical devices should have local encryption enabled (if reasonable and appropriate) in case the device is stolen. Implement an e-mail encryption module that enables users to securely send e-mails to external recipients or to protect information that should only be seen by authorized individuals.","HIPAA: §164.312(a)(2)(iv) 
NIST CSF: PR.DS, PR.MA 
HPH CPG: 5 
HICP: TV1 - Practice # 1, 4",Q9,DTOP-OLD
sra_s4_q8_o2,sra_s4_q8,2,No.,"You might not be able to ensure access to ePHI is denied to unauthorized users if you do not use encryption/decryption methods to control access to ePHI and other health information. Whenever reasonable and appropriate implement a mechanism to encrypt and decrypt ePHI. Install encryption software on every endpoint that connects to your EHR system, especially mobile devices such as laptops. Maintain audit trails of this encryption in case a device is ever lost or stolen. This simple and inexpensive precaution may prevent a complicated and expensive breach. If supported by the manufacturer, medical devices should have local encryption enabled (if reasonable and appropriate) in case the device is stolen. Implement an e-mail encryption module that enables users to securely send e-mails to external recipients or to protect information that should only be seen by authorized individuals.","HIPAA: §164.312(a)(2)(iv) 
NIST CSF: PR.DS, PR.MA 
HPH CPG: 5 
HICP: TV1 - Practice # 1, 4",Q10,DTOP-OLD
