clause_id,section_id,clause_label,clause_type,parent_clause_id,text,source_document
s44_10,s44,(10),item,s44_p1,To follow-up on and evaluate compliance with this Act; and,KB 2/Thailand/Personal Data Protection Act.pdf
s44_11,s44,(11),item,s44_p1,"To carry out other duties as assigned by the Committee, the commission supervising the Office of Personal Data Protection Committee, the expert committee, or the sub-committee, or as specified by law.",KB 2/Thailand/Personal Data Protection Act.pdf
s45_p1,s45,paragraph one,paragraph,,"In carrying out the Office’s operation, apart from those stipulated under Section 44, the Office shall also have the power and duties to carry out the following:",KB 2/Thailand/Personal Data Protection Act.pdf
s45_1,s45,(1),item,s45_p1,"To hold the title to, be in the possession of, and hold the property right to properties;",KB 2/Thailand/Personal Data Protection Act.pdf
s45_2,s45,(2),item,s45_p1,"To create rights or carry out all kinds of juristic acts to bind upon properties, as well as to carry out any other juristic acts for the purpose of carrying out the Office’s operation;",KB 2/Thailand/Personal Data Protection Act.pdf
s45_3,s45,(3),item,s45_p1,To provide and to give funding to support the Office’s operations;,KB 2/Thailand/Personal Data Protection Act.pdf
s45_4,s45,(4),item,s45_p1,"To impose fees, maintenance fees, compensation, or service fees for the Office’s operations according to the Office’s objectives, in accordance with the criteria and at the rate specified by the Office, with the approval of the commission supervising the Office of Personal Data Protection Committee; and",KB 2/Thailand/Personal Data Protection Act.pdf
s45_5,s45,(5),item,s45_p1,"To carry out any other acts that the law specifies to be the duties and powers of the Office, or as assigned by the Committee, the commission supervising the Office of Personal Data Protection Committee, the expert committee, or the sub-committee.",KB 2/Thailand/Personal Data Protection Act.pdf
s46_p1,s46,paragraph one,paragraph,,The fund and properties used in the Office’s business operations shall consist of the following:,KB 2/Thailand/Personal Data Protection Act.pdf
s46_1,s46,(1),item,s46_p1,Initial budget provided by the government under Section 94 paragraph one;,KB 2/Thailand/Personal Data Protection Act.pdf
s46_2,s46,(2),item,s46_p1,General grants as reasonably provided by the government on a yearly basis;,KB 2/Thailand/Personal Data Protection Act.pdf
s46_3,s46,(3),item,s46_p1,"Subsidy from domestic or international government agencies, or international governmental organizations;",KB 2/Thailand/Personal Data Protection Act.pdf
s46_4,s46,(4),item,s46_p1,"Fees, maintenance fees, compensation, service fees, or incomes incurred from the Office’s operations carried out under the Office’s duties and power;",KB 2/Thailand/Personal Data Protection Act.pdf
s46_5,s46,(5),item,s46_p1,Interests of funds or any other incomes obtained from properties of the Office.,KB 2/Thailand/Personal Data Protection Act.pdf
s46_p2,s46,paragraph two,paragraph,,The funds and properties of the Office under paragraph one are required to be submitted to the Ministry of Finance as public revenue.,KB 2/Thailand/Personal Data Protection Act.pdf
s47_p1,s47,paragraph one,paragraph,,The immovable properties that the Office acquires by the purchase or exchange using the Office’s revenue in Section 46(4) or (5) shall be under the Office’s ownership.,KB 2/Thailand/Personal Data Protection Act.pdf
s48_p1,s48,paragraph one,paragraph,,"There shall be a commission supervising the Office of Personal Data Protection Committee consisting of a Chairperson, who is selected and appointed from a person having distinguished knowledge, skills and experience in Personal Data protection, the Permanent Secretary of the Ministry of Digital Economy and Society, and the Secretary-General of Office of the National Digital Economy and Society Commission as directors, and six honorary directors which, at least three persons, are selected and appointed from persons having distinguished knowledge, skills and experience in Personal Data protection; and other related areas which will be useful for the operation of the Office.",KB 2/Thailand/Personal Data Protection Act.pdf
s48_p2,s48,paragraph two,paragraph,,"The Secretary-General shall be a director and secretary, and shall appoint assistant secretaries from the officials of the Office not exceeding two persons.",KB 2/Thailand/Personal Data Protection Act.pdf
s48_p3,s48,paragraph three,paragraph,,The substances of Section 11 and Section 13 shall apply to the Chairperson and the honorary director of the Commission mutatis mutandis.,KB 2/Thailand/Personal Data Protection Act.pdf
s49_p1,s49,paragraph one,paragraph,,"There shall be a selection committee of eight members, consisting of the persons appointed by the Committee, having the duty to select the appropriate persons who should be appointed as the Chairperson and the honorary director in Section 48.",KB 2/Thailand/Personal Data Protection Act.pdf
s49_p2,s49,paragraph two,paragraph,,The selection committee shall select one member to act as the Chairperson of the selection committee and another one member to act as the Secretary of the selection committee and the Office shall perform the duty as the administrative unit of the selection committee.,KB 2/Thailand/Personal Data Protection Act.pdf
s49_p3,s49,paragraph three,paragraph,,"In the event that any member of the selection committee is vacant, a new member must be selected to replace such vacancy without delay. During the time that no new member has been selected, the selection committee shall consist of the existing members.",KB 2/Thailand/Personal Data Protection Act.pdf
s49_p4,s49,paragraph four,paragraph,,No member of the Section Committee shall be entitled to be nominated as the Chairperson and the honorary director in Section 48.,KB 2/Thailand/Personal Data Protection Act.pdf
s49_p5,s49,paragraph five,paragraph,,The rules and procedures of selection shall be as prescribed by the Committee by taking into account the transparency and fairness in the selection.,KB 2/Thailand/Personal Data Protection Act.pdf
s50_p1,s50,paragraph one,paragraph,,"In selecting the Chairperson and the honorary director in Section 48, the selection committee shall select the persons who have qualifications in Section 48 paragraph one, including having the qualifications and no prohibited characteristics under Section 48 paragraph three and agree to be nominated for the selection in the same number as the number of Chairperson and the honorary director to be appointed in Section 48.",KB 2/Thailand/Personal Data Protection Act.pdf
s50_p2,s50,paragraph two,paragraph,,"After the total number of Chairperson and the honorary director in Section 48 have been selected, the selection committee shall submit the name of Chairperson and the honorary director in Section 48 together with the evidence of qualifications and no prohibited characteristics as well as the consent of such persons to the Committee for the appointment as the Chairperson and the honorary director according to Section 48.",KB 2/Thailand/Personal Data Protection Act.pdf
s50_p3,s50,paragraph three,paragraph,,The Committee shall publish names of the appointed Chairperson and the honorary directors in Section 48 in the Government Gazette.,KB 2/Thailand/Personal Data Protection Act.pdf
s51_p1,s51,paragraph one,paragraph,,The Chairperson and the honorary director in Section 48 shall hold office for a term of 4 years.,KB 2/Thailand/Personal Data Protection Act.pdf
s51_p2,s51,paragraph two,paragraph,,"Upon the expiration of the term of office in paragraph one, the appointment of the new Chairperson and the new honorary director must be done within 60 days. If the new Chairperson or the new honorary director has not yet been appointed, the Chairperson or the honorary director whose term of office has expired, shall be in office to continue to perform his or her duties until the new appointed Chairperson or the honorary director assumes his or her duties.",KB 2/Thailand/Personal Data Protection Act.pdf
s51_p3,s51,paragraph three,paragraph,,"The Chairperson, or the honorary director, who vacates office upon the expiration of the term, may be reappointed, but shall not seat in his or her office for more than 2 terms.",KB 2/Thailand/Personal Data Protection Act.pdf
s52_p1,s52,paragraph one,paragraph,,"In the case where the Chairperson or the honorary director in Section 48 vacates office before the expiration of the term, the commission supervising the Office of Personal Data Protection Committee shall consist of all the existing members until the new Chairperson or the new honorary director is appointed. In the case where the Chairperson vacates office before the expiration of the term, the Permanent Secretary of the Ministry of Digital Economy and Society shall temporarily perform the duties of the Chairperson.",KB 2/Thailand/Personal Data Protection Act.pdf
s52_p2,s52,paragraph two,paragraph,,"The new Chairperson and honorary director shall be appointed to replace the vacant office within 60 days from the date of the vacant office and shall be in office for the remaining office term of the replaced person. If the remaining office term of the Chairperson and the honorary director is less than ninety days, the appointment of the new Chairperson or the new honorary director may not have to be made.",KB 2/Thailand/Personal Data Protection Act.pdf
s53_p1,s53,paragraph one,paragraph,,"At a meeting of the commission supervising the Office of Personal Data Protection Committee, the presence of not less than one-half of all the members is required to constitute a quorum.",KB 2/Thailand/Personal Data Protection Act.pdf
s53_p2,s53,paragraph two,paragraph,,"The Chairperson shall preside over the meeting. If the Chairperson does not attend the meeting, or is unable to perform the duties, the attending members shall elect one member among themselves to be the chairperson of the meeting.",KB 2/Thailand/Personal Data Protection Act.pdf
s53_p3,s53,paragraph three,paragraph,,"A decision of the meeting shall be made by a majority of votes. Each member shall have one vote. In case of equal votes, the chairperson of the meeting shall have an additional vote as the decisive vote.",KB 2/Thailand/Personal Data Protection Act.pdf
s53_p4,s53,paragraph four,paragraph,,Any member having an interest in the matter to be considered in the meeting shall be prohibited from attending such meeting.,KB 2/Thailand/Personal Data Protection Act.pdf
s53_p5,s53,paragraph five,paragraph,,"The meeting of the commission supervising the Office of Personal Data Protection Committee may be undertaken by electronic means, as prescribed by the Committee.",KB 2/Thailand/Personal Data Protection Act.pdf
s54_p1,s54,paragraph one,paragraph,,The Commission Supervising the Office of Personal Data Protection Committee shall have the following powers and duties.,KB 2/Thailand/Personal Data Protection Act.pdf
s54_1,s54,(1),item,s54_p1,To prescribe administration policy and give approval to the Office’s operation plan;,KB 2/Thailand/Personal Data Protection Act.pdf
s54_2,s54,(2),item,s54_p1,"To issue rules governing the organization, financial matters, human resources administration, general administrative works, internal audit, including welfares and support services of the Office;",KB 2/Thailand/Personal Data Protection Act.pdf
s54_3,s54,(3),item,s54_p1,"To approve the annual operation plan, annual spending plan and annual budget of the Office;",KB 2/Thailand/Personal Data Protection Act.pdf
s54_4,s54,(4),item,s54_p1,To control the administration and operation of the Office and the Secretary-General to be in accordance with this Act and other related laws;,KB 2/Thailand/Personal Data Protection Act.pdf
s54_5,s54,(5),item,s54_p1,To appoint a selection committee for the selection of the Secretary-General;,KB 2/Thailand/Personal Data Protection Act.pdf
s54_6,s54,(6),item,s54_p1,To determine any appeals against the administrative orders of the Secretary-General in the part of the Office’s administration;,KB 2/Thailand/Personal Data Protection Act.pdf
s54_7,s54,(7),item,s54_p1,To evaluate the result of the Office’s operation and the Secretary-General’s work performance; and,KB 2/Thailand/Personal Data Protection Act.pdf
s54_8,s54,(8),item,s54_p1,To perform any other duties prescribed by this Act or other related laws as the duties and power of the Commission Supervising the Office of Personal Data Protection Committee or as assigned by the Committee or the Cabinet.,KB 2/Thailand/Personal Data Protection Act.pdf
s54_p2,s54,paragraph two,paragraph,,"For the rules in (2), if there is a restriction of the power of the Secretary-General in entering into a juristic act with a third party, it must be published in the Government Gazette.",KB 2/Thailand/Personal Data Protection Act.pdf
s55_p1,s55,paragraph one,paragraph,,The commission supervising the Office of Personal Data Protection Committee shall have the power to appoint a sub-committee to perform any duties or act as assigned by the commission supervising the Office of Personal Data Protection Committee.,KB 2/Thailand/Personal Data Protection Act.pdf
s55_p2,s55,paragraph two,paragraph,,The commission supervising the Office of Personal Data Protection Committee may appoint persons having skills or experience that will be useful for the duties performed by the commission supervising the Office of Personal Data Protection Committee as its advisers.,KB 2/Thailand/Personal Data Protection Act.pdf
s55_p3,s55,paragraph three,paragraph,,The performance of duties and numbers of the sub-committee in paragraph one or persons in paragraph two shall be in accordance with those prescribed by the commission supervising the Office of Personal Data Protection Committee.,KB 2/Thailand/Personal Data Protection Act.pdf
s55_p4,s55,paragraph four,paragraph,,"For a meeting of the sub-committee, the substances of Section 53 shall apply mutatis mutandis.",KB 2/Thailand/Personal Data Protection Act.pdf
s56_p1,s56,paragraph one,paragraph,,"The Chairperson and members of the commission supervising the Office of Personal Data Protection Committee, advisers of the commission supervising the Office of Personal Data Protection Committee, Chairperson and members of the sub-committee appointed by the commission supervising the Office of Personal Data Protection Committee shall receive a meeting allowance or other benefits according to the rules prescribed by the Committee with the approval of the Ministry of Finance.",KB 2/Thailand/Personal Data Protection Act.pdf
s57_p1,s57,paragraph one,paragraph,,There shall be a Secretary-General who is appointed by the commission supervising the Office of Personal Data Protection Committee and the Secretary-General has the duty to administer the affairs of the Office.,KB 2/Thailand/Personal Data Protection Act.pdf
s57_p2,s57,paragraph two,paragraph,,"The appointment of the Secretary-General in paragraph one shall be made in accordance with the rules and methods of recruitment, as prescribed by the commission supervising the Office of Personal Data Protection Committee.",KB 2/Thailand/Personal Data Protection Act.pdf
s58_p1,s58,paragraph one,paragraph,,A person to be appointed Secretary-General must have the qualifications as follows.,KB 2/Thailand/Personal Data Protection Act.pdf
s58_1,s58,(1),item,s58_p1,being of Thai nationality;,KB 2/Thailand/Personal Data Protection Act.pdf
s58_2,s58,(2),item,s58_p1,being not lower than thirty-five years old but not over sixty years old;,KB 2/Thailand/Personal Data Protection Act.pdf
s58_3,s58,(3),item,s58_p1,"having knowledge, skills and experience in the areas related to the mission of the Office and administration;",KB 2/Thailand/Personal Data Protection Act.pdf
s59_p1,s59,paragraph one,paragraph,,Any person holding any of the following prohibiting characteristics shall not be Secretary-General:,KB 2/Thailand/Personal Data Protection Act.pdf
s59_1,s59,(1),item,s59_p1,being bankrupt or having been dishonestly bankrupt;,KB 2/Thailand/Personal Data Protection Act.pdf
s59_2,s59,(2),item,s59_p1,being an incompetent or quasi-incompetent person;,KB 2/Thailand/Personal Data Protection Act.pdf
s59_3,s59,(3),item,s59_p1,"having been subject to a final judgement to imprisonment, regardless of whether he or she has actually been imprisoned or not, except for an offence committed by negligence or a misdemeanor;",KB 2/Thailand/Personal Data Protection Act.pdf
s59_4,s59,(4),item,s59_p1,"being a civil official, staff, or employee of government agency, or state enterprise, or other governmental organization, or local official agency;",KB 2/Thailand/Personal Data Protection Act.pdf
s59_5,s59,(5),item,s59_p1,"being or having been an official politician, a person holding political position, a member of the local assembly, or in a management position of local administration, unless having been discharged from his or her office of not less than one year;",KB 2/Thailand/Personal Data Protection Act.pdf
s59_6,s59,(6),item,s59_p1,"being or having been a director, or other political position in a political party, or an officer of the political party, unless having been discharged from his or her office of not less than one year;",KB 2/Thailand/Personal Data Protection Act.pdf
s59_7,s59,(7),item,s59_p1,"having been fired, dismissed, or discharged from an official service on grounds of dishonest performance of duties or having committed severe wrongful acts, or removed from his or her office;",KB 2/Thailand/Personal Data Protection Act.pdf
s59_8,s59,(8),item,s59_p1,having been discharged on grounds of not passing the performance evaluation in accordance with Section 62(4); and,KB 2/Thailand/Personal Data Protection Act.pdf
s59_9,s59,(9),item,s59_p1,being a direct or indirect stake person in the Office's related business.,KB 2/Thailand/Personal Data Protection Act.pdf
s60_p1,s60,paragraph one,paragraph,,"The Secretary-General shall hold office for each term of four years and may be reappointed. However, the Secretary-General shall not hold office more than two terms.",KB 2/Thailand/Personal Data Protection Act.pdf
s60_p2,s60,paragraph two,paragraph,,"Not less than thirty days but not over sixty days before the end of the office term of the Secretary-General or within sixty days from the date that the Secretary-General vacates office before the end of the office term, the commission supervising the Office of Personal Data Protection Committee shall appoint a selection committee to select a new Secretary-General. The selection committee shall nominate not more than three appropriate persons to the commission supervising the Office of Personal Data Protection Committee.",KB 2/Thailand/Personal Data Protection Act.pdf
s61_p1,s61,paragraph one,paragraph,,"In each year, the performance of the Secretary-General shall be evaluated in accordance with the period and method prescribed by the commission supervising the Office of Personal Data Protection Committee.",KB 2/Thailand/Personal Data Protection Act.pdf
s62_p1,s62,paragraph one,paragraph,,"In addition to vacating office upon the expiration of the term in Section 60, the Secretary-General shall vacate office upon:",KB 2/Thailand/Personal Data Protection Act.pdf
s62_1,s62,(1),item,s62_p1,death;,KB 2/Thailand/Personal Data Protection Act.pdf
s62_2,s62,(2),item,s62_p1,resignation;,KB 2/Thailand/Personal Data Protection Act.pdf
s62_3,s62,(3),item,s62_p1,"being disqualified under Section 58, or under any of the prohibited characteristics under Section 59; or",KB 2/Thailand/Personal Data Protection Act.pdf
s62_4,s62,(4),item,s62_p1,"being dismissed by the commission supervising the Office of Personal Data Protection Committee due to failure to pass the performance evaluation, disgraceful behavior, negligence or dishonesty in the performance of duties, or incapability.",KB 2/Thailand/Personal Data Protection Act.pdf
s63_p1,s63,paragraph one,paragraph,,The Secretary-General shall have the following duties and power.,KB 2/Thailand/Personal Data Protection Act.pdf
s63_1,s63,(1),item,s63_p1,"To manage the works of the Office for the achievements according to the Office’s missions and in accordance with the national policies and plans, strategic plans, policy of the Cabinet, of the Committee and of the commission supervising the Office of Personal Data Protection Committee and according to the rules, regulations or resolutions of the commission supervising the Office of Personal Data Protection Committee;",KB 2/Thailand/Personal Data Protection Act.pdf
s63_2,s63,(2),item,s63_p1,"To establish regulations with respect to the operations of the Office which are not contrary to or against the laws, the Cabinet resolutions and the regulations, rules, requirements, policies, resolutions or notifications prescribed by the commission supervising the Office of Personal Data Protection Committee;",KB 2/Thailand/Personal Data Protection Act.pdf
s63_3,s63,(3),item,s63_p1,To act as the supervisor of the staffs and employees of the Office and to evaluate the performance of the staffs and employees of the Office according to the Office’s rules or regulations.,KB 2/Thailand/Personal Data Protection Act.pdf
s63_4,s63,(4),item,s63_p1,To appoint the Deputy Secretary-General and the Assistant Secretary-General by the approval of the commission supervising the Office of Personal Data Protection Committee in order to act as the Secretary-General’s assistant as assigned by the Secretary-General;,KB 2/Thailand/Personal Data Protection Act.pdf
s63_5,s63,(5),item,s63_p1,"To recruit, appoint, promote, decrease or deduct the salary of, and to take disciplinary action against the staffs and employees of the Office, as well as to dismiss the staffs and employees of the Office according to the rules or regulations of the commission supervising the Office of Personal Data Protection Committee;",KB 2/Thailand/Personal Data Protection Act.pdf
s63_6,s63,(6),item,s63_p1,"To perform any act according to the regulations, rules, requirements, policies, resolutions or notifications prescribed by the Commission Supervising the Office of Personal Data Protection Committee.",KB 2/Thailand/Personal Data Protection Act.pdf
s63_p2,s63,paragraph two,paragraph,,The Secretary-General shall be responsible for the administration of the Office and shall directly report to the commission supervising the Office of Personal Data Protection Committee.,KB 2/Thailand/Personal Data Protection Act.pdf
s64_p1,s64,paragraph one,paragraph,,"In the Office’s affairs related to the third party, the Secretary-General shall act as the Office’s representative. In this connection, the Secretary-General may grant the power to any person to perform any specific work on his or her behalf according to the rules prescribed by the commission supervising the Office of Personal Data Protection Committee.",KB 2/Thailand/Personal Data Protection Act.pdf
s65_p1,s65,paragraph one,paragraph,,The commission supervising the Office of Personal Data Protection Committee shall be responsible for determining salary rate and other benefits of the Secretary-General according to the rules prescribed by the Cabinet.,KB 2/Thailand/Personal Data Protection Act.pdf
s66_p1,s66,paragraph one,paragraph,,"In the interests of administration of the Office, the Secretary-General may request a civil official, staff, officer, or employee of a public sector, government agency, state enterprise, civil local administration, public organization or other government agencies to work as its temporary staff or employee, provided that the approval is obtained from his or her supervisor or employer with an agreement made at the time of such approval. In the event that a government official is approved to work as a temporary staff or employee, it shall be deemed that such person is permitted to leave the original official service or employment to perform any work.",KB 2/Thailand/Personal Data Protection Act.pdf
s66_p2,s66,paragraph two,paragraph,,"Upon the end of the term approved to work for the Office, the government official in paragraph one shall be entitled to return and be appointed to be in office and to receive the salary in the original official service or work unit not lower than the original level of position and salary according to the agreement made at the time of the approval.",KB 2/Thailand/Personal Data Protection Act.pdf
s66_p3,s66,paragraph three,paragraph,,"In the event that such government official has returned and been appointed to work in the original official service or work unit in paragraph two, the period that such government official worked for the Office shall be counted as full time working in such original official service or work unit, as the case may be, for the purpose of calculating pension or other benefits of the same nature.",KB 2/Thailand/Personal Data Protection Act.pdf
s67_p1,s67,paragraph one,paragraph,,"For the civil official or government official who is working in compensation for the scholarship granted to him or her by a public sector, or government agency and is transferred to work at the Office by the approval of his or her supervisor of the original public sector or government agency, it shall be deemed that working in the Office has reimbursed the compensation under the scholarship contract and the work period with the Office shall be counted as a time period of compensation for the scholarship.",KB 2/Thailand/Personal Data Protection Act.pdf
s67_p2,s67,paragraph two,paragraph,,"In the event that any government agency makes a request that the Office’s officer who is working in compensation for the scholarship granted to him or her by the Office to be a civil official or government official in such government agency, such request must be approved by the Secretary-General first and it shall be deemed that working in such government agency has reimbursed the compensation under the scholarship contract and the work period with such government agency shall be counted as the time period of compensation for the scholarship.",KB 2/Thailand/Personal Data Protection Act.pdf
s68_p1,s68,paragraph one,paragraph,,Accounting of the Office shall be made in accordance with international standards according to the forms and rules prescribed by the commission supervising the Office of Personal Data Protection Committee.,KB 2/Thailand/Personal Data Protection Act.pdf
s69_p1,s69,paragraph one,paragraph,,The Office shall prepare financial statements and accounting statements and send them to the auditor within one hundred and twenty days from the date of the fiscal year-end.,KB 2/Thailand/Personal Data Protection Act.pdf
s69_p2,s69,paragraph two,paragraph,,The Government Audit Office or a certified public accountant approved by the Government Audit Office shall be the Office’s auditor and shall evaluate the Office’s expenditures and property on an annual basis and report the auditing results to the commission supervising the Office of Personal Data Protection Committee for certification.,KB 2/Thailand/Personal Data Protection Act.pdf
s70_p1,s70,paragraph one,paragraph,,The Office shall prepare an annual operation report and submit to the commission supervising the Office of Personal Data Protection Committee and the Minister within one hundred and eighty days from the date of the fiscal year-end and shall disseminate this report to the public.,KB 2/Thailand/Personal Data Protection Act.pdf
s70_p2,s70,paragraph two,paragraph,,"The annual operation report in paragraph one must display the details of the balance sheet which has been given an opinion by the auditor, as well as the Office’s achievement and evaluation report of the Office’s performance in the preceding year.",KB 2/Thailand/Personal Data Protection Act.pdf
s70_p3,s70,paragraph three,paragraph,,The evaluation of the Office’s performance under paragraph two must be undertaken by a third party approved by the commission supervising the Office of Personal Data Protection Committee.,KB 2/Thailand/Personal Data Protection Act.pdf
s71_p1,s71,paragraph one,paragraph,,"The Committee shall appoint one or more expert committees based upon their field of expertise, or as the Committee deems fit.",KB 2/Thailand/Personal Data Protection Act.pdf
s71_p2,s71,paragraph two,paragraph,,"The qualifications and prohibitions, term of office, vacation from office, and other operations of the expert committee shall be in accordance with the Committee’s notification.",KB 2/Thailand/Personal Data Protection Act.pdf
s72_p1,s72,paragraph one,paragraph,,The expert committee shall have the following duties and power:,KB 2/Thailand/Personal Data Protection Act.pdf
s72_1,s72,(1),item,s72_p1,Consider complaints under this Act;,KB 2/Thailand/Personal Data Protection Act.pdf
s72_2,s72,(2),item,s72_p1,"Investigate any act of the Data Controller or the Data Processor, including the employees or the contractors of the Data Controller or the Data Processor in connection with the Personal Data that causes damage to the Data subject;",KB 2/Thailand/Personal Data Protection Act.pdf
s72_3,s72,(3),item,s72_p1,Settle disputes in connection with Personal Data; and,KB 2/Thailand/Personal Data Protection Act.pdf
s72_4,s72,(4),item,s72_p1,Carry out any other acts which are stipulated as the expert committee’s duty and power under this Act or as assigned by the Committee.,KB 2/Thailand/Personal Data Protection Act.pdf
s73_p1,s73,paragraph one,paragraph,,"The Data subject has the right to file a complaint in the event that the Data Controller or the Data Processor, including the employees or the service providers of the Data Controller or the Data Processor violates or does not comply with this Act, or notifications issued in accordance with this Act.",KB 2/Thailand/Personal Data Protection Act.pdf
s73_p2,s73,paragraph two,paragraph,,"The filing, refusal of acceptance, dismissal, consideration and timeframe for the consideration of the complaints shall be in accordance with the Committee’s rule by taking into account the refusal of acceptance of the complaints or dismissal of the matter in the event that there has been the authority to consider such matter under other laws.",KB 2/Thailand/Personal Data Protection Act.pdf
s74_p1,s74,paragraph one,paragraph,,"In the event that a complainant does not comply with the rules provided in Section 73 paragraph two, or the complaint filed is prohibited from being accepted for consideration under such rules, the expert committee shall not accept such complaint for consideration.",KB 2/Thailand/Personal Data Protection Act.pdf
s74_p2,s74,paragraph two,paragraph,,"If, after the expert committee’s consideration of the complaint pursuant to Section 72 (1), or the investigation of any act pursuant to Section 72 (2), it is found that such complaint or act has no ground, the expert committee shall issue an order to dismiss such complaint or investigation.",KB 2/Thailand/Personal Data Protection Act.pdf
s74_p3,s74,paragraph three,paragraph,,"If, after the expert committee’s consideration or investigation under paragraph two, it is found that such complaint or act can be settled, and the concerned parties are willing to settle the dispute, the expert committee shall proceed with the dispute settlement. However, if such complaint or act cannot be settled, or the dispute settlement fails, the expert committee shall have the power to issue the following orders:",KB 2/Thailand/Personal Data Protection Act.pdf
s74_p3_1,s74,paragraph three (1),item,s74_p3,"for the Data Controller or the Data Processor to perform, or rectify their act within the specified period of time; or",KB 2/Thailand/Personal Data Protection Act.pdf
s74_p3_2,s74,paragraph three (2),item,s74_p3,"to prohibit the Data Controller or the Data Processor from carrying out an act which causes damage to the Data subject, or for the Data Controller to carry out any act to cease the damage within the specified period of time;",KB 2/Thailand/Personal Data Protection Act.pdf
s74_p4,s74,paragraph four,paragraph,,"In the event that the Data Controller or the Data Processor does not comply with the orders provided under paragraph three (1) or (2), the provisions in connection with administrative enforcement under the law on administrative procedure shall be applied mutatis mutandis. In the event that the properties of the Data Controller or the Data Processor are to be seized, attached, or sold by auction, as required by the law on administrative procedure, the expert committee shall have the power to order such seizure, attachment, and sale by auction for such purpose.",KB 2/Thailand/Personal Data Protection Act.pdf
s74_p5,s74,paragraph five,paragraph,,"The issuance of the order under paragraph one, two, or three (1) or (2) shall be in accordance with the criteria and methods under the Committee’s notification.",KB 2/Thailand/Personal Data Protection Act.pdf
s74_p6,s74,paragraph six,paragraph,,The orders of the expert committee shall be signed by the Chairperson of the expert committee.,KB 2/Thailand/Personal Data Protection Act.pdf
s74_p7,s74,paragraph seven,paragraph,,The order of the expert committee in this Section shall be final.,KB 2/Thailand/Personal Data Protection Act.pdf
s74_p8,s74,paragraph eight,paragraph,,"In order to proceed in accordance with this Section, when the consideration result is issued, the expert committee shall inform the complainant of such result together with the reasons. In case that the complaint is not accepted for consideration or dismissed as such complaint has already been under consideration of an official authority under other laws, the expert committee shall inform the complainant of the same. If the complainant wishes to propose such matter to the official authority under other laws, the expert committee shall proceed to do so and shall be deemed that such official authority has received such complaint from the date when the expert committee has received such complaint.",KB 2/Thailand/Personal Data Protection Act.pdf
s75_p1,s75,paragraph one,paragraph,,"The expert committee shall have the power to order any person to submit documents or information in connection with the subject matter of a complaint, or any other matter related to the protection of the Personal Data under this Act. The expert committee shall also have the power to request any person to make a statement of facts.",KB 2/Thailand/Personal Data Protection Act.pdf
s76_p1,s76,paragraph one,paragraph,,"In order to act in accordance with this Act, the Competent Officer shall have the following duties and power:",KB 2/Thailand/Personal Data Protection Act.pdf
s76_1,s76,(1),item,s76_p1,"Request the Data Controller, the Data Processor, or any person in writing, to provide information or submit any documents or evidence in connection with the actions or offenses under this Act;",KB 2/Thailand/Personal Data Protection Act.pdf
s76_2,s76,(2),item,s76_p1,"Investigate and collect facts, and report to the expert committee in the event that the Data Controller, the Data Processor, or any person, has committed an offense or caused damage due to their violation of or non-compliance with this Act or notifications issued in accordance with this Act.",KB 2/Thailand/Personal Data Protection Act.pdf
s76_p2,s76,paragraph two,paragraph,,"In carrying out the duty in (2), if there is a necessity to protect the benefits of the Data subject or for public's interest, the Competent Officer shall file a compliant to the competent court to issue an order granting permission to the Competent Officer to enter the premises of the Data Controller, or any person involved in the offense under this Act, during the interval between sunrise and sunset or during the business hours of such premises, to investigate and collect facts, seize, or attach documents, evidence, or any other items related to the offense, or which has a cause to believe that they are used to commit such offense.",KB 2/Thailand/Personal Data Protection Act.pdf
s76_p3,s76,paragraph three,paragraph,,"In order to appoint the Competent Officer, the Minister shall consider appointing such person from the civil officials or other government officials whose position is not lower than a civil official at the operational level or equivalent, and having the qualifications in accordance with the notification issued by the Committee.",KB 2/Thailand/Personal Data Protection Act.pdf
s76_p4,s76,paragraph four,paragraph,,"During the performance of his or her duties under this Section, the Competent Officer shall present his or her identification card to the relevant persons and be provided with reasonable facilitation by the relevant persons.",KB 2/Thailand/Personal Data Protection Act.pdf
s76_p5,s76,paragraph five,paragraph,,The identification card of the Competent Officer shall be in accordance with the form required by the notification of the Committee.,KB 2/Thailand/Personal Data Protection Act.pdf
s77_p1,s77,paragraph one,paragraph,,"The Data Controller or the Data Processor, whose operation in relation to Personal Data violates or fails to comply with the provisions of this Act which causes damages to the Data subject, shall compensate the Data subject for such damages, regardless of whether such operation is performed intentionally or negligently, except where the Data Controller or the Data Processor can prove that such operation was a result of:",KB 2/Thailand/Personal Data Protection Act.pdf
s77_1,s77,(1),item,s77_p1,"a force majeure, or the Data subject’s own act or omission to act;",KB 2/Thailand/Personal Data Protection Act.pdf
s77_2,s77,(2),item,s77_p1,an action taken in compliance with an order of a government official exercising its duties and power under the law;,KB 2/Thailand/Personal Data Protection Act.pdf
s77_p2,s77,paragraph two,paragraph,,"The compensation under paragraph one includes all necessary expenses incurred by the Data subject for the prevention of the damages likely to occur, or which was spent to suppress the damages occurred.",KB 2/Thailand/Personal Data Protection Act.pdf
