supplementary_information_id,criterion_id,kind,applicable_to,text,source_document
OPS-31-SI-02,OPS-31,Complementary Customer Criteria,,"Cloud service customers ensure with suitable controls that the functions provided by the cloud service for separating shared virtual and physical resources are used in such way that risks related to separation are adequately addressed according to the data’s protection needs. Basic Criteria, Additional Criteria, Supplementary Information","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-32-SI-01,OPS-32,About the Criteria,"OPS-32.01B, OPS-32.02B, OPS-32.03B, OPS-32.01AC","Confidential computing as defined by the Confidential Computing Consortium and within the meaning of this criterion is the protection of data ‘in use’ by performing computation in a hardware-based, attested Trusted Execution Environment (TEE). A TEE represents an isolated part within a system that provides a specially protected runtime environment. The TEE can be part of the main processor (CPU) or part of the system-on-chip (SoC). Generally, a TEE enforces that only authorised code can execute within the TEE and data used by that code cannot be read or tampered with by code outside the TEE. The attestation of the TEE and the application running within the TEE serve to validate the trustworthiness of the processing. Confidential computing measures include the implementation and monitoring of technical and organisational controls to ensure the secure deployment and operation of confidential computing technologies. Such measures may include the validation of TEE configurations, continuous attestation processes, monitoring for unauthorised code changes, and lifecycle management of attested environments.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-33-SI-01,OPS-33,About the Criteria,OPS-33.03B,The attestation interface allows customers to securely retrieve attestation evidence from the confidential computing environment. Verification of this evidence may be performed by the customer or by trusted third-party services.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-33-SI-02,OPS-33,About the Criteria,OPS-33.01AC,"Remote attestation can be performed at different locations and with different trust levels: 1. Cloud service customers retrieve evidence from TEEs and perform verification in an environment fully trusted by them. This scenario is generally assumed to provide a very strong attestation; 2. Cloud service providers retrieve evidence from TEEs, perform verification in verification services they control and provide verification results and evidence to the cloud service customer. Cloud service customers verify the attestation evidence in an environment fully trusted by them. This scenario is generally assumed to provide a very strong attestation; 3. Cloud service customers retrieve evidence from TEEs and send it to an evidence verification service they trust. This scenario is generally assumed to provide a strong attestation; and 4. Cloud service providers retrieve evidence from TEEs, send it to a verification service in their control and only return verification result to cloud service customers. This scenario is generally assumed to provide a weak attestation.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-34-SI-01,OPS-34,About the Criteria,OPS-34.01AC,"In case of third-party and open source software products used for the provision of container images, scanning procedures comply with the policies and procedures defined in DEV-14.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-34-SI-02,OPS-34,Complementary Customer Criteria,,"– Basic Criteria, Additional Criteria, Supplementary Information","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-35-SI-01,OPS-35,Complementary Customer Criteria,,– 5.7 Identity and Access Management (IAM) Objective: Secure the authorisation and authentication of users of the cloud service provider to prevent unauthorised access.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-01-SI-01,IAM-01,About the Criteria,IAM-01.01B,"External personnel includes freelancers, temporary workers, suppliers and service providers with access to system components.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-01-SI-02,IAM-01,About the Criteria,IAM-01.02B,"System components in the sense of the criterion are defined in OPS-26. Automated authorisation processes in the sense of this basic criterion concern procedures for automated software provisioning (continuous delivery) as well as for automated provisioning and deprovisioning of identities and access rights based on approved requests. For containers, identities and access rights should be managed according to a regulated process, especially for automated authorisation processes in container environments. Basic Criteria, Additional Criteria, Supplementary Information If a cloud service provider uses alternative access methods for which it is not possible or feasible to block and remove identities (such as time-bounded access methods), limiting the access to an identity is an another solution for handling inactivity that fulfils this subcriterion.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-01-SI-03,IAM-01,About the Criteria,"IAM-01.01B, IAM-01.02B","Requirements for physical access control in accordance with the policy for identities and access rights are specified in more detail in the physical access control policy (cf. PS-04). If the cloud service provider offers federated identity services, in particular if the cloud service provider offers these services as a cloud service broker, the documents defined in these subcriteria should recognise the complexity of the particular cloud service architecture. This can include, but is not limited to, the following aspects: 1. Management of the trust boundaries between the different parties involved in the authentication process of a federated identity; 2. Propagation of identity management-related events across all parties involved in the authentication process of a federated identity; 3. Logging of events related to the authentication process of a federated identity; and 4. Notification of cloud service customers in case of a federation credential being compromised or a trust boundary being violated.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-01-SI-04,IAM-01,About the Criteria,IAM-01.03B,"Based on this list, the cloud service provider is able to review the cloud-based access rights of the given identity. ‘Cloud-based’ in this case refers to all of the access rights that are within the scope of the cloud service provider’s system of internal control.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-01-SI-05,IAM-01,About the Criteria,IAM-01.01AC,"A review can be carried out manually or via automated manners. In a monthly review, suspicious behaviours like e.g. access failures over a larger time frame (e.g. once a day) or consecutive logins from different countries may show up that a SIEM that only analyses real-time login attemps may overlook.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-02-SI-01,IAM-02,About the Criteria,IAM-02.01B,"This criterion applies to identities that refer to single, multiple or non-human entities.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-03-SI-01,IAM-03,About the Criteria,"IAM-03.01B, IAM-03.02B, IAM-03.03B, IAM-03.04B, IAM-03.03AS, IAM-03.01AC, IAM-03.02AC, IAM-03.03AC","This criterion applies to identities that refer to single, multiple or non-human entities.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-03-SI-02,IAM-03,About the Criteria,IAM-03.02B,"Locking can result from a longer absence of the personnel, for example, due to illness, parental leave, or sabbatical. Multiple failed login attempts can be indications of brute force attacks.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-03-SI-03,IAM-03,About the Criteria,"IAM-03.03B, IAM-03.03AS","This process can be performed automatically, or manually by authorised personnel.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-03-SI-04,IAM-03,About the Criteria,IAM-03.04B,"This exception mechanism should be implemented as part of the business continuity and emergency management system (cf. BCM-01), as cases where all identities needed to manage the situation described in IAM-03.03B are potentially compromised constitute an emergency.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-03-SI-05,IAM-03,About the Criteria,IAM-03.01AC,"The context of an authentication attempt can, but does not have to, include IP addresses, the date and time, or the device used.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-04-SI-01,IAM-04,About the Criteria,"IAM-04.01B, IAM-04.02B, IAM-04.03B, IAM-04.04B, IAM-04.05B","This criterion applies to identities that refer to single, multiple or non-human entities.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-04-SI-02,IAM-04,About the Criteria,IAM-04.01B,"Changes in the task area of internal and external personnel can be triggered by changes in the employment relationship (e.g. termination, transfer) or in contracts and agreements.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-04-SI-03,IAM-04,About the Criteria,IAM-04.02B,For privileged access rights the definition in IAM-06 applies.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-05-SI-01,IAM-05,About the Criteria,"IAM-05.01B, IAM-05.02B, IAM-05.03B, IAM-05.04B, IAM-05.05B","This criterion applies to identities that refer to single, multiple or non-human entities. As an alternative to the regular reviews of access rights, time-bound access rights that automatically expire may also be issued.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-05-SI-02,IAM-05,About the Criteria,"IAM-05.01B, IAM-05.01AC","If a review is caused by significant changes to the cloud service, only the identities and access rights affected by the change need to be included in the review.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-05-SI-03,IAM-05,About the Criteria,IAM-05.05B,"The system components meant here are system components in development, test or any other non-productive environments. Orphan resources are system components that have no assigned owner.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-06-SI-01,IAM-06,About the Criteria,"IAM-06.01B, IAM-06.02B, IAM-06.03B, IAM-06.04B, IAM-06.05B, IAM-06.06B, IAM-06.07B, IAM-06.08B, IAM-06.09B, IAM-06.01AC, IAM-06.02AC, IAM-06.03AC, IAM-06.04AC","Privileged access rights in the sense of the criterion are those that enable personnel of the cloud service provider to perform any of the following activities: Basic Criteria, Additional Criteria, Supplementary Information 1. Read or write access to the cloud service customers data processed, stored or transmitted in the cloud service, unless such data is encrypted or the encryption can be deactivated for access by the cloud service provider; and 2. Changes to the operational and/or security configuration of the system components in the production environment, in particular the starting, stopping, deleting or deactivating of system components, if this can affect the confidentiality, integrity or availability of the cloud service customers data (also indirectly, e.g. by deactivating the logging and monitoring of security-relevant events).","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-06-SI-02,IAM-06,About the Criteria,IAM-06.06B,"Responsible personnel for events that may indicate misuse can be e.g. the personnel of the cloud service provider’s security operations centre. Misused privileged access rights can be treated e.g. as a security incident, cf. SIM-01.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-06-SI-03,IAM-06,About the Criteria,IAM-06.02AC,"If a review is caused by significant changes to the cloud service, only the parts of the list that are affected by the change need to be included in the review.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-07-SI-01,IAM-07,About the Criteria,IAM-07.01AC,"This subcriterion is only applicable if subcriterion IAM-07.03S is also applied. Seeking prior consent might, for example, not be feasible where the cloud service needs to be troubleshot to preserve the confidentiality, integrity and availability of cloud service customer data.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-07-SI-02,IAM-07,About the Criteria,"IAM-07.04B, IAM-07.04AS","Subject matter experts in the sense of this basic criterion are personnel from e.g. IT, Compliance or Internal Audit.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-07-SI-03,IAM-07,About the Criteria,"IAM-07.03B, IAM-07.04B, IAM-07.05B, IAM-07.06B, IAM-07.03AS, IAM-07.04AS, IAM-07.01AC, IAM-07.02AC, IAM-07.03AC","Access to cloud service customer data also entails disclosure of data as part of investigation requests according to INQ-03. These are to be communicated to cloud service customers as far as it is legally not forbidden. The criterion aims at minimising the cloud service provider’s capability to access cloud service customer data. Minimisation of the cloud service provider’s possibility to access cloud service customer data is often a question related to the radius of the collusion circle. For example, if the four-eyes principle for access is applied and the access is being logged, then three people make up the collusion circle. In order to build trust into such access statements, the cloud service provider should describe in the system description the measures taken to enlargen the collusion circle.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-07-SI-04,IAM-07,About the Criteria,"IAM-07.04B, IAM-07.04AS","The geographic location of the access provided to the cloud service customer need not be a GPS location, but should at least be as precise as the country from which the access has been or is meant to be performed.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-07-SI-05,IAM-07,About the Criteria,"IAM-07.02AC, IAM-07.03AC",The cloud service provider should make details about how the supervised access is performed accessible to cloud service customers.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-07-SI-06,IAM-07,About the Criteria,IAM-07.04AC,"The separation should be designed and implemented such that customer administrators can access the cloud service even when the end user interfaces are unavailable. Basic Criteria, Additional Criteria, Supplementary Information","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-07-SI-07,IAM-07,Complementary Customer Criteria,,"Cloud service customers ensure with suitable controls that their contracts with the cloud service provider include a comprehensive list of all instances where the provider might access customer data in an unencrypted form. Cloud service customers verify that these conditions are thoroughly documented before engaging the services, allowing them to make informed decisions about data security and compliance. Cloud service customers ensure with suitable controls that they provide a response to data access requests by the cloud service provider within a specified time frame as agreed upon in the contractual agreements.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-08-SI-01,IAM-08,About the Criteria,IAM-08.02B,Multi-factor authentication implies that different sources for identity verification are used. This applies both to human users and automated processes. Human users may use different factors like a password and a hardware token. Multi-factor authentication for automated processes implies using independent sources for identity verification like e.g. cryptographic keys and a short term token from another source.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-08-SI-02,IAM-08,About the Criteria,"IAM-08.02AS, IAM-08.03AS","These environments include production, development, test and staging environments.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-09-SI-01,IAM-09,About the Criteria,"IAM-09.01B, IAM-09.02B, IAM-09.03B, IAM-09.01AC",Authentication information as referred to in the basic criterion is cloud service provider data.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-09-SI-02,IAM-09,About the Criteria,IAM-09.07B,This subcriterion is only applicable to password-based authentication schemes.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-09-SI-03,IAM-09,About the Criteria,IAM-09.01AC,"Insofar as this is legally binding, declarations can be signed using an electronic signature.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-09-SI-04,IAM-09,Complementary Customer Criteria,,"– 5.8 Cryptography and Key Management (CRY) Objective: Ensure appropriate and effective use of cryptography to protect the confidentiality, authenticity or integrity of information.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
CRY-01-SI-01,CRY-01,About the Criteria,"CRY-01.01B, CRY-01.02B, CRY-01.01AC, CRY-01.02AC","The following Technical Guidelines (valid at the given time) provide recommendations and key lengths for state of the art cryptographic mechanisms: 1. BSI TR-02102-1 Cryptographic Mechanisms: Recommendations and Key Lengths; 2. BSI TR-02102-2 Cryptographic Mechanisms: Recommendations and Key Lengths – Use of Transport Layer Security (TLS); 3. BSI TR-02102-3 Cryptographic Mechanisms: Recommendations and Key Lengths – Use of Internet Protocol Security (IPSec) and Internet Key Exchange (IKEv2); and 4. BSI TR-02102-4 Cryptographic Mechanisms: Recommendations and Key Lengths – Use of Secure Shell (SSH). A change management process in the sense of the basic criterion can either be covered by the standard change management process described in DEV-03 or can be implemented as a separate process. Basic Criteria, Additional Criteria, Supplementary Information","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
CRY-01-SI-02,CRY-01,About the Criteria,CRY-01.01B,"Crypto-agility refers to the ability to change the used cryptographic mechanisms or implementation of such mechanisms, e.g. in such a way that a transition to larger key lengths and stronger cryptographic mechanisms is possible. For further information, please refer to BSI TR-02102-1.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
CRY-01-SI-03,CRY-01,About the Criteria,"CRY-01.01AC, CRY-01.02AC, CRY-01.03AC","Recommendations for the migration to PQC and future-proof use of cryptography are provided, for example, in: 1. The BSI guideline ‘Quantum-safe cryptography – fundamentals, current developments and recommendations’; 2. The roadmap ‘A Coordinated Implementation Roadmap for the Transition to Post-Quantum Cryptography’ published by the European Commission; and 3. The preliminary drafts for the NIST publication ‘NIST SP 1800-38: Migration to Post-Quantum Cryptography: Preparation for Considering the Implementation and Adoption of Quantum Safe Cryptography’.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
CRY-01-SI-04,CRY-01,About the Criteria,CRY-01.02AC,"Hybrid cryptography models, as defined in the context of post-quantum cryptography (PQC), combine classical and quantum-safe mechanisms to ensure that the system remains secure even if one component is compromised. The purpose of such models is to provide long-term protection against threats such as ‘store now, decrypt later’ and other attacks based on classical or quantum computing.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
CRY-01-SI-05,CRY-01,About the Criteria,CRY-01.03AC,The risk assessment as part of the Post-Quantum-Cryptography strategy should consider: 1. The threat landscape posed by advancements in quantum computing; 2. Advancements in cryptographic mechanisms that are deemed secure against attackers in possession of a quantum computer; 3. Vulnerabilities inherent to the cryptographic mechanism; and 4. Vulnerabilities resulting from how cryptographic mechanisms are deployed (e.g. keys which are in use for an extended period of time and the data protected by those keys could already be harvested today and decrypted at a later date).,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
CRY-02-SI-01,CRY-02,About the Criteria,CRY-02.01B,"When performing the evaluation of the potential impact of changes, the cloud service provider should consider the complexity of the distributed architecture of its cloud service.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
CRY-02-SI-02,CRY-02,Complementary Customer Criteria,,"Cloud service customers ensure with suitable controls that, if notified about any changes to cryptographic systems by the cloud service provider, they engage actively in a thorough evaluation of potential impacts on their usage of the cloud service.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
CRY-03-SI-01,CRY-03,About the Criteria,CRY-03.01B,"Further criteria for key management are found in criteria CRY-06, CRY-07, CRY-09 - CRY-19 Basic Criteria, Additional Criteria, Supplementary Information","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
CRY-03-SI-02,CRY-03,About the Criteria,CRY-03.02B,The cloud service provider applies the cryptographic change management process (cf. CRY-02) when updating the cryptographic practices to align with the state of the art.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
CRY-04-SI-01,CRY-04,About the Criteria,"CRY-04.01B, CRY-04.02B, CRY-04.01AS","When transmitting data with normal protection needs within the cloud service provider’s infrastructure, encryption is not mandatory provided that the data is not transmitted via public networks. In this case, the non-public environment of the cloud service provider can generally be deemed trusted. Configuration of the TLS protocol should comply with the recommendations of the (current) version of the BSI Technical Guideline TR-02102-2 ‘Cryptographic Procedures: Recommendations and key lengths. Part 2 - Use of Transport Layer Security (TLS)’. Cipher Suites should provide Perfect Forward Secrecy. Generally, wildcard certificates should not be used.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
CRY-04-SI-02,CRY-04,Complementary Customer Criteria,,"Cloud service customers ensure with suitable controls for those parts of the cloud service under their responsibility that their data is transmitted over encrypted connections in accordance with the respective protection needs. Basic Criteria, Additional Criteria, Supplementary Information","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
CRY-05-SI-01,CRY-05,About the Criteria,"CRY-05.02B, CRY-05.03B, CRY-05.04B, CRY-05.01AC","The requirement of ‘accessible only by the cloud service customer’ means that encryption keys remain solely within the knowledge and control of the owner. This can be addressed by implementing a secure key management system. If a key management system is used, the keys need to be protected from usage not explicitly authorised by the owner of the key and remain inaccessible in plaintext. This criterion does not apply to data that cannot be encrypted for the provision of the cloud service for functional reasons.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
CRY-05-SI-02,CRY-05,About the Criteria,CRY-05.02B,"Scenarios in which the cloud service provider has to access the secret or private keys of the customer include, but are not limited to, the use of provider-managed keys in a SaaS service. Basic Criteria, Additional Criteria, Supplementary Information","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
CRY-05-SI-03,CRY-05,About the Criteria,"CRY-05.02B, CRY-05.05B",The use of a master key by the cloud service provider may be an exception to the requirement that keys are accessible only by the cloud service customers.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
CRY-05-SI-04,CRY-05,Complementary Customer Criteria,,"Cloud service customers ensure with suitable controls for those parts of the cloud service under their responsibility (e.g. virtual machines within an IaaS solution), that their data is encrypted during storage in accordance with the respective protection needs.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
CRY-06-SI-01,CRY-06,About the Criteria,CRY-06.01B,"For the definition of secure random number generators, cloud service providers should refer to BSI TR-02102-1 (Chapter 8). The cloud service provider protects the keys which are created and inserted into the cloud service by the cloud service customers according to the same criteria as the keys created by the cloud service provider.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
CRY-08-SI-01,CRY-08,About the Criteria,CRY-08.01B,"The first two bullet points apply to certificates issued by or on behalf of the cloud service provider for its own system components and personnel. If the cloud service provider offers certificate authority services for cloud service customers, the shared responsibility principle applies, i.e. the cloud service provider should ensure that the cloud service provides adequate technical measures to enable cloud service customers to perform adequate identity verification (cf. also the Complementary Customer Criteria). The third bullet point applies to certificates that the cloud service provider obtains from external Certificate Authorities for use in its own cloud services and system components. The cloud service provider should ensure that certificates are obtained only from trusted Certificate Authorities and that the authenticity of received certificates is verified before use. This criterion does not necessarily extend to certificates that cloud service customers obtain from external Certificate Authorities for their own purposes; the selection and validation of external Certificate Authorities by customers falls under customer responsibility within the shared responsibility model. Basic Criteria, Additional Criteria, Supplementary Information","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
CRY-08-SI-02,CRY-08,Complementary Customer Criteria,,"Cloud service customers ensure with suitable controls that, where they use certificate authority services provided by the cloud service provider, identity verification procedures appropriate to the certificates being issued are implemented and the technical controls provided by the cloud service are configured to enable and enforce identity verification. Cloud service customers ensure with suitable controls that, where they obtain certificates from external Certificate Authorities for their own use, procedures are established for selecting trusted Certificate Authorities and validating the authenticity of obtained certificates.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
CRY-12-SI-01,CRY-12,About the Criteria,CRY-12.01B,"Suspension of a cryptographic key refers to a temporary state in which the key is disabled and cannot be used for cryptographic operations but may later be reactivated. Deactivation of a cryptographic key, in contrast, represents a permanent state in which the key is withdrawn from use and cannot be reactivated.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
