odp_id,parent_id,parent_type,odp_text,source_document
CP-2::b.::ODP1,CP-2::b.,ControlItem,[Assignment: organization-defined key contingency personnel (identified by name and/or by role) and organizational elements],NIST.SP.800-53r5.pdf
CP-2::d.::ODP1,CP-2::d.,ControlItem,[Assignment: organization-defined frequency],NIST.SP.800-53r5.pdf
CP-2::f.::ODP1,CP-2::f.,ControlItem,[Assignment: organization-defined key contingency personnel (identified by name and/or by role) and organizational elements],NIST.SP.800-53r5.pdf
CP-3::a.::1.::ODP1,CP-3::a.::1.,ControlItem,[Assignment: organization-defined time period],NIST.SP.800-53r5.pdf
CP-3::a.::3.::ODP1,CP-3::a.::3.,ControlItem,[Assignment: organization-defined frequency],NIST.SP.800-53r5.pdf
CP-3::b.::ODP1,CP-3::b.,ControlItem,[Assignment: organization-defined frequency],NIST.SP.800-53r5.pdf
CP-3::b.::ODP2,CP-3::b.,ControlItem,[Assignment: organization-defined events],NIST.SP.800-53r5.pdf
CP-4::a.::ODP1,CP-4::a.,ControlItem,[Assignment: organization-defined frequency],NIST.SP.800-53r5.pdf
CP-4::a.::ODP2,CP-4::a.,ControlItem,[Assignment: organization-defined tests],NIST.SP.800-53r5.pdf
CP-7::a.::ODP1,CP-7::a.,ControlItem,[Assignment: organization-defined system operations],NIST.SP.800-53r5.pdf
CP-7::a.::ODP2,CP-7::a.,ControlItem,[Assignment: organization-defined time period consistent with recovery time and recovery point objectives],NIST.SP.800-53r5.pdf
CP-8(4)::(c)::ODP1,CP-8(4)::(c),ControlItem,[Assignment: organization-defined frequency],NIST.SP.800-53r5.pdf
CP-9::a.::ODP1,CP-9::a.,ControlItem,[Assignment: organization-defined system components],NIST.SP.800-53r5.pdf
CP-9::a.::ODP2,CP-9::a.,ControlItem,[Assignment: organization-defined frequency consistent with recovery time and recovery point objectives],NIST.SP.800-53r5.pdf
CP-9::b.::ODP1,CP-9::b.,ControlItem,[Assignment: organization-defined frequency consistent with recovery time and recovery point objectives],NIST.SP.800-53r5.pdf
CP-9::c.::ODP1,CP-9::c.,ControlItem,[Assignment: organization-defined frequency consistent with recovery time and recovery point objectives],NIST.SP.800-53r5.pdf
IA-1::a.::ODP1,IA-1::a.,ControlItem,[Assignment: organization-defined personnel or roles],NIST.SP.800-53r5.pdf
IA-1::a.::1.::ODP1,IA-1::a.::1.,ControlItem,[Selection (one or more): Organization-level; Mission/business process-level; System-level],NIST.SP.800-53r5.pdf
IA-1::b.::ODP1,IA-1::b.,ControlItem,[Assignment: organization-defined official],NIST.SP.800-53r5.pdf
IA-1::c.::1.::ODP1,IA-1::c.::1.,ControlItem,[Assignment: organization-defined frequency],NIST.SP.800-53r5.pdf
IA-1::c.::1.::ODP2,IA-1::c.::1.,ControlItem,[Assignment: organization-defined events],NIST.SP.800-53r5.pdf
IA-1::c.::2.::ODP1,IA-1::c.::2.,ControlItem,[Assignment: organization-defined frequency],NIST.SP.800-53r5.pdf
IA-1::c.::2.::ODP2,IA-1::c.::2.,ControlItem,[Assignment: organization-defined events],NIST.SP.800-53r5.pdf
IA-2(6)::(b)::ODP1,IA-2(6)::(b),ControlItem,[Assignment: organization-defined strength of mechanism requirements],NIST.SP.800-53r5.pdf
IA-3(3)::(a)::ODP1,IA-3(3)::(a),ControlItem,[Assignment: organization-defined lease information and lease duration],NIST.SP.800-53r5.pdf
IA-4::a.::ODP1,IA-4::a.,ControlItem,[Assignment: organization-defined personnel or roles],NIST.SP.800-53r5.pdf
IA-4::d.::ODP1,IA-4::d.,ControlItem,[Assignment: organization-defined time period],NIST.SP.800-53r5.pdf
IA-5::f.::ODP1,IA-5::f.,ControlItem,[Assignment: organization-defined time period by authenticator type],NIST.SP.800-53r5.pdf
IA-5::f.::ODP2,IA-5::f.,ControlItem,[Assignment: organization-defined events],NIST.SP.800-53r5.pdf
IA-5(1)::(a)::ODP1,IA-5(1)::(a),ControlItem,[Assignment: organization-defined frequency],NIST.SP.800-53r5.pdf
IA-5(1)::(h)::ODP1,IA-5(1)::(h),ControlItem,[Assignment: organization-defined composition and complexity rules],NIST.SP.800-53r5.pdf
IA-5(18)::(a)::ODP1,IA-5(18)::(a),ControlItem,[Assignment: organization-defined password managers],NIST.SP.800-53r5.pdf
IA-5(18)::(b)::ODP1,IA-5(18)::(b),ControlItem,[Assignment: organization-defined controls],NIST.SP.800-53r5.pdf
IR-1::a.::ODP1,IR-1::a.,ControlItem,[Assignment: organization-defined personnel or roles],NIST.SP.800-53r5.pdf
IR-1::a.::1.::ODP1,IR-1::a.::1.,ControlItem,[Selection (one or more): Organization-level; Mission/business process-level; System-level],NIST.SP.800-53r5.pdf
IR-1::b.::ODP1,IR-1::b.,ControlItem,[Assignment: organization-defined official],NIST.SP.800-53r5.pdf
IR-1::c.::1.::ODP1,IR-1::c.::1.,ControlItem,[Assignment: organization-defined frequency],NIST.SP.800-53r5.pdf
IR-1::c.::1.::ODP2,IR-1::c.::1.,ControlItem,[Assignment: organization-defined events],NIST.SP.800-53r5.pdf
IR-1::c.::2.::ODP1,IR-1::c.::2.,ControlItem,[Assignment: organization-defined frequency],NIST.SP.800-53r5.pdf
IR-1::c.::2.::ODP2,IR-1::c.::2.,ControlItem,[Assignment: organization-defined events],NIST.SP.800-53r5.pdf
IR-2::a.::1.::ODP1,IR-2::a.::1.,ControlItem,[Assignment: organization-defined time period],NIST.SP.800-53r5.pdf
IR-2::a.::3.::ODP1,IR-2::a.::3.,ControlItem,[Assignment: organization-defined frequency],NIST.SP.800-53r5.pdf
IR-2::b.::ODP1,IR-2::b.,ControlItem,[Assignment: organization-defined frequency],NIST.SP.800-53r5.pdf
IR-2::b.::ODP2,IR-2::b.,ControlItem,[Assignment: organization-defined events],NIST.SP.800-53r5.pdf
IR-6::a.::ODP1,IR-6::a.,ControlItem,[Assignment: organization-defined time period],NIST.SP.800-53r5.pdf
IR-6::b.::ODP1,IR-6::b.,ControlItem,[Assignment: organization-defined authorities],NIST.SP.800-53r5.pdf
IR-8::a.::9.::ODP1,IR-8::a.::9.,ControlItem,[Assignment: organization-defined personnel or roles],NIST.SP.800-53r5.pdf
IR-8::a.::9.::ODP2,IR-8::a.::9.,ControlItem,[Assignment: organization-defined frequency],NIST.SP.800-53r5.pdf
IR-8::a.::10.::ODP1,IR-8::a.::10.,ControlItem,"[Assignment: organization-defined entities, personnel, or roles]",NIST.SP.800-53r5.pdf
IR-8::b.::ODP1,IR-8::b.,ControlItem,[Assignment: organization-defined incident response personnel (identified by name and/or by role) and organizational elements],NIST.SP.800-53r5.pdf
IR-8::d.::ODP1,IR-8::d.,ControlItem,[Assignment: organization-defined incident response personnel (identified by name and/or by role) and organizational elements],NIST.SP.800-53r5.pdf
IR-9::a.::ODP1,IR-9::a.,ControlItem,[Assignment: organization-defined personnel or roles],NIST.SP.800-53r5.pdf
IR-9::c.::ODP1,IR-9::c.,ControlItem,[Assignment: organization-defined personnel or roles],NIST.SP.800-53r5.pdf
IR-9::g.::ODP1,IR-9::g.,ControlItem,[Assignment: organization-defined actions],NIST.SP.800-53r5.pdf
MA-1-ODP1,MA-1,Control,[Assignment: organization-defined personnel or roles],NIST.SP.800-53r5.pdf
MA-1-ODP2,MA-1,Control,[Selection (one or more): Organization-level; Mission/business process-level; System-level],NIST.SP.800-53r5.pdf
MA-1-ODP3,MA-1,Control,[Assignment: organization-defined official],NIST.SP.800-53r5.pdf
MA-1-ODP4,MA-1,Control,[Assignment: organization-defined frequency],NIST.SP.800-53r5.pdf
MA-1-ODP5,MA-1,Control,[Assignment: organization-defined events],NIST.SP.800-53r5.pdf
MA-1-ODP6,MA-1,Control,[Assignment: organization-defined frequency],NIST.SP.800-53r5.pdf
MA-1-ODP7,MA-1,Control,[Assignment: organization-defined events],NIST.SP.800-53r5.pdf
MA-2-ODP1,MA-2,Control,[Assignment: organization-defined personnel or roles],NIST.SP.800-53r5.pdf
MA-2-ODP2,MA-2,Control,[Assignment: organization-defined information],NIST.SP.800-53r5.pdf
MA-2-ODP3,MA-2,Control,[Assignment: organization-defined information],NIST.SP.800-53r5.pdf
MA-2(2)-ODP1,MA-2(2),ControlEnhancement,[Assignment: organization-defined automated mechanisms],NIST.SP.800-53r5.pdf
MA-3-ODP1,MA-3,Control,[Assignment: organization-defined frequency],NIST.SP.800-53r5.pdf
MA-3(3)-ODP1,MA-3(3),ControlEnhancement,[Assignment: organization-defined personnel or roles],NIST.SP.800-53r5.pdf
MA-4(1)-ODP1,MA-4(1),ControlEnhancement,[Assignment: organization-defined audit events],NIST.SP.800-53r5.pdf
MA-4(4)-ODP1,MA-4(4),ControlEnhancement,[Assignment: organization-defined authenticators that are replay resistant],NIST.SP.800-53r5.pdf
MA-4(5)-ODP1,MA-4(5),ControlEnhancement,[Assignment: organization-defined personnel or roles],NIST.SP.800-53r5.pdf
MA-4(5)-ODP2,MA-4(5),ControlEnhancement,[Assignment: organization-defined personnel or roles],NIST.SP.800-53r5.pdf
MA-4(6)-ODP1,MA-4(6),ControlEnhancement,[Assignment: organization-defined cryptographic mechanisms],NIST.SP.800-53r5.pdf
MA-5(1)-ODP1,MA-5(1),ControlEnhancement,[Assignment: organization-defined alternate controls],NIST.SP.800-53r5.pdf
MA-6-ODP1,MA-6,Control,[Assignment: organization-defined system components],NIST.SP.800-53r5.pdf
MA-6-ODP2,MA-6,Control,[Assignment: organization-defined time period],NIST.SP.800-53r5.pdf
MA-6(1)-ODP1,MA-6(1),ControlEnhancement,[Assignment: organization-defined system components],NIST.SP.800-53r5.pdf
MA-6(1)-ODP2,MA-6(1),ControlEnhancement,[Assignment: organization-defined time intervals],NIST.SP.800-53r5.pdf
MA-6(2)-ODP1,MA-6(2),ControlEnhancement,[Assignment: organization-defined system components],NIST.SP.800-53r5.pdf
MA-6(2)-ODP2,MA-6(2),ControlEnhancement,[Assignment: organization-defined time intervals],NIST.SP.800-53r5.pdf
MA-6(3)-ODP1,MA-6(3),ControlEnhancement,[Assignment: organization-defined automated mechanisms],NIST.SP.800-53r5.pdf
MA-7-ODP1,MA-7,Control,[Assignment: organization-defined systems or system components],NIST.SP.800-53r5.pdf
MA-7-ODP2,MA-7,Control,[Assignment: organization-defined trusted maintenance facilities],NIST.SP.800-53r5.pdf
MP-1-ODP1,MP-1,Control,[Assignment: organization-defined personnel or roles],NIST.SP.800-53r5.pdf
MP-1-ODP2,MP-1,Control,[Selection (one or more): Organization-level; Mission/business process-level; System-level],NIST.SP.800-53r5.pdf
MP-1-ODP3,MP-1,Control,[Assignment: organization-defined official],NIST.SP.800-53r5.pdf
MP-1-ODP4,MP-1,Control,[Assignment: organization-defined frequency],NIST.SP.800-53r5.pdf
MP-1-ODP5,MP-1,Control,[Assignment: organization-defined events],NIST.SP.800-53r5.pdf
MP-1-ODP6,MP-1,Control,[Assignment: organization-defined frequency],NIST.SP.800-53r5.pdf
MP-1-ODP7,MP-1,Control,[Assignment: organization-defined events],NIST.SP.800-53r5.pdf
MP-2-ODP1,MP-2,Control,[Assignment: organization-defined types of digital and/or non-digital media],NIST.SP.800-53r5.pdf
MP-2-ODP2,MP-2,Control,[Assignment: organization-defined personnel or roles],NIST.SP.800-53r5.pdf
MP-3-ODP1,MP-3,Control,[Assignment: organization-defined types of system media],NIST.SP.800-53r5.pdf
MP-3-ODP2,MP-3,Control,[Assignment: organization-defined controlled areas],NIST.SP.800-53r5.pdf
MP-4-ODP1,MP-4,Control,[Assignment: organization-defined types of digital and/or non-digital media],NIST.SP.800-53r5.pdf
MP-4-ODP2,MP-4,Control,[Assignment: organization-defined controlled areas],NIST.SP.800-53r5.pdf
MP-4(2)-ODP1,MP-4(2),ControlEnhancement,[Assignment: organization-defined automated mechanisms],NIST.SP.800-53r5.pdf
MP-5-ODP1,MP-5,Control,[Assignment: organization-defined types of system media],NIST.SP.800-53r5.pdf
MP-5-ODP2,MP-5,Control,[Assignment: organization-defined controls],NIST.SP.800-53r5.pdf
MP-6-ODP1,MP-6,Control,[Assignment: organization-defined system media],NIST.SP.800-53r5.pdf
MP-6-ODP2,MP-6,Control,[Assignment: organization-defined sanitization techniques and procedures],NIST.SP.800-53r5.pdf
MP-6(2)-ODP1,MP-6(2),ControlEnhancement,[Assignment: organization-defined frequency],NIST.SP.800-53r5.pdf
MP-6(3)-ODP1,MP-6(3),ControlEnhancement,[Assignment: organization-defined circumstances requiring sanitization of portable storage devices],NIST.SP.800-53r5.pdf
MP-6(7)-ODP1,MP-6(7),ControlEnhancement,[Assignment: organization-defined system media],NIST.SP.800-53r5.pdf
MP-6(8)-ODP1,MP-6(8),ControlEnhancement,[Assignment: organization-defined systems or system components],NIST.SP.800-53r5.pdf
MP-6(8)-ODP2,MP-6(8),ControlEnhancement,[Selection: remotely; under the following conditions: [Assignment: organization-defined conditions],NIST.SP.800-53r5.pdf
MP-7-ODP1,MP-7,Control,[Selection: Restrict; Prohibit],NIST.SP.800-53r5.pdf
MP-7-ODP2,MP-7,Control,[Assignment: organization-defined types of system media],NIST.SP.800-53r5.pdf
MP-7-ODP3,MP-7,Control,[Assignment: organization-defined systems or system components],NIST.SP.800-53r5.pdf
MP-7-ODP4,MP-7,Control,[Assignment: organization-defined controls],NIST.SP.800-53r5.pdf
MP-8-ODP1,MP-8,Control,[Assignment: organization-defined system media downgrading process],NIST.SP.800-53r5.pdf
MP-8-ODP2,MP-8,Control,[Assignment: organization-defined system media requiring downgrading],NIST.SP.800-53r5.pdf
MP-8(2)-ODP1,MP-8(2),ControlEnhancement,[Assignment: organization-defined frequency],NIST.SP.800-53r5.pdf
PE-1-ODP1,PE-1,Control,[Assignment: organization-defined personnel or roles],NIST.SP.800-53r5.pdf
PE-1-ODP2,PE-1,Control,[Selection (one or more): Organization-level; Mission/business process-level; System-level],NIST.SP.800-53r5.pdf
PE-1-ODP3,PE-1,Control,[Assignment: organization-defined official],NIST.SP.800-53r5.pdf
PE-1-ODP4,PE-1,Control,[Assignment: organization-defined frequency],NIST.SP.800-53r5.pdf
PE-1-ODP5,PE-1,Control,[Assignment: organization-defined events],NIST.SP.800-53r5.pdf
PE-1-ODP6,PE-1,Control,[Assignment: organization-defined frequency],NIST.SP.800-53r5.pdf
PE-1-ODP7,PE-1,Control,[Assignment: organization-defined events],NIST.SP.800-53r5.pdf
PE-2-ODP1,PE-2,Control,[Assignment: organization-defined frequency],NIST.SP.800-53r5.pdf
PE-2(2)-ODP1,PE-2(2),ControlEnhancement,[Assignment: organization-defined list of acceptable forms of identification],NIST.SP.800-53r5.pdf
PE-2(3)-ODP1,PE-2(3),ControlEnhancement,[Selection (one or more): security clearances for all information contained within the system; formal access authorizations for all information contained within the system; need for access to all information contained within the system; [Assignment: organization-defined physical access authorizations],NIST.SP.800-53r5.pdf
PE-3-ODP1,PE-3,Control,[Assignment: organization-defined entry and exit points to the facility where the system resides],NIST.SP.800-53r5.pdf
PE-3-ODP2,PE-3,Control,[Selection (one or more): [Assignment: organization-defined physical access control systems or devices],NIST.SP.800-53r5.pdf
PE-3-ODP3,PE-3,Control,[Assignment: organization-defined entry or exit points],NIST.SP.800-53r5.pdf
PE-3-ODP4,PE-3,Control,[Assignment: organization-defined physical access controls],NIST.SP.800-53r5.pdf
PE-3-ODP5,PE-3,Control,[Assignment: organization-defined circumstances requiring visitor escorts and control of visitor activity],NIST.SP.800-53r5.pdf
PE-3-ODP6,PE-3,Control,[Assignment: organization-defined physical access devices],NIST.SP.800-53r5.pdf
PE-3-ODP7,PE-3,Control,[Assignment: organization-defined frequency],NIST.SP.800-53r5.pdf
PE-3-ODP8,PE-3,Control,[Assignment: organization-defined frequency],NIST.SP.800-53r5.pdf
PE-3(1)-ODP1,PE-3(1),ControlEnhancement,[Assignment: organization-defined physical spaces containing one or more components of the system],NIST.SP.800-53r5.pdf
PE-3(2)-ODP1,PE-3(2),ControlEnhancement,[Assignment: organization-defined frequency],NIST.SP.800-53r5.pdf
PE-3(3)-ODP1,PE-3(3),ControlEnhancement,[Assignment: organization-defined physical access points],NIST.SP.800-53r5.pdf
PE-3(4)-ODP1,PE-3(4),ControlEnhancement,[Assignment: organization-defined system components],NIST.SP.800-53r5.pdf
PE-3(5)-ODP1,PE-3(5),ControlEnhancement,[Assignment: organization-defined anti-tamper technologies],NIST.SP.800-53r5.pdf
PE-3(5)-ODP2,PE-3(5),ControlEnhancement,[Selection (one or more): detect; prevent],NIST.SP.800-53r5.pdf
PE-3(5)-ODP3,PE-3(5),ControlEnhancement,[Assignment: organization-defined hardware components],NIST.SP.800-53r5.pdf
PE-3(8)-ODP1,PE-3(8),ControlEnhancement,[Assignment: organization-defined locations within the facility],NIST.SP.800-53r5.pdf
PE-4-ODP1,PE-4,Control,[Assignment: organization-defined system distribution and transmission lines],NIST.SP.800-53r5.pdf
PE-4-ODP2,PE-4,Control,[Assignment: organization-defined security controls],NIST.SP.800-53r5.pdf
PE-5-ODP1,PE-5,Control,[Assignment: organization-defined output devices],NIST.SP.800-53r5.pdf
PE-6-ODP1,PE-6,Control,[Assignment: organization-defined frequency],NIST.SP.800-53r5.pdf
PE-6-ODP2,PE-6,Control,[Assignment: organization-defined events or potential indications of events],NIST.SP.800-53r5.pdf
PE-6(2)-ODP1,PE-6(2),ControlEnhancement,[Assignment: organization-defined classes or types of intrusions],NIST.SP.800-53r5.pdf
PE-6(2)-ODP2,PE-6(2),ControlEnhancement,[Assignment: organization-defined response actions],NIST.SP.800-53r5.pdf
PE-6(2)-ODP3,PE-6(2),ControlEnhancement,[Assignment: organization-defined automated mechanisms],NIST.SP.800-53r5.pdf
PE-6(3)-ODP1,PE-6(3),ControlEnhancement,[Assignment: organization-defined operational areas],NIST.SP.800-53r5.pdf
PE-6(3)-ODP2,PE-6(3),ControlEnhancement,[Assignment: organization-defined frequency],NIST.SP.800-53r5.pdf
PE-6(3)-ODP3,PE-6(3),ControlEnhancement,[Assignment: organization-defined time period],NIST.SP.800-53r5.pdf
PE-6(4)-ODP1,PE-6(4),ControlEnhancement,[Assignment: organization-defined physical spaces containing one or more components of the system],NIST.SP.800-53r5.pdf
PE-8-ODP1,PE-8,Control,[Assignment: organization-defined time period],NIST.SP.800-53r5.pdf
PE-8-ODP2,PE-8,Control,[Assignment: organization-defined frequency],NIST.SP.800-53r5.pdf
PE-8-ODP3,PE-8,Control,[Assignment: organization-defined personnel],NIST.SP.800-53r5.pdf
PE-8(1)-ODP1,PE-8(1),ControlEnhancement,[Assignment: organization-defined automated mechanisms],NIST.SP.800-53r5.pdf
PE-8(3)-ODP1,PE-8(3),ControlEnhancement,[Assignment: organization-defined elements],NIST.SP.800-53r5.pdf
PE-9(1)-ODP1,PE-9(1),ControlEnhancement,[Assignment: organization-defined distance],NIST.SP.800-53r5.pdf
PE-9(2)-ODP1,PE-9(2),ControlEnhancement,[Assignment: organization-defined critical system components],NIST.SP.800-53r5.pdf
PE-10-ODP1,PE-10,Control,[Assignment: organization-defined system or individual system components],NIST.SP.800-53r5.pdf
PE-10-ODP2,PE-10,Control,[Assignment: organization-defined location by system or system component],NIST.SP.800-53r5.pdf
PE-11-ODP1,PE-11,Control,[Selection (one or more): an orderly shutdown of the system; transition of the system to long-term alternate power],NIST.SP.800-53r5.pdf
PE-11(1)-ODP1,PE-11(1),ControlEnhancement,[Selection: manually; automatically],NIST.SP.800-53r5.pdf
PE-11(2)-ODP1,PE-11(2),ControlEnhancement,[Selection: manually; automatically],NIST.SP.800-53r5.pdf
PE-11(2)-ODP2,PE-11(2),ControlEnhancement,[Selection: minimally required operational capability; full operational capability],NIST.SP.800-53r5.pdf
PE-13(1)-ODP1,PE-13(1),ControlEnhancement,[Assignment: organization-defined personnel or roles],NIST.SP.800-53r5.pdf
PE-13(1)-ODP2,PE-13(1),ControlEnhancement,[Assignment: organization-defined emergency responders],NIST.SP.800-53r5.pdf
PE-13(2)-ODP1,PE-13(2),ControlEnhancement,[Assignment: organization-defined personnel or roles],NIST.SP.800-53r5.pdf
PE-13(2)-ODP2,PE-13(2),ControlEnhancement,[Assignment: organization-defined emergency responders],NIST.SP.800-53r5.pdf
PE-13(4)-ODP1,PE-13(4),ControlEnhancement,[Assignment: organization-defined frequency],NIST.SP.800-53r5.pdf
PE-13(4)-ODP2,PE-13(4),ControlEnhancement,[Assignment: organization-defined time period],NIST.SP.800-53r5.pdf
PE-14-ODP1,PE-14,Control,[Selection (one or more): temperature; humidity; pressure; radiation; [Assignment: organization-defined environmental control],NIST.SP.800-53r5.pdf
PE-14-ODP2,PE-14,Control,[Assignment: organization-defined acceptable levels],NIST.SP.800-53r5.pdf
PE-14-ODP3,PE-14,Control,[Assignment: organization-defined frequency],NIST.SP.800-53r5.pdf
PE-14(1)-ODP1,PE-14(1),ControlEnhancement,[Assignment: organization-defined automatic environmental controls],NIST.SP.800-53r5.pdf
PE-14(2)-ODP1,PE-14(2),ControlEnhancement,[Assignment: organization-defined personnel or roles],NIST.SP.800-53r5.pdf
PE-15(1)-ODP1,PE-15(1),ControlEnhancement,[Assignment: organization-defined personnel or roles],NIST.SP.800-53r5.pdf
PE-15(1)-ODP2,PE-15(1),ControlEnhancement,[Assignment: organization-defined automated mechanisms],NIST.SP.800-53r5.pdf
PE-16-ODP1,PE-16,Control,[Assignment: organization-defined types of system components],NIST.SP.800-53r5.pdf
PE-17-ODP1,PE-17,Control,[Assignment: organization-defined alternate work sites],NIST.SP.800-53r5.pdf
PE-17-ODP2,PE-17,Control,[Assignment: organization-defined controls],NIST.SP.800-53r5.pdf
PE-18-ODP1,PE-18,Control,[Assignment: organization-defined physical and environmental hazards],NIST.SP.800-53r5.pdf
PE-20-ODP1,PE-20,Control,[Assignment: organization-defined asset location technologies],NIST.SP.800-53r5.pdf
PE-20-ODP2,PE-20,Control,[Assignment: organization-defined assets],NIST.SP.800-53r5.pdf
PE-20-ODP3,PE-20,Control,[Assignment: organization-defined controlled areas],NIST.SP.800-53r5.pdf
PE-21-ODP1,PE-21,Control,[Assignment: organization-defined protective measures],NIST.SP.800-53r5.pdf
PE-21-ODP2,PE-21,Control,[Assignment: organization-defined systems and system components],NIST.SP.800-53r5.pdf
PE-22-ODP1,PE-22,Control,[Assignment: organization-defined system hardware components],NIST.SP.800-53r5.pdf
PL-1-ODP1,PL-1,Control,[Assignment: organization-defined personnel or roles],NIST.SP.800-53r5.pdf
PL-1-ODP2,PL-1,Control,[Selection (one or more): Organization-level; Mission/business process-level; System-level],NIST.SP.800-53r5.pdf
PL-1-ODP3,PL-1,Control,[Assignment: organization-defined official],NIST.SP.800-53r5.pdf
PL-1-ODP4,PL-1,Control,[Assignment: organization-defined frequency],NIST.SP.800-53r5.pdf
PL-1-ODP5,PL-1,Control,[Assignment: organization-defined events],NIST.SP.800-53r5.pdf
PL-1-ODP6,PL-1,Control,[Assignment: organization-defined frequency],NIST.SP.800-53r5.pdf
PL-1-ODP7,PL-1,Control,[Assignment: organization-defined events],NIST.SP.800-53r5.pdf
PL-2-ODP1,PL-2,Control,[Assignment: organization-defined individuals or groups],NIST.SP.800-53r5.pdf
PL-2-ODP2,PL-2,Control,[Assignment: organization-defined personnel or roles],NIST.SP.800-53r5.pdf
PL-2-ODP3,PL-2,Control,[Assignment: organization-defined frequency],NIST.SP.800-53r5.pdf
PL-4-ODP1,PL-4,Control,[Assignment: organization-defined frequency],NIST.SP.800-53r5.pdf
PL-4-ODP2,PL-4,Control,[Selection (one or more): [Assignment: organization-defined frequency],NIST.SP.800-53r5.pdf
PL-7-ODP1,PL-7,Control,[Assignment: organization-defined frequency],NIST.SP.800-53r5.pdf
PL-8-ODP1,PL-8,Control,[Assignment: organization-defined frequency],NIST.SP.800-53r5.pdf
PL-8(1)-ODP1,PL-8(1),ControlEnhancement,[Assignment: organization-defined controls],NIST.SP.800-53r5.pdf
PL-8(1)-ODP2,PL-8(1),ControlEnhancement,[Assignment: organization-defined locations and architectural layers],NIST.SP.800-53r5.pdf
PL-8(2)-ODP1,PL-8(2),ControlEnhancement,[Assignment: organization-defined controls],NIST.SP.800-53r5.pdf
PL-8(2)-ODP2,PL-8(2),ControlEnhancement,[Assignment: organization-defined locations and architectural layers],NIST.SP.800-53r5.pdf
PL-9-ODP1,PL-9,Control,[Assignment: organization-defined controls and related processes],NIST.SP.800-53r5.pdf
PM-1-ITEM-b-ODP-1,PM-1-ITEM-b,ControlItem,[Assignment: organization-defined frequency],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-1-ITEM-b-ODP-2,PM-1-ITEM-b,ControlItem,[Assignment: organization-defined events],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-5-ODP-1,PM-5,Control,[Assignment: organization-defined frequency],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-5(1)-ODP-1,PM-5(1),ControlEnhancement,[Assignment: organization-defined frequency],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-7(1)-ODP-1,PM-7(1),ControlEnhancement,[Assignment: organization-defined non-essential functions or services],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-9-ITEM-c-ODP-1,PM-9-ITEM-c,ControlItem,[Assignment: organization-defined frequency],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-11-ITEM-c-ODP-1,PM-11-ITEM-c,ControlItem,[Assignment: organization-defined frequency],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-17-ITEM-b-ODP-1,PM-17-ITEM-b,ControlItem,[Assignment: organization-defined frequency],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-18-ITEM-b-ODP-1,PM-18-ITEM-b,ControlItem,[Assignment: organization-defined frequency],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-23-ODP-1,PM-23,Control,[Assignment: organization-defined roles],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-23-ODP-2,PM-23,Control,[Assignment: organization-defined responsibilities],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-25-ITEM-d-ODP-1,PM-25-ITEM-d,ControlItem,[Assignment: organization-defined frequency],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-26-ITEM-c-ODP-1,PM-26-ITEM-c,ControlItem,[Assignment: organization-defined time period],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-26-ITEM-d-ODP-1,PM-26-ITEM-d,ControlItem,[Assignment: organization-defined time period],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-26-ITEM-e-ODP-1,PM-26-ITEM-e,ControlItem,[Assignment: organization-defined time period],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-27-ITEM-a-ODP-1,PM-27-ITEM-a,ControlItem,[Assignment: organization-defined privacy reports],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-27-ITEM-a1-ODP-1,PM-27-ITEM-a1,ControlItem,[Assignment: organization-defined oversight bodies],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-27-ITEM-a2-ODP-1,PM-27-ITEM-a2,ControlItem,[Assignment: organization-defined officials],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-27-ITEM-b-ODP-1,PM-27-ITEM-b,ControlItem,[Assignment: organization-defined frequency],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-28-ITEM-b-ODP-1,PM-28-ITEM-b,ControlItem,[Assignment: organization-defined personnel],NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
