item_id,parent_id,parent_type,item_label,item_text,source_document
SC-1::c.2,SC-1::c,ControlItem,2.,Procedures [Assignment: organization-defined frequency] and following [Assignment: organization-defined events].,NIST SP 800-53r5
SC-5::a,SC-5,Control,a.,[Selection: Protect against; Limit] the effects of the following types of denial-of-service events: [Assignment: organization-defined types of denial-of-service events]; and,NIST SP 800-53r5
SC-5::b,SC-5,Control,b.,Employ the following controls to achieve the denial-of-service objective: [Assignment: organization-defined controls by type of denial-of-service event].,NIST SP 800-53r5
SC-5(3)::a,SC-5(3),ControlEnhancement,(a),"Employ the following monitoring tools to detect indicators of denial-of-service attacks against, or launched from, the system: [Assignment: organization-defined monitoring tools]; and",NIST SP 800-53r5
SC-5(3)::b,SC-5(3),ControlEnhancement,(b),Monitor the following system resources to determine if sufficient resources exist to prevent effective denial-of-service attacks: [Assignment: organization-defined system resources].,NIST SP 800-53r5
SC-7::a,SC-7,Control,a.,Monitor and control communications at the external managed interfaces to the system and at key internal managed interfaces within the system;,NIST SP 800-53r5
SC-7::b,SC-7,Control,b.,Implement subnetworks for publicly accessible system components that are [Selection: physically; logically] separated from internal organizational networks; and,NIST SP 800-53r5
SC-7::c,SC-7,Control,c.,Connect to external networks or systems only through managed interfaces consisting of boundary protection devices arranged in accordance with an organizational security and privacy architecture.,NIST SP 800-53r5
SC-7(4)::a,SC-7(4),ControlEnhancement,(a),Implement a managed interface for each external telecommunication service;,NIST SP 800-53r5
SC-7(4)::b,SC-7(4),ControlEnhancement,(b),Establish a traffic flow policy for each managed interface;,NIST SP 800-53r5
SC-7(4)::c,SC-7(4),ControlEnhancement,(c),Protect the confidentiality and integrity of the information being transmitted across each interface;,NIST SP 800-53r5
SC-7(4)::d,SC-7(4),ControlEnhancement,(d),Document each exception to the traffic flow policy with a supporting mission or business need and duration of that need;,NIST SP 800-53r5
SC-7(4)::e,SC-7(4),ControlEnhancement,(e),Review exceptions to the traffic flow policy [Assignment: organization-defined frequency] and remove exceptions that are no longer supported by an explicit mission or business need;,NIST SP 800-53r5
SC-7(4)::f,SC-7(4),ControlEnhancement,(f),Prevent unauthorized exchange of control plane traffic with external networks;,NIST SP 800-53r5
SC-7(4)::g,SC-7(4),ControlEnhancement,(g),Publish information to enable remote networks to detect unauthorized control plane traffic from internal networks; and,NIST SP 800-53r5
SC-7(4)::h,SC-7(4),ControlEnhancement,(h),Filter unauthorized control plane traffic from external networks.,NIST SP 800-53r5
SC-7(9)::a,SC-7(9),ControlEnhancement,(a),Detect and deny outgoing communications traffic posing a threat to external systems; and,NIST SP 800-53r5
SC-7(9)::b,SC-7(9),ControlEnhancement,(b),Audit the identity of internal users associated with denied communications.,NIST SP 800-53r5
SC-7(10)::a,SC-7(10),ControlEnhancement,(a),Prevent the exfiltration of information; and,NIST SP 800-53r5
SC-7(10)::b,SC-7(10),ControlEnhancement,(b),Conduct exfiltration tests [Assignment: organization-defined frequency].,NIST SP 800-53r5
SC-7(24)::a,SC-7(24),ControlEnhancement,(a),Apply the following processing rules to data elements of personally identifiable information: [Assignment: organization-defined processing rules];,NIST SP 800-53r5
SC-7(24)::b,SC-7(24),ControlEnhancement,(b),Monitor for permitted processing at the external interfaces to the system and at key internal boundaries within the system;,NIST SP 800-53r5
SC-7(24)::c,SC-7(24),ControlEnhancement,(c),Document each processing exception; and,NIST SP 800-53r5
SC-7(24)::d,SC-7(24),ControlEnhancement,(d),Review and remove exceptions that are no longer supported.,NIST SP 800-53r5
SC-11::a,SC-11,Control,a.,Provide a [Selection: physically; logically] isolated trusted communications path for communications between the user and the trusted components of the system; and,NIST SP 800-53r5
SC-11::b,SC-11,Control,b.,"Permit users to invoke the trusted communications path for communications between the user and the following security functions of the system, including at a minimum, authentication and re-authentication: [Assignment: organization-defined security functions].",NIST SP 800-53r5
SC-11(1)::a,SC-11(1),ControlEnhancement,(a),Provide a trusted communications path that is irrefutably distinguishable from other communications paths; and,NIST SP 800-53r5
SC-11(1)::b,SC-11(1),ControlEnhancement,(b),Initiate the trusted communications path for communications between the [Assignment: organization-defined security functions] of the system and the user.,NIST SP 800-53r5
SC-13::a,SC-13,Control,a.,Determine the [Assignment: organization-defined cryptographic uses]; and,NIST SP 800-53r5
SC-13::b,SC-13,Control,b.,Implement the following types of cryptography required for each specified cryptographic use: [Assignment: organization-defined types of cryptography for each specified cryptographic use].,NIST SP 800-53r5
SC-15::a,SC-15,Control,a.,Prohibit remote activation of collaborative computing devices and applications with the following exceptions: [Assignment: organization-defined exceptions where remote activation is to be allowed]; and,NIST SP 800-53r5
SC-15::b,SC-15,Control,b.,Provide an explicit indication of use to users physically present at the devices.,NIST SP 800-53r5
SC-17::a,SC-17,Control,a.,Issue public key certificates under an [Assignment: organization-defined certificate policy] or obtain public key certificates from an approved service provider; and,NIST SP 800-53r5
SC-17::b,SC-17,Control,b.,Include only approved trust anchors in trust stores or certificate stores managed by the organization.,NIST SP 800-53r5
SC-18::a,SC-18,Control,a.,Define acceptable and unacceptable mobile code and mobile code technologies; and,NIST SP 800-53r5
SC-18::b,SC-18,Control,b.,"Authorize, monitor, and control the use of mobile code within the system.",NIST SP 800-53r5
SC-20::a,SC-20,Control,a.,Provide additional data origin authentication and integrity verification artifacts along with the authoritative name resolution data the system returns in response to external name/address resolution queries; and,NIST SP 800-53r5
SC-20::b,SC-20,Control,b.,"Provide the means to indicate the security status of child zones and (if the child supports secure resolution services) to enable verification of a chain of trust among parent and child domains, when operating as part of a distributed, hierarchical namespace.",NIST SP 800-53r5
SC-31::a,SC-31,Control,a.,Perform a covert channel analysis to identify those aspects of communications within the system that are potential avenues for covert [Selection (one or more): storage; timing] channels; and,NIST SP 800-53r5
SC-31::b,SC-31,Control,b.,Estimate the maximum bandwidth of those channels.,NIST SP 800-53r5
SC-34::a,SC-34,Control,a.,"The operating environment from hardware-enforced, read-only media; and",NIST SP 800-53r5
SC-34::b,SC-34,Control,b.,"The following applications from hardware-enforced, read-only media: [Assignment: organization-defined applications].",NIST SP 800-53r5
SC-36(1)::a,SC-36(1),ControlEnhancement,(a),"Employ polling techniques to identify potential faults, errors, or compromises to the following processing and storage components: [Assignment: organization-defined distributed processing and storage components]; and",NIST SP 800-53r5
SC-36(1)::b,SC-36(1),ControlEnhancement,(b),"Take the following actions in response to identified faults, errors, or compromises: [Assignment: organization-defined actions].",NIST SP 800-53r5
SC-42::a,SC-42,Control,a.,"Prohibit [Selection (one or more): the use of devices possessing [Assignment: organization-defined environmental sensing capabilities] in [Assignment: organization-defined facilities, areas, or systems]; the remote activation of environmental sensing capabilities on organizational systems or system components with the following exceptions: [Assignment: organization-defined exceptions where remote activation of sensors is allowed]]; and",NIST SP 800-53r5
SC-42::b,SC-42,Control,b.,Provide an explicit indication of sensor use to [Assignment: organization-defined group of users].,NIST SP 800-53r5
SC-43::a,SC-43,Control,a.,Establish usage restrictions and implementation guidelines for the following system components: [Assignment: organization-defined system components]; and,NIST SP 800-53r5
SC-43::b,SC-43,Control,b.,"Authorize, monitor, and control the use of such components within the system.",NIST SP 800-53r5
SC-45(1)::a,SC-45(1),ControlEnhancement,(a),Compare the internal system clocks [Assignment: organization-defined frequency] with [Assignment: organization-defined authoritative time source]; and,NIST SP 800-53r5
SC-45(1)::b,SC-45(1),ControlEnhancement,(b),Synchronize the internal system clocks to the authoritative time source when the time difference is greater than [Assignment: organization-defined time period].,NIST SP 800-53r5
SC-45(2)::a,SC-45(2),ControlEnhancement,(a),Identify a secondary authoritative time source that is in a different geographic region than the primary authoritative time source; and,NIST SP 800-53r5
SC-45(2)::b,SC-45(2),ControlEnhancement,(b),Synchronize the internal system clocks to the secondary authoritative time source if the primary authoritative time source is unavailable.,NIST SP 800-53r5
SC-51::a,SC-51,Control,a.,"Employ hardware-based, write-protect for [Assignment: organization-defined system firmware components]; and",NIST SP 800-53r5
SC-51::b,SC-51,Control,b.,Implement specific procedures for [Assignment: organization-defined authorized individuals] to manually disable hardware write-protect for firmware modifications and re-enable the write-protect prior to returning to operational mode.,NIST SP 800-53r5
SI-1::a,SI-1,Control,a.,"Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]:",NIST SP 800-53r5
SI-1::a.1,SI-1::a,ControlItem,1.,[Selection (one or more): Organization-level; Mission/business process-level; System-level] system and information integrity policy that:,NIST SP 800-53r5
SI-1::a.1.a,SI-1::a.1,ControlItem,(a),"Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and",NIST SP 800-53r5
SI-1::a.1.b,SI-1::a.1,ControlItem,(b),"Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and",NIST SP 800-53r5
SI-1::a.2,SI-1::a,ControlItem,2.,Procedures to facilitate the implementation of the system and information integrity policy and the associated system and information integrity controls;,NIST SP 800-53r5
SI-1::b,SI-1,Control,b.,"Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the system and information integrity policy and procedures; and",NIST SP 800-53r5
SI-1::c,SI-1,Control,c.,Review and update the current system and information integrity:,NIST SP 800-53r5
SI-1::c.1,SI-1::c,ControlItem,1.,Policy [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]; and,NIST SP 800-53r5
SI-1::c.2,SI-1::c,ControlItem,2.,Procedures [Assignment: organization-defined frequency] and following [Assignment: organization-defined events].,NIST SP 800-53r5
SI-2::a,SI-2,Control,a.,"Identify, report, and correct system flaws;",NIST SP 800-53r5
SI-2::b,SI-2,Control,b.,Test software and firmware updates related to flaw remediation for effectiveness and potential side effects before installation;,NIST SP 800-53r5
SI-2::c,SI-2,Control,c.,Install security-relevant software and firmware updates within [Assignment: organization-defined time period] of the release of the updates; and,NIST SP 800-53r5
SI-2::d,SI-2,Control,d.,Incorporate flaw remediation into the organizational configuration management process.,NIST SP 800-53r5
SI-2(3)::a,SI-2(3),ControlEnhancement,(a),Measure the time between flaw identification and flaw remediation; and,NIST SP 800-53r5
SI-2(3)::b,SI-2(3),ControlEnhancement,(b),Establish the following benchmarks for taking corrective actions: [Assignment: organization-defined benchmarks].,NIST SP 800-53r5
SI-3::a,SI-3,Control,a.,Implement [Selection (one or more): signature based; non-signature based] malicious code protection mechanisms at system entry and exit points to detect and eradicate malicious code;,NIST SP 800-53r5
SI-3::b,SI-3,Control,b.,Automatically update malicious code protection mechanisms as new releases are available in accordance with organizational configuration management policy and procedures;,NIST SP 800-53r5
SI-3::c,SI-3,Control,c.,Configure malicious code protection mechanisms to:,NIST SP 800-53r5
SI-3::c.1,SI-3::c,ControlItem,1.,"Perform periodic scans of the system [Assignment: organization-defined frequency] and real-time scans of files from external sources at [Selection (one or more): endpoint; network entry and exit points] as the files are downloaded, opened, or executed in accordance with organizational policy; and",NIST SP 800-53r5
SI-3::c.2,SI-3::c,ControlItem,2.,[Selection (one or more): block malicious code; quarantine malicious code; take [Assignment: organization-defined action]]; and send alert to [Assignment: organization-defined personnel or roles] in response to malicious code detection; and,NIST SP 800-53r5
SI-3::d,SI-3,Control,d.,Address the receipt of false positives during malicious code detection and eradication and the resulting potential impact on the availability of the system.,NIST SP 800-53r5
SI-3(6)::a,SI-3(6),ControlEnhancement,(a),Test malicious code protection mechanisms [Assignment: organization-defined frequency] by introducing known benign code into the system; and,NIST SP 800-53r5
SI-3(6)::b,SI-3(6),ControlEnhancement,(b),Verify that the detection of the code and the associated incident reporting occur.,NIST SP 800-53r5
SI-3(8)::a,SI-3(8),ControlEnhancement,(a),Detect the following unauthorized operating system commands through the kernel application programming interface on [Assignment: organization-defined system hardware components]: [Assignment: organization-defined unauthorized operating system commands]; and,NIST SP 800-53r5
SI-3(8)::b,SI-3(8),ControlEnhancement,(b),[Selection (one or more): issue a warning; audit the command execution; prevent the execution of the command].,NIST SP 800-53r5
SI-3(10)::a,SI-3(10),ControlEnhancement,(a),Employ the following tools and techniques to analyze the characteristics and behavior of malicious code: [Assignment: organization-defined tools and techniques]; and,NIST SP 800-53r5
SI-3(10)::b,SI-3(10),ControlEnhancement,(b),Incorporate the results from malicious code analysis into organizational incident response and flaw remediation processes.,NIST SP 800-53r5
SI-4::a,SI-4,Control,a.,Monitor the system to detect:,NIST SP 800-53r5
SI-4::a.1,SI-4::a,ControlItem,1.,Attacks and indicators of potential attacks in accordance with the following monitoring objectives: [Assignment: organization-defined monitoring objectives]; and,NIST SP 800-53r5
SI-4::a.2,SI-4::a,ControlItem,2.,"Unauthorized local, network, and remote connections;",NIST SP 800-53r5
SI-4::b,SI-4,Control,b.,Identify unauthorized use of the system through the following techniques and methods: [Assignment: organization-defined techniques and methods];,NIST SP 800-53r5
SI-4::c,SI-4,Control,c.,Invoke internal monitoring capabilities or deploy monitoring devices:,NIST SP 800-53r5
SI-4::c.1,SI-4::c,ControlItem,1.,Strategically within the system to collect organization-determined essential information; and,NIST SP 800-53r5
SI-4::c.2,SI-4::c,ControlItem,2.,At ad hoc locations within the system to track specific types of transactions of interest to the organization;,NIST SP 800-53r5
SI-4::d,SI-4,Control,d.,Analyze detected events and anomalies;,NIST SP 800-53r5
SI-4::e,SI-4,Control,e.,"Adjust the level of system monitoring activity when there is a change in risk to organizational operations and assets, individuals, other organizations, or the Nation;",NIST SP 800-53r5
SI-4::f,SI-4,Control,f.,Obtain legal opinion regarding system monitoring activities; and,NIST SP 800-53r5
SI-4::g,SI-4,Control,g.,Provide [Assignment: organization-defined system monitoring information] to [Assignment: organization-defined personnel or roles] [Selection (one or more): as needed; [Assignment: organization-defined frequency]].,NIST SP 800-53r5
SI-4(4)::a,SI-4(4),ControlEnhancement,(a),Determine criteria for unusual or unauthorized activities or conditions for inbound and outbound communications traffic;,NIST SP 800-53r5
SI-4(4)::b,SI-4(4),ControlEnhancement,(b),Monitor inbound and outbound communications traffic [Assignment: organization-defined frequency] for [Assignment: organization-defined unusual or unauthorized activities or conditions].,NIST SP 800-53r5
SI-4(7)::a,SI-4(7),ControlEnhancement,(a),Notify [Assignment: organization-defined incident response personnel (identified by name and/or by role)] of detected suspicious events; and,NIST SP 800-53r5
SI-4(7)::b,SI-4(7),ControlEnhancement,(b),Take the following actions upon detection: [Assignment: organization-defined least-disruptive actions to terminate suspicious events].,NIST SP 800-53r5
SI-4(13)::a,SI-4(13),ControlEnhancement,(a),Analyze communications traffic and event patterns for the system;,NIST SP 800-53r5
SI-4(13)::b,SI-4(13),ControlEnhancement,(b),Develop profiles representing common traffic and event patterns; and,NIST SP 800-53r5
SI-4(13)::c,SI-4(13),ControlEnhancement,(c),Use the traffic and event profiles in tuning system-monitoring devices.,NIST SP 800-53r5
SI-4(22)::a,SI-4(22),ControlEnhancement,(a),Detect network services that have not been authorized or approved by [Assignment: organization-defined authorization or approval processes]; and,NIST SP 800-53r5
SI-4(22)::b,SI-4(22),ControlEnhancement,(b),[Selection (one or more): Audit; Alert [Assignment: organization-defined personnel or roles]] when detected.,NIST SP 800-53r5
SI-5::a,SI-5,Control,a.,"Receive system security alerts, advisories, and directives from [Assignment: organization-defined external organizations] on an ongoing basis;",NIST SP 800-53r5
SI-5::b,SI-5,Control,b.,"Generate internal security alerts, advisories, and directives as deemed necessary;",NIST SP 800-53r5
SI-5::c,SI-5,Control,c.,"Disseminate security alerts, advisories, and directives to: [Selection (one or more): [Assignment: organization-defined personnel or roles]; [Assignment: organization-defined elements within the organization]; [Assignment: organization-defined external organizations]]; and",NIST SP 800-53r5
SI-5::d,SI-5,Control,d.,"Implement security directives in accordance with established time frames, or notify the issuing organization of the degree of noncompliance.",NIST SP 800-53r5
SI-6::a,SI-6,Control,a.,Verify the correct operation of [Assignment: organization-defined security and privacy functions];,NIST SP 800-53r5
SI-6::b,SI-6,Control,b.,Perform the verification of the functions specified in SI-6a [Selection (one or more): [Assignment: organization-defined system transitional states]; upon command by user with appropriate privilege; [Assignment: organization-defined frequency]];,NIST SP 800-53r5
SI-6::c,SI-6,Control,c.,Alert [Assignment: organization-defined personnel or roles] to failed security and privacy verification tests; and,NIST SP 800-53r5
SI-6::d,SI-6,Control,d.,[Selection (one or more): Shut the system down; Restart the system; [Assignment: organization-defined alternative action(s)]] when anomalies are discovered.,NIST SP 800-53r5
SI-7::a,SI-7,Control,a.,"Employ integrity verification tools to detect unauthorized changes to the following software, firmware, and information: [Assignment: organization-defined software, firmware, and information]; and",NIST SP 800-53r5
SI-7::b,SI-7,Control,b.,"Take the following actions when unauthorized changes to the software, firmware, and information are detected: [Assignment: organization-defined actions].",NIST SP 800-53r5
SI-8::a,SI-8,Control,a.,Employ spam protection mechanisms at system entry and exit points to detect and act on unsolicited messages; and,NIST SP 800-53r5
SI-8::b,SI-8,Control,b.,Update spam protection mechanisms when new releases are available in accordance with organizational configuration management policy and procedures.,NIST SP 800-53r5
SI-10(1)::a,SI-10(1),ControlEnhancement,(a),Provide a manual override capability for input validation of the following information inputs: [Assignment: organization-defined inputs defined in the base control (SI-10)];,NIST SP 800-53r5
SI-10(1)::b,SI-10(1),ControlEnhancement,(b),Restrict the use of the manual override capability to only [Assignment: organization-defined authorized individuals]; and,NIST SP 800-53r5
SI-10(1)::c,SI-10(1),ControlEnhancement,(c),Audit the use of the manual override capability.,NIST SP 800-53r5
SI-11::a,SI-11,Control,a.,Generate error messages that provide information necessary for corrective actions without revealing information that could be exploited; and,NIST SP 800-53r5
SI-11::b,SI-11,Control,b.,Reveal error messages only to [Assignment: organization-defined personnel or roles].,NIST SP 800-53r5
SI-13::a,SI-13,Control,a.,Determine mean time to failure (MTTF) for the following system components in specific environments of operation: [Assignment: organization-defined system components]; and,NIST SP 800-53r5
SI-13::b,SI-13,Control,b.,Provide substitute system components and a means to exchange active and standby components in accordance with the following criteria: [Assignment: organization-defined MTTF substitution criteria].,NIST SP 800-53r5
SI-13(4)::a,SI-13(4),ControlEnhancement,(a),Ensure that the standby components are successfully and transparently installed within [Assignment: organization-defined time period]; and,NIST SP 800-53r5
SI-13(4)::b,SI-13(4),ControlEnhancement,(b),[Selection (one or more): Activate [Assignment: organization-defined alarm]; Automatically shut down the system; [Assignment: organization-defined action]].,NIST SP 800-53r5
SI-14(2)::a,SI-14(2),ControlEnhancement,(a),[Selection: Refresh [Assignment: organization-defined information] [Assignment: organization-defined frequency]; Generate [Assignment: organization-defined information] on demand]; and,NIST SP 800-53r5
SI-14(2)::b,SI-14(2),ControlEnhancement,(b),Delete information when no longer needed.,NIST SP 800-53r5
SI-18::a,SI-18,Control,a.,"Check the accuracy, relevance, timeliness, and completeness of personally identifiable information across the information life cycle [Assignment: organization-defined frequency]; and",NIST SP 800-53r5
SI-18::b,SI-18,Control,b.,Correct or delete inaccurate or outdated personally identifiable information.,NIST SP 800-53r5
SI-19::a,SI-19,Control,a.,Remove the following elements of personally identifiable information from datasets: [Assignment: organization-defined elements of personally identifiable information]; and,NIST SP 800-53r5
SI-19::b,SI-19,Control,b.,Evaluate [Assignment: organization-defined frequency] for effectiveness of de-identification.,NIST SP 800-53r5
SI-22::a,SI-22,Control,a.,Identify the following alternative sources of information for [Assignment: organization-defined essential functions and services]: [Assignment: organization-defined alternative information sources]; and,NIST SP 800-53r5
SI-22::b,SI-22,Control,b.,Use an alternative information source for the execution of essential functions or services on [Assignment: organization-defined systems or system components] when the primary source of information is corrupted or unavailable.,NIST SP 800-53r5
SI-23::a,SI-23,Control,a.,Fragment the following information: [Assignment: organization-defined information]; and,NIST SP 800-53r5
SI-23::b,SI-23,Control,b.,Distribute the fragmented information across the following systems or system components: [Assignment organization-defined systems or system components].,NIST SP 800-53r5
SR-1::a,SR-1,Control,a.,"Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]:",NIST SP 800-53r5
SR-1::a.1,SR-1::a,ControlItem,1.,[Selection (one or more): Organization-level; Mission/business process-level; System-level] supply chain risk management policy that:,NIST SP 800-53r5
SR-1::a.1.a,SR-1::a.1,ControlItem,(a),"Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and",NIST SP 800-53r5
SR-1::a.1.b,SR-1::a.1,ControlItem,(b),"Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and",NIST SP 800-53r5
SR-1::a.2,SR-1::a,ControlItem,2.,Procedures to facilitate the implementation of the supply chain risk management policy and the associated supply chain risk management controls;,NIST SP 800-53r5
SR-1::b,SR-1,Control,b.,"Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the supply chain risk management policy and procedures; and",NIST SP 800-53r5
SR-1::c,SR-1,Control,c.,Review and update the current supply chain risk management:,NIST SP 800-53r5
SR-1::c.1,SR-1::c,ControlItem,1.,Policy [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]; and,NIST SP 800-53r5
SR-1::c.2,SR-1::c,ControlItem,2.,Procedures [Assignment: organization-defined frequency] and following [Assignment: organization-defined events].,NIST SP 800-53r5
SR-2::a,SR-2,Control,a.,"Develop a plan for managing supply chain risks associated with the research and development, design, manufacturing, acquisition, delivery, integration, operations and maintenance, and disposal of the following systems, system components or system services: [Assignment: organization-defined systems, system components, or system services];",NIST SP 800-53r5
SR-2::b,SR-2,Control,b.,"Review and update the supply chain risk management plan [Assignment: organization-defined frequency] or as required, to address threat, organizational or environmental changes; and",NIST SP 800-53r5
SR-2::c,SR-2,Control,c.,Protect the supply chain risk management plan from unauthorized disclosure and modification.,NIST SP 800-53r5
SR-3::a,SR-3,Control,a.,Establish a process or processes to identify and address weaknesses or deficiencies in the supply chain elements and processes of [Assignment: organization-defined system or system component] in coordination with [Assignment: organization-defined supply chain personnel];,NIST SP 800-53r5
