bill_clause_id,bill_section_id,bill_proposed_section_id,path,kind,label,quoted_matter,text,source_document
BILL-101(c)(10)(B)(iii),BILL-SEC-101,,(c)(10)(B)(iii),clause,iii,yes,(iii) the National Cyber Director is responsible for developing the overall cybersecurity strategy of the United States and advising the President on matters relating to cybersecurity.’’;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(2)#2,BILL-SEC-101,,(c)(2),paragraph,2,no,"(2) in section 3553, as amended by section 1705 of the William M. (Mac) Thornberry National Defense Authorization Act for Fiscal Year 2021 (Public Law 116–283)—","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(2)(A),BILL-SEC-101,,(c)(2)(A),subparagraph,A,no,(A) in subsection (a)—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(2)(A)(i),BILL-SEC-101,,(c)(2)(A)(i),clause,i,no,(i) in paragraph (1)—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(2)(A)(i)(I),BILL-SEC-101,,(c)(2)(A)(i)(I),subclause,I,no,"(I) by striking ‘‘developing and’’ and inserting ‘‘in coordination with the Director of the Cybersecurity and Infrastructure Security Agency,’’; and","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(2)(A)(i)(II),BILL-SEC-101,,(c)(2)(A)(i)(II),subclause,II,no,(II) by inserting ‘‘and associated verification specifications’’ before ‘‘promulgated’’; and,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(2)(A)(ii),BILL-SEC-101,,(c)(2)(A)(ii),clause,ii,no,"(ii) in paragraph (5), by inserting ‘‘, in coordination with the Director of the Cybersecurity and Infrastructure Security Agency,’’ before ‘‘agency compliance’’;","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(2)(B),BILL-SEC-101,,(c)(2)(B),subparagraph,B,no,(B) in subsection (b)—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(2)(B)(i),BILL-SEC-101,,(c)(2)(B)(i),clause,i,no,(i) by striking the subsection heading and inserting ‘‘CYBERSECURITY AND INFRASTRUCTURE SECURITY AGENCY’’;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(2)(B)(ii),BILL-SEC-101,,(c)(2)(B)(ii),clause,ii,no,"(ii) in the matter preceding paragraph (1), by striking ‘‘the Secretary’’ and inserting ‘‘the Director of the Cybersecurity and Infrastructure Security Agency’’;","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(2)(B)(iii),BILL-SEC-101,,(c)(2)(B)(iii),clause,iii,no,(iii) in paragraph (2)—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(2)(B)(iii)(I),BILL-SEC-101,,(c)(2)(B)(iii)(I),subclause,I,no,"(I) in subparagraph (A), by inserting ‘‘and reporting requirements under subchapter IV of this title’’ after ‘‘section 3556’’; and","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(2)(B)(iii)(II),BILL-SEC-101,,(c)(2)(B)(iii)(II),subclause,II,no,"(II) in subparagraph (D), by striking ‘‘the Director or Secretary’’ and inserting ‘‘the Director of the Cybersecurity and Infrastructure Security Agency’’;","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(2)(B)(iv),BILL-SEC-101,,(c)(2)(B)(iv),clause,iv,no,"(iv) in paragraph (5), by striking ‘‘coordinating’’ and inserting ‘‘leading the coordination of’’;","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(2)(B)(v),BILL-SEC-101,,(c)(2)(B)(v),clause,v,no,(v) in paragraph (6)—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(2)(B)(v)(I),BILL-SEC-101,,(c)(2)(B)(v)(I),subclause,I,no,"(I) in the matter preceding subparagraph (A), by inserting ‘‘and verifications specifications’’ before ‘‘promulgated under’’;","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(2)(B)(v)(II),BILL-SEC-101,,(c)(2)(B)(v)(II),subclause,II,no,"(II) in subparagraph (C), by striking ‘‘and’’ at the end;","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(2)(B)(v)(III),BILL-SEC-101,,(c)(2)(B)(v)(III),subclause,III,no,"(III) in subparagraph (D), by adding ‘‘and’’ at the end; and","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(2)(B)(v)(IV),BILL-SEC-101,,(c)(2)(B)(v)(IV),subclause,IV,no,(IV) by adding at the end the following:,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(2)(E),BILL-SEC-101,,(c)(2)(E),subparagraph,E,yes,"(E) taking any other action that the Director of the Cybersecurity and Infrastructure Security Agency, in consultation with the Director—","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(2)(E)(i),BILL-SEC-101,,(c)(2)(E)(i),clause,i,yes,(i) may determine necessary; and,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(2)(E)(ii),BILL-SEC-101,,(c)(2)(E)(ii),clause,ii,yes,(ii) is authorized to perform;’’;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(2)(E)(vi),BILL-SEC-101,,(c)(2)(E)(vi),clause,vi,no,"(vi) in paragraph (8), by striking ‘‘the Secretary’s discretion’’ and inserting ‘‘the Director of the Cybersecurity and Infrastructure Security Agency’s discretion’’; and","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(2)(E)(vii),BILL-SEC-101,,(c)(2)(E)(vii),clause,vii,no,"(vii) in paragraph (9), by striking ‘‘as the Director or the Secretary, in consultation with the Director,’’ and inserting ‘‘as the Director of the Cybersecurity and Infrastructure Security Agency’’;","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(2)(C),BILL-SEC-101,,(c)(2)(C),subparagraph,C,no,(C) in subsection (c)—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(2)(C)(i),BILL-SEC-101,,(c)(2)(C)(i),clause,i,no,"(i) in paragraph (4), by striking ‘‘and’’ at the end;","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(2)(C)(ii),BILL-SEC-101,,(c)(2)(C)(ii),clause,ii,no,(ii) by redesignating paragraph (5) as paragraph (7); and,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(2)(C)(iii),BILL-SEC-101,,(c)(2)(C)(iii),clause,iii,no,(iii) by inserting after paragraph (4) the following:,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(5)#2,BILL-SEC-101,,(c)(5),paragraph,5,yes,(5) an assessment of agency use of automated verification of standards for the standards promulgated under section 11331 of title 40 using verification specifications;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(6),BILL-SEC-101,,(c)(6),paragraph,6,yes,(6) a summary of each assessment of Federal risk posture performed under subsection (i); and’’;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(6)(D),BILL-SEC-101,,(c)(6)(D),subparagraph,D,no,"(D) in subsection (f)(2)(B), by striking ‘‘conflict with’’ and inserting ‘‘reduce the security posture of agencies established under’’;","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(6)(E),BILL-SEC-101,,(c)(6)(E),subparagraph,E,no,"(E) by redesignating subsections (i), (j), (k), and (l) as subsections (j), (k), (l), and (m) respectively;","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(6)(F),BILL-SEC-101,,(c)(6)(F),subparagraph,F,no,(F) by inserting after subsection (h) the following:,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(6)(F)(i),BILL-SEC-101,,(c)(6)(F)(i),clause,i,yes,"(i) FEDERAL RISK ASSESSMENTS.—The Director of the Cybersecurity and Infrastructure Security Agency, in coordination with the Director, shall perform, on an ongoing and continuous basis, assessments of Federal risk posture using any available information on the cybersecurity posture of agencies, including—","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(1)#2,BILL-SEC-101,,(c)(1),paragraph,1,yes,(1) the status of agency cybersecurity remedial actions described in section 3554(b)(7);,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(2)#3,BILL-SEC-101,,(c)(2),paragraph,2,yes,(2) any vulnerability information relating to the systems of an agency that is known by the agency;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(3)#2,BILL-SEC-101,,(c)(3),paragraph,3,yes,(3) analysis of incident information under section 3597;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(4),BILL-SEC-101,,(c)(4),paragraph,4,yes,(4) evaluation of penetration testing performed under section 3559A;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(5)#3,BILL-SEC-101,,(c)(5),paragraph,5,yes,(5) evaluation of vulnerability disclosure program information under section 3559B;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(6)#2,BILL-SEC-101,,(c)(6),paragraph,6,yes,(6) evaluation of agency threat hunting results;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(7),BILL-SEC-101,,(c)(7),paragraph,7,yes,(7) evaluation of Federal and non-Federal threat intelligence;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(8)#2,BILL-SEC-101,,(c)(8),paragraph,8,yes,"(8) data on compliance with standards issued under section 11331 of title 40 that, when appropriate, uses verification specifications;","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(9)#2,BILL-SEC-101,,(c)(9),paragraph,9,yes,(9) agency system risk assessments performed under section 3554(a)(1)(A); and,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(10)#2,BILL-SEC-101,,(c)(10),paragraph,10,yes,(10) any other information the Secretary determines relevant.’’; and,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(10)(G),BILL-SEC-101,,(c)(10)(G),subparagraph,G,no,"(G) in subsection (j), as so redesignated—","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(10)(G)(i),BILL-SEC-101,,(c)(10)(G)(i),clause,i,no,(i) by striking ‘‘regarding the specific’’ and inserting ‘‘that includes a summary of—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(1)#3,BILL-SEC-101,,(c)(1),paragraph,1,yes,(1) the specific’’;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(1)(ii),BILL-SEC-101,,(c)(1)(ii),clause,ii,no,"(ii) in paragraph (1), as so designated, by striking the period at the end and inserting ‘‘; and’’ and","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(1)(iii),BILL-SEC-101,,(c)(1)(iii),clause,iii,no,(iii) by adding at the end the following:,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(2)#4,BILL-SEC-101,,(c)(2),paragraph,2,yes,(2) the trends identified in the Federal risk assessment performed under subsection (i).’’;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(3)#3,BILL-SEC-101,,(c)(3),paragraph,3,no,(3) in section 3554—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(3)(A),BILL-SEC-101,,(c)(3)(A),subparagraph,A,no,(A) in subsection (a)—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(3)(A)(i),BILL-SEC-101,,(c)(3)(A)(i),clause,i,no,(i) in paragraph (1)—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(3)(A)(i)(I),BILL-SEC-101,,(c)(3)(A)(i)(I),subclause,I,no,"(I) by redesignating subparagraphs (A), (B), and (C) as subparagraphs (B), (C), and (D), respectively;","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(3)(A)(i)(II),BILL-SEC-101,,(c)(3)(A)(i)(II),subclause,II,no,"(II) by inserting before subparagraph (B), as so redesignated, the following:","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(3)(A)#2,BILL-SEC-101,,(c)(3)(A),subparagraph,A,yes,"(A) performing, not less frequently than once every 2 years or based on a significant change to system architecture or security posture, an agency system risk assessment that—","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(3)(A)(i)#2,BILL-SEC-101,,(c)(3)(A)(i),clause,i,yes,(i) identifies and documents the high value assets of the agency using guidance from the Director;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(3)(A)(ii),BILL-SEC-101,,(c)(3)(A)(ii),clause,ii,yes,"(ii) evaluates the data assets inventoried under section 3511 of title 44 for sensitivity to compromises in confidentiality, integrity, and availability;","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(3)(A)(iii),BILL-SEC-101,,(c)(3)(A)(iii),clause,iii,yes,(iii) identifies agency systems that have access to or hold the data assets inventoried under section 3511 of title 44;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(3)(A)(iv),BILL-SEC-101,,(c)(3)(A)(iv),clause,iv,yes,"(iv) evaluates the threats facing agency systems and data, including high value assets, based on Federal and non- Federal cyber threat intelligence products, where available;","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(3)(A)(v),BILL-SEC-101,,(c)(3)(A)(v),clause,v,yes,"(v) evaluates the vulnerability of agency systems and data, including high value assets, based on—","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(3)(A)(v)(I),BILL-SEC-101,,(c)(3)(A)(v)(I),subclause,I,yes,(I) the results of penetration testing performed by the Department of Homeland Security under section 3553(b)(9);,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(3)(A)(v)(II),BILL-SEC-101,,(c)(3)(A)(v)(II),subclause,II,yes,(II) the results of penetration testing performed under section 3559A;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(3)(A)(v)(III),BILL-SEC-101,,(c)(3)(A)(v)(III),subclause,III,yes,(III) information provided to the agency through the vulnerability disclosure program of the agency under section 3559B;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(3)(A)(v)(IV),BILL-SEC-101,,(c)(3)(A)(v)(IV),subclause,IV,yes,(IV) incidents; and,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
