guidelineprovision_id,guideline_id,schedule_id,label,level,text,act_section_refs,schedule_refs,para_refs,source_document
S2-P22-c1,S2-P22,SCH-II,(1),num,"Procedures for identifying, reporting and resolving problems, such as non-functioning of Certifying Authority’s system; breaches in Information Technology security; and hacking, shall be established and communicated to all personnel concerned. It shall include emergency procedures. Periodic reports shall be submitted for management review.",,,,KB 2/India/Information Technology Act 2000.pdf
S2-P22-c2,S2-P22,SCH-II,(2),num,A help desk shall be set up to assist users in the resolution of problems.,,,,KB 2/India/Information Technology Act 2000.pdf
S2-P22-c3,S2-P22,SCH-II,(3),num,"A system for recording, tracking and reporting the status of reported problems shall be established to ensure that they are promptly managed and resolved with minimal impact on the user of the computing resources.",,,,KB 2/India/Information Technology Act 2000.pdf
S2-P23-c1,S2-P23,SCH-II,(1),num,Emergency response procedures for all activities connected with computer operation shall be developed and documented. These procedures should be reviewed periodically.,,,,KB 2/India/Information Technology Act 2000.pdf
S2-P23-c2,S2-P23,SCH-II,(2),num,Emergency drills should be held periodically to ensure that the documented emergency procedures are effective.,,,,KB 2/India/Information Technology Act 2000.pdf
S2-P24-c1,S2-P24,SCH-II,(1),num,Commitment shall be obtained in writing from computer equipment and supplies vendors to replace critical equipment and supplies within a specified period of time following a destruction of the computing facility.,,,,KB 2/India/Information Technology Act 2000.pdf
S2-P24-c2,S2-P24,SCH-II,(2),num,The business continuity plan shall be developed which inter alia include the procedures for emergency ordering of the equipment and availability of the services.,,,,KB 2/India/Information Technology Act 2000.pdf
S2-P24-c3,S2-P24,SCH-II,(3),num,The need for backup hardware and other peripherals should be evaluated in accordance to business needs.,,,,KB 2/India/Information Technology Act 2000.pdf
S2-P25-c1,S2-P25,SCH-II,(1),num,"All security related incidents must be reported to a central coordinator, appointed by the management to coordinate and handle security related incidents. This central coordinator shall be the single point of contact at the organization.",,,,KB 2/India/Information Technology Act 2000.pdf
S2-P25-c2,S2-P25,SCH-II,(2),num,"All incidents reported, actions taken, follow-up actions, and other related information shall be documented.",,,,KB 2/India/Information Technology Act 2000.pdf
S2-P25-c3,S2-P25,SCH-II,(3),num,"Procedures shall be defined for dealing with all security related incidents, including malicious software, break-ins from networks, software bugs which compromised the security of the system.",,,,KB 2/India/Information Technology Act 2000.pdf
S2-P26-c1,S2-P26,SCH-II,(1),num,"Disaster recovery plan shall be developed, properly documented, tested and maintained to ensure that in the event of a failure of the information system or destruction of the facility, essential level of service will be provided. The disaster recovery framework should include:",,,,KB 2/India/Information Technology Act 2000.pdf
S2-P26-c1-a,S2-P26,SCH-II,(1)(a),alpha,"emergency procedures, describing the immediate action to be taken in case of a major incident",,,,KB 2/India/Information Technology Act 2000.pdf
S2-P26-c1-b,S2-P26,SCH-II,(1)(b),alpha,"fall back procedure, describing the actions to be taken to relocate essential activities or support services to a backup site",,,,KB 2/India/Information Technology Act 2000.pdf
S2-P26-c1-c,S2-P26,SCH-II,(1)(c),alpha,"restoration procedures, describing the action to be taken to return to normal operation at the original site",,,,KB 2/India/Information Technology Act 2000.pdf
S2-P26-c2,S2-P26,SCH-II,(2),num,The documentation should include:,,,,KB 2/India/Information Technology Act 2000.pdf
S2-P26-c2-a,S2-P26,SCH-II,(2)(a),alpha,definition of a disaster;,,,,KB 2/India/Information Technology Act 2000.pdf
S2-P26-c2-b,S2-P26,SCH-II,(2)(b),alpha,condition for activating the plan;,,,,KB 2/India/Information Technology Act 2000.pdf
S2-P26-c2-c,S2-P26,SCH-II,(2)(c),alpha,stages of a crisis;,,,,KB 2/India/Information Technology Act 2000.pdf
S2-P26-c2-d,S2-P26,SCH-II,(2)(d),alpha,who will make decisions in the crisis;,,,,KB 2/India/Information Technology Act 2000.pdf
S2-P26-c2-e,S2-P26,SCH-II,(2)(e),alpha,role of individuals for each component of the plan;,,,,KB 2/India/Information Technology Act 2000.pdf
S2-P26-c2-f,S2-P26,SCH-II,(2)(f),alpha,composition of the recovery team; and,,,,KB 2/India/Information Technology Act 2000.pdf
S2-P26-c2-g,S2-P26,SCH-II,(2)(g),alpha,decision making process for return to normal operation.,,,,KB 2/India/Information Technology Act 2000.pdf
S2-P26-c3,S2-P26,SCH-II,(3),num,"Specific disaster management plan for critical applications shall be developed, documented, tested and maintained on a regular basis.",,,,KB 2/India/Information Technology Act 2000.pdf
S2-P26-c4,S2-P26,SCH-II,(4),num,Responsibilities and reporting structure shall be clearly defined which will take effect immediately on the declaration of a disaster.,,,,KB 2/India/Information Technology Act 2000.pdf
S2-P26-c5,S2-P26,SCH-II,(5),num,Each component/aspect of the plan should have a person and a backup assigned to its execution.,,,,KB 2/India/Information Technology Act 2000.pdf
S2-P26-c6,S2-P26,SCH-II,(6),num,Periodic training of personnel and users associated with computer system and network should be conducted defining their roles and responsibilities in the event of a disaster.,,,,KB 2/India/Information Technology Act 2000.pdf
S2-P26-c7,S2-P26,SCH-II,(7),num,"Test plan shall be developed, documented and maintained. Periodic tests shall be carried out to test the effectiveness of the procedures in the plan. The results of the tests shall be documented for management review.",,,,KB 2/India/Information Technology Act 2000.pdf
S2-P26-c8,S2-P26,SCH-II,(8),num,Disaster recovery plan should be updated regularly to ensure its continuing effectiveness.,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P1-t1,S3-P1,SCH-III,,text,"This document prescribes security guidelines for the management and operation of Certifying Authorities (CAs) and is aimed at protecting the integrity, confidentiality and availability of their services, data and systems. These guidelines apply to Certifying Authorities that perform all the functions associated with generation, issue and management of Digital Signature Certificate such as:",,,,KB 2/India/Information Technology Act 2000.pdf
S3-P1-c1,S3-P1,SCH-III,(1),num,"Verification of registration, suspension and revocation request;",,,,KB 2/India/Information Technology Act 2000.pdf
S3-P1-c2,S3-P1,SCH-III,(2),num,"Generation, issuance, suspension and revocation of Digital Signature Certificates; and",,,,KB 2/India/Information Technology Act 2000.pdf
S3-P1-c3,S3-P1,SCH-III,(3),num,"Publication and archival of Digital Signature Certificates, suspension and revocation of information.",,,,KB 2/India/Information Technology Act 2000.pdf
S3-P2-t1,S3-P2,SCH-III,,text,The Certifying Authority shall define Information Technology security policies for its operation on the lines defined in Schedule-II and Schedule-III. The policy shall be communicated to all personnel and widely published throughout the organisation to ensure that the personnel follow the policies.,,II;III,,KB 2/India/Information Technology Act 2000.pdf
S3-P3-c1,S3-P3,SCH-III,(1),num,"The site location, design, construction and physical security of the operational site of Certifying Authority shall be in accordance with para 4 of the Information Technology Security Guidelines given at Schedule-II.",,II,4,KB 2/India/Information Technology Act 2000.pdf
S3-P3-c2,S3-P3,SCH-III,(2),num,"Physical access to the operational site housing computer servers, PKI server, communications and network devices shall be controlled and restricted to the authorized individuals only in accordance with para 4.4 of the Information Technology Security Guidelines given at Schedule-II.",,II,4.4,KB 2/India/Information Technology Act 2000.pdf
S3-P3-c3,S3-P3,SCH-III,(3),num,A Certifying Authority must:,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P3-c3-i,S3-P3,SCH-III,(3)(i),roman,"ensure that the operational site housing PKI servers, communications and networks is protected with fire suppression system in accordance with para 4.2 of the Information Technology Security Guidelines given at Schedule-II.",,II,4.2,KB 2/India/Information Technology Act 2000.pdf
S3-P3-c3-ii,S3-P3,SCH-III,(3)(ii),roman,ensure that power and air-conditioning facilities are installed in accordance with para 4.1 of the Information Technology Security Guidelines given at Schedule-II.,,II,4.1,KB 2/India/Information Technology Act 2000.pdf
S3-P3-c3-iii,S3-P3,SCH-III,(3)(iii),roman,"ensure that all removable media and papers containing sensitive or plain text information are listed, documented and stored in a container properly identified.",,,,KB 2/India/Information Technology Act 2000.pdf
S3-P3-c3-iv,S3-P3,SCH-III,(3)(iv),roman,ensure unescorted access to Certifying Authority’s server is limited to those personnel identified on an access list.,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P3-c3-v,S3-P3,SCH-III,(3)(v),roman,ensure that the exact location of Digital Signature Certification System shall not be publicly identified.,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P3-c3-vi,S3-P3,SCH-III,(3)(vi),roman,ensure that access security system is installed to control and audit access to the Digital Signature Certification System.,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P3-c3-vii,S3-P3,SCH-III,(3)(vii),roman,ensure that dual control over the inventory and access cards/keys are in place.,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P3-c3-viii,S3-P3,SCH-III,(3)(viii),roman,ensure that up-to-date list of personnel who possess the access cards/keys is maintained at the Certifying Authority’s operational site. Loss of access cards/keys shall be reported immediately to the Security Administrator; who shall take appropriate actions to prevent unauthorised access.,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P3-c3-ix,S3-P3,SCH-III,(3)(ix),roman,ensure personnel not on the access list are properly escorted and supervised.,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P3-c3-x,S3-P3,SCH-III,(3)(x),roman,ensure a site access log is maintained at the Certifying Authority’s operational site and inspected periodically.,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P3-c4,S3-P3,SCH-III,(4),num,"Multi-tiered access mechanism must be installed at the Certifying Authority’s operational site. The facility should have clearly laid out security zones within its facility with well-defined access rights to each security zone. Each security zone must be separated from the other by floor to ceiling concrete reinforced walls. Alarm and intrusion detection system must be installed at every stage with adequate power backup capable of continuing operation even in the event of loss of main power. Electrical/Electronic circuits to external security alarm monitoring service (if used) must be supervised. No single person must have complete access to PKI Server, root keys or any computer system or network device on his/her own.",,,,KB 2/India/Information Technology Act 2000.pdf
S3-P3-c5,S3-P3,SCH-III,(5),num,"Entrance to the main building where the Certifying Authority’s facilities such as Data Centre, PKI Server and Network devices are housed and entrance to each security zone must be video recorded round the clock. The recording should be carefully scrutinized and maintained for at least one year.",,,,KB 2/India/Information Technology Act 2000.pdf
S3-P3-c6,S3-P3,SCH-III,(6),num,A Certifying Authority site must be manually or electronically monitored for unauthorised intrusion at all times in accordance with the Information Technology Security Guidelines given at Schedule-II.,,II,,KB 2/India/Information Technology Act 2000.pdf
S3-P3-c7,S3-P3,SCH-III,(7),num,Computer System/PKI Server performing Digital Signature Certification function shall be located in a dedicated room or partition to facilitate enforcement of physical access control. The entry and exit of the said room or partition shall be automatically locked with time stamps and shall be reviewed daily by the Security Administrator.,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P3-c8,S3-P3,SCH-III,(8),num,"Access to infrastructure components essential to operation of Certifying Authority such as power control panels, communication infrastructure, Digital Signature Certification system, cabling, etc. shall be restricted to authorised personnel.",,,,KB 2/India/Information Technology Act 2000.pdf
S3-P3-c9,S3-P3,SCH-III,(9),num,By-pass or deactivation of normal physical security arrangements shall be authorised and documented by security personnel.,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P3-c10,S3-P3,SCH-III,(10),num,Intrusion detection systems shall be used to monitor and record physical access to the Digital Signature Certification system during and after office hours.,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P3-c11,S3-P3,SCH-III,(11),num,Computer System or PKI Server performing the Digital Signature Certification functions shall be dedicated to those functions and should not be used for any other purposes.,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P3-c12,S3-P3,SCH-III,(12),num,System software shall be verified for integrity in accordance with para 15 of the Information Technology Security Guidelines given at Schedule-II.,,II,15,KB 2/India/Information Technology Act 2000.pdf
S3-P4-t1,S3-P4,SCH-III,,text,"A Certifying Authority must ensure that storage media used by his system are protected from environment threats such as temperature, humidity and magnetic and are transported and managed in accordance with para 8.3 and para 8.4 of the Information Technology Security Guidelines given at Schedule-II.",,II,8.3;8.4,KB 2/India/Information Technology Act 2000.pdf
S3-P5-t1,S3-P5,SCH-III,,text,"All media used for storage of information pertaining to all functions associated with generation, production, issue and management of Digital Signature Certificate shall be scrutinized before being destroyed or released for disposal.",,,,KB 2/India/Information Technology Act 2000.pdf
S3-P6-t1,S3-P6,SCH-III,,text,"A Certifying Authority must ensure that facility used for off-site backup, if any, shall be within the country and shall have the same level of security as the primary Certifying Authority site.",,,,KB 2/India/Information Technology Act 2000.pdf
S3-P7-c1,S3-P7,SCH-III,(1),num,"The components of the Certifying Authority infrastructure (e.g. cryptographic algorithm and its key parameters, operating system, system software, computer system, PKI server, firewalls, physical security, system security etc.) shall be reviewed every year for new technology risks and appropriate action plan shall be developed to manage the risks identified for each component.",,,,KB 2/India/Information Technology Act 2000.pdf
S3-P7-c2,S3-P7,SCH-III,(2),num,"The application software, system software and hardware, which are procured from questionable sources, shall not be installed and used for any function associated with generation and management of Digital Signature Certificate.",,,,KB 2/India/Information Technology Act 2000.pdf
S3-P7-c3,S3-P7,SCH-III,(3),num,Software updates and patches shall be reviewed for security implications before being implemented on Certifying Authority’s system.,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P7-c4,S3-P7,SCH-III,(4),num,Software updates and patches to rectify security vulnerability in critical systems used for Certifying Authority’s operation shall be promptly reviewed and implemented.,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P7-c5,S3-P7,SCH-III,(5),num,Information on the software updates and patches and their implementation on Certifying Authority’s system shall be clearly and properly documented.,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P8-c1,S3-P8,SCH-III,(1),num,"Certifying Authority’s systems shall be protected to ensure network access control to critical systems and services from other systems in accordance with para 17, para 18, para 19 and para 20 of the Information Technology Security Guidelines given at Schedule-II.",,II,17;18;19;20,KB 2/India/Information Technology Act 2000.pdf
S3-P8-c2,S3-P8,SCH-III,(2),num,Network connections from the Certifying Authority’s system to external networks shall be restricted to only those connections which are essential to facilitate Certifying Authority’s functional processes and services. Such network connections to the external network shall be properly secured and monitored regularly.,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P8-c3,S3-P8,SCH-III,(3),num,"Network connections should be initiated by the systems performing the functions of generation and management of Digital Signature Certificate to connect those systems performing the registration and repository functions but not vice versa. If this is not possible, compensating controls (e.g. use of proxy servers) shall be implemented to protect the systems performing the function of generation and management of Digital Signature Certificate from potential attacks.",,,,KB 2/India/Information Technology Act 2000.pdf
S3-P8-c4,S3-P8,SCH-III,(4),num,"Systems performing the Digital Signature Certification function should be isolated to minimise their exposure to attempts to compromise the confidentiality, integrity and availability of the certification function.",,,,KB 2/India/Information Technology Act 2000.pdf
S3-P8-c5,S3-P8,SCH-III,(5),num,"Communication between the Certifying Authority systems connected on a network shall be secure to ensure confidentiality and integrity of the information. For example, communications between the Certifying Authority’s systems connected on a network should be encrypted and digitally signed.",,,,KB 2/India/Information Technology Act 2000.pdf
S3-P8-c6,S3-P8,SCH-III,(6),num,Intrusion detection tools should be deployed to monitor critical networks and perimeter networks and alert administrators of network intrusions and penetration attempts in a timely manner.,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P9.1-c1,S3-P9.1,SCH-III,(1),num,The Certifying Authority shall maintain record of all events relating to the security of his system. The records should be maintained in audit log file and shall include such events as:,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P9.1-c1-i,S3-P9.1,SCH-III,(1)(i),roman,System start-up and shutdown;,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P9.1-c1-ii,S3-P9.1,SCH-III,(1)(ii),roman,Certifying Authority’s application start-up and shutdown;,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P9.1-c1-iii,S3-P9.1,SCH-III,(1)(iii),roman,"Attempts to create, remove, set passwords or change the system privileges of the PKI Master Officer, PKI Officer, or PKI Administrator;",,,,KB 2/India/Information Technology Act 2000.pdf
S3-P9.1-c1-iv,S3-P9.1,SCH-III,(1)(iv),roman,Changes to keys of the Certifying Authority or any of his other details;,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P9.1-c1-v,S3-P9.1,SCH-III,(1)(v),roman,"Changes to Digital Signature Certificate creation policies, e.g. validity period;",,,,KB 2/India/Information Technology Act 2000.pdf
S3-P9.1-c1-vi,S3-P9.1,SCH-III,(1)(vi),roman,Login and logoff attempts;,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P9.1-c1-vii,S3-P9.1,SCH-III,(1)(vii),roman,Unauthorised attempts at network access to the Certifying Authority’s system;,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P9.1-c1-viii,S3-P9.1,SCH-III,(1)(viii),roman,Unauthorised attempts to access system files;,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P9.1-c1-ix,S3-P9.1,SCH-III,(1)(ix),roman,Generation of own keys;,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P9.1-c1-x,S3-P9.1,SCH-III,(1)(x),roman,Creation and revocation of Digital Signature Certificates;,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P9.1-c1-xi,S3-P9.1,SCH-III,(1)(xi),roman,"Attempts to initialize remove, enable, and disable subscribers, and update and recover their keys;",,,,KB 2/India/Information Technology Act 2000.pdf
S3-P9.1-c1-xii,S3-P9.1,SCH-III,(1)(xii),roman,Failed read-and-write operations on the Digital Signature Certificate and Certificate Revocation List (CRL) directory.,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P9.1-c2,S3-P9.1,SCH-III,(2),num,Monitoring and Audit Logs,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P9.1-c2-i,S3-P9.1,SCH-III,(2)(i),roman,A Certifying Authority should consider the use of automated security management and monitoring tools providing an integrated view of the security situation at any point in time. Records of the following application transactions shall be maintained:,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P9.1-c2-i-a,S3-P9.1,SCH-III,(2)(i)(a),alpha,Registration;,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P9.1-c2-i-b,S3-P9.1,SCH-III,(2)(i)(b),alpha,Certification;,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P9.1-c2-i-c,S3-P9.1,SCH-III,(2)(i)(c),alpha,Publication;,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P9.1-c2-i-d,S3-P9.1,SCH-III,(2)(i)(d),alpha,Suspension; and,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P9.1-c2-i-e,S3-P9.1,SCH-III,(2)(i)(e),alpha,Revocation.,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P9.1-c2-ii,S3-P9.1,SCH-III,(2)(ii),roman,Records and log files shall be reviewed regularly for the following activities:,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P9.1-c2-ii-a,S3-P9.1,SCH-III,(2)(ii)(a),alpha,Misuse;,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P9.1-c2-ii-b,S3-P9.1,SCH-III,(2)(ii)(b),alpha,Errors;,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P9.1-c2-ii-c,S3-P9.1,SCH-III,(2)(ii)(c),alpha,Security violations;,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P9.1-c2-ii-d,S3-P9.1,SCH-III,(2)(ii)(d),alpha,Execution of privileged functions;,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P9.1-c2-ii-e,S3-P9.1,SCH-III,(2)(ii)(e),alpha,Change in access control lists;,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P9.1-c2-ii-f,S3-P9.1,SCH-III,(2)(ii)(f),alpha,Change in system configuration.,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P9.1-c3,S3-P9.1,SCH-III,(3),num,"All logs, whether maintained through electronic or manual means, should contain the date and time of the event, and the identity of the subscriber/subordinate/entity which caused the event.",,,,KB 2/India/Information Technology Act 2000.pdf
S3-P9.1-c4,S3-P9.1,SCH-III,(4),num,"A Certifying Authority should also collect and consolidate, either electronically or manually, security information which may not be generated by his system, such as:",,,,KB 2/India/Information Technology Act 2000.pdf
S3-P9.1-c4-i,S3-P9.1,SCH-III,(4)(i),roman,Physical access logs;,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P9.1-c4-ii,S3-P9.1,SCH-III,(4)(ii),roman,System configuration changes and maintenance;,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P9.1-c4-iii,S3-P9.1,SCH-III,(4)(iii),roman,Personnel changes;,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P9.1-c4-iv,S3-P9.1,SCH-III,(4)(iv),roman,Discrepancy and compromise reports;,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P9.1-c4-v,S3-P9.1,SCH-III,(4)(v),roman,"Records of the destruction of media containing key material, activation data, or personal subscriber information.",,,,KB 2/India/Information Technology Act 2000.pdf
S3-P9.1-c5,S3-P9.1,SCH-III,(5),num,"To facilitate decision-making, all agreements and correspondence relating to services provided by Certifying Authority should be collected and consolidated, either electronically or manually, at a single location.",,,,KB 2/India/Information Technology Act 2000.pdf
S3-P9.2-t1,S3-P9.2,SCH-III,,text,"The Certifying Authority must ensure that its audit logs are reviewed by its personnel at least once every two weeks and all significant events are detailed in an audit log summary. Such reviews should involve verifying that the log has not been tampered with, and then briefly inspecting all log entries, with a more thorough investigation of any alerts or irregularities in the logs. Action taken following these reviews must be documented.",,,,KB 2/India/Information Technology Act 2000.pdf
S3-P9.3-t1,S3-P9.3,SCH-III,,text,The Certifying Authority must retain its audit logs onsite for at least twelve months and subsequently retain them in the manner described in para 10 of the Information Technology Security Guidelines as given in Schedule-II.,,II,10,KB 2/India/Information Technology Act 2000.pdf
S3-P9.4-t1,S3-P9.4,SCH-III,,text,"The electronic audit log system must include mechanisms to protect the log files from unauthorized viewing, modification, and deletion. Manual audit information must be protected from unauthorised viewing, modification and destruction.",,,,KB 2/India/Information Technology Act 2000.pdf
S3-P9.5-t1,S3-P9.5,SCH-III,,text,Audit logs and audit summaries must be backed up or copied if in manual form.,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P9.6-t1,S3-P9.6,SCH-III,,text,"Events in the audit process are logged, in part, to monitor system vulnerabilities. The Certifying Authority must ensure that a vulnerability assessment is performed, reviewed and revised, if necessary, following an examination of these monitored events.",,,,KB 2/India/Information Technology Act 2000.pdf
S3-P10-c1,S3-P10,SCH-III,(1),num,Digital Signature Certificates stored and generated by the Certifying Authority must be retained for at least seven year after the date of its expiration. This requirement does not include the backup of private signature keys.,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P10-c2,S3-P10,SCH-III,(2),num,"Audit information as detailed in para 9, subscriber agreements, verification, identification and authentication information in respect of subscriber shall be retained for at least seven years.",,,9,KB 2/India/Information Technology Act 2000.pdf
S3-P10-c3,S3-P10,SCH-III,(3),num,"A second copy of all information retained or backed up must be stored at three locations within the country including the Certifying Authority site and must be protected either by physical security alone, or a combination of physical and cryptographic protection. These secondary sites must provide adequate protection from environmental threats such as temperature, humidity and magnetism. The secondary site should be reachable in few hours.",,,,KB 2/India/Information Technology Act 2000.pdf
S3-P10-c4,S3-P10,SCH-III,(4),num,"All information pertaining to Certifying Authority’s operation, Subscriber’s application, verification, identification, authentication and Subscriber agreement shall be stored within the country. This information shall be taken out of the country only with the permission of Controller and where a properly constitutional warrant or such other legally enforceable document is produced.",,,,KB 2/India/Information Technology Act 2000.pdf
S3-P10-c5,S3-P10,SCH-III,(5),num,The Certifying Authority should verify the integrity of the backups at least once every six months.,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P10-c6,S3-P10,SCH-III,(6),num,Information stored off-site must be periodically verified for data integrity.,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P11.1-t1,S3-P11.1,SCH-III,,text,"The Certifying Authority must establish business continuity procedures that outline the steps to be taken in the event of the corruption or loss of computing and networking resources, nominated website, repository, software and/or data. Where a repository is not under the control of the Certifying Authority, the Certifying Authority must ensure that any agreement with the repository provides for business continuity procedures.",,,,KB 2/India/Information Technology Act 2000.pdf
S3-P11.2-t1,S3-P11.2,SCH-III,,text,"The Certifying Authority must establish a disaster recovery plan outlining the steps to be taken to re-establish a secure facility in the event of a natural or other type of disaster. Where a repository is not under the control of the Certifying Authority, the Certifying Authority must ensure that any agreement with the repository provides that a disaster recovery plan be established and documented by the repository.",,,,KB 2/India/Information Technology Act 2000.pdf
S3-P11.3-t1,S3-P11.3,SCH-III,,text,An incident management plan shall be developed and approved by the management. The plan shall include the following areas:,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P11.3-ci,S3-P11.3,SCH-III,(i),roman,Certifying Authority’s certification key compromise;,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P11.3-cii,S3-P11.3,SCH-III,(ii),roman,Hacking of systems and network;,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P11.3-ciii,S3-P11.3,SCH-III,(iii),roman,Breach of physical security;,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P11.3-civ,S3-P11.3,SCH-III,(iv),roman,Infrastructure availability;,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P11.3-cv,S3-P11.3,SCH-III,(v),roman,Fraudulent registration and generation of Digital Signature Certificates; and,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P11.3-cvi,S3-P11.3,SCH-III,(vi),roman,Digital Signature Certificate suspension and revocation information. An incident response action plan shall be established to ensure the readiness of the Certifying Authority to respond to incidents. The plan should include the following areas:,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P11.3-cvi-i,S3-P11.3,SCH-III,(vi)(i),roman,Compromise control;,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P11.3-cvi-ii,S3-P11.3,SCH-III,(vi)(ii),roman,Notification to user community; (if applicable),,,,KB 2/India/Information Technology Act 2000.pdf
S3-P11.3-cvi-iii,S3-P11.3,SCH-III,(vi)(iii),roman,Revocation of affected Digital Signature Certificates; (if applicable),,,,KB 2/India/Information Technology Act 2000.pdf
S3-P11.3-cvi-iv,S3-P11.3,SCH-III,(vi)(iv),roman,Responsibilities of personnel handling incidents;,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P11.3-cvi-v,S3-P11.3,SCH-III,(vi)(v),roman,Investigation of service disruption;,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P11.3-cvi-vi,S3-P11.3,SCH-III,(vi)(vi),roman,Service restoration procedure;,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P11.3-cvi-vii,S3-P11.3,SCH-III,(vi)(vii),roman,Monitoring and audit trail analysis; and,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P11.3-cvi-viii,S3-P11.3,SCH-III,(vi)(viii),roman,Media and public relations.,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P12-t1,S3-P12,SCH-III,,text,"The Certifying Authority must ensure that no single individual may gain access to the Digital Signature Certificate server and the computer server maintaining all information associated with generation, issue and management of Digital Signature Certificate and private keys of the Certifying Authority. Minimum two individuals, preferably using a split-knowledge technique, such as twin passwords, must perform any operation associated with generation, issue and management of Digital Signature Certificate and application of private key of the Certifying Authority.",,,,KB 2/India/Information Technology Act 2000.pdf
S3-P13-t1,S3-P13,SCH-III,,text,All Certifying Authority personnel must have their identity and authorization verified before they are:,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P13-ci,S3-P13,SCH-III,(i),roman,included in the access list for the Certifying Authority’s site;,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P13-cii,S3-P13,SCH-III,(ii),roman,included in the access list for physical access to the Certifying Authority’s system;,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P13-ciii,S3-P13,SCH-III,(iii),roman,given a certificate for the performance of their Certifying Authority role;,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P13-civ,S3-P13,SCH-III,(iv),roman,given an account on the PKI system. Each of these certificates and accounts (with the exception of Certifying Authority’s signing certificates) must:,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P13-civ-i,S3-P13,SCH-III,(iv)(i),roman,be directly attributable to an individual;,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P13-civ-ii,S3-P13,SCH-III,(iv)(ii),roman,not be shared;,,,,KB 2/India/Information Technology Act 2000.pdf
S3-P13-civ-iii,S3-P13,SCH-III,(iv)(iii),roman,be restricted to actions authorized for that role; and,,,,KB 2/India/Information Technology Act 2000.pdf
