point_of_focus_id,criterion_ref,sequence,name,text,applicability,subgrouping,source_document
POF-CC7.3-POF03,CC7.3,3,Develops and Implements Procedures to Analyze Security Incidents,Develops and Implements Procedures to Analyze Security Incidents — Procedures are in place to analyze security incidents and determine system impact.,"The following points of focus, specifically related to all engagements using the trust services criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC7.3-POF04,CC7.3,4,Assesses the Impact on Personal Information,Assesses the Impact on Personal Information — Detected security events are evaluated to determine whether they could or did result in the unauthorized disclosure or use of personal information and whether there has been a failure to comply with applicable laws or regulations.,Additional points of focus that apply only in an engagement using the trust services criteria for privacy:,,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC7.3-POF05,CC7.3,5,Determines Personal Information Used or Disclosed,"Determines Personal Information Used or Disclosed — When an unauthorized use or disclosure of personal information has occurred, the affected information is identified.",Additional points of focus that apply only in an engagement using the trust services criteria for privacy:,,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC7.4-POF01,CC7.4,1,Assigns Roles and Responsibilities,"Assigns Roles and Responsibilities — Roles and responsibilities for the design, implementation, maintenance, and execution of the incident response program are assigned, including the use of external resources when necessary.","The following points of focus, specifically related to all engagements using the trust services criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC7.4-POF02,CC7.4,2,Contains Security Incidents,Contains Security Incidents — Procedures are in place to contain security incidents that actively threaten entity objectives.,"The following points of focus, specifically related to all engagements using the trust services criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC7.4-POF03,CC7.4,3,Mitigates Ongoing Security Incidents,Mitigates Ongoing Security Incidents — Procedures are in place to mitigate the effects of ongoing security incidents.,"The following points of focus, specifically related to all engagements using the trust services criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC7.4-POF04,CC7.4,4,Ends Threats Posed by Security Incidents,"Ends Threats Posed by Security Incidents — Procedures are in place to end the threats posed by security incidents through closure of the vulnerability, removal of unauthorized access, and other remediation actions.","The following points of focus, specifically related to all engagements using the trust services criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC7.4-POF05,CC7.4,5,Restores Operations,Restores Operations — Procedures are in place to restore data and business operations to an interim state that permits the achievement of entity objectives.,"The following points of focus, specifically related to all engagements using the trust services criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC7.4-POF06,CC7.4,6,Develops and Implements Communication Protocols for Security Incidents,Develops and Implements Communication Protocols for Security Incidents — Protocols for communicating security incidents and actions taken to affected parties are developed and implemented to meet the entity's objectives.,"The following points of focus, specifically related to all engagements using the trust services criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC7.4-POF07,CC7.4,7,Obtains Understanding of Nature of Incident and Determines Containment Strategy,"Obtains Understanding of Nature of Incident and Determines Containment Strategy — An understanding of the nature (for example, the method by which the incident occurred and the affected system resources) and severity of the security incident is obtained to determine the appropriate containment strategy, including (1) a determination of the appropriate response time frame, and (2) the determination and execution of the containment approach.","The following points of focus, specifically related to all engagements using the trust services criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC7.4-POF08,CC7.4,8,Remediates Identified Vulnerabilities,Remediates Identified Vulnerabilities — Identified vulnerabilities are remediated through the development and execution of remediation activities.,"The following points of focus, specifically related to all engagements using the trust services criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC7.4-POF09,CC7.4,9,Communicates Remediation Activities,Communicates Remediation Activities — Remediation activities are documented and communicated in accordance with the incident-response program.,"The following points of focus, specifically related to all engagements using the trust services criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC7.4-POF10,CC7.4,10,Evaluates the Effectiveness of Incident Response,Evaluates the Effectiveness of Incident Response — The design of incident-response activities is evaluated for effectiveness on a periodic basis.,"The following points of focus, specifically related to all engagements using the trust services criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC7.4-POF11,CC7.4,11,Periodically Evaluates Incidents,"Periodically Evaluates Incidents — Periodically, management reviews incidents related to security, availability, processing integrity, confidentiality, and privacy and identifies the need for system changes based on incident patterns and root causes.","The following points of focus, specifically related to all engagements using the trust services criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC7.4-POF12,CC7.4,12,Communicates Unauthorized Use and Disclosure,"Communicates Unauthorized Use and Disclosure — Events that resulted in unauthorized use or disclosure of personal information are communicated to the data subjects, legal and regulatory authorities, and others as required.",Additional points of focus that apply only in an engagement using the trust services criteria for privacy:,,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC7.4-POF13,CC7.4,13,Application of Sanctions,"Application of Sanctions — The conduct of individuals and organizations operating under the authority of the entity and involved in the unauthorized use or disclosure of personal information is evaluated and, if appropriate, sanctioned in accordance with entity policies and legal and regulatory requirements.",Additional points of focus that apply only in an engagement using the trust services criteria for privacy:,,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC7.5-POF01,CC7.5,1,Restores the Affected Environment,"Restores the Affected Environment — The activities restore the affected environment to functional operation by rebuilding systems, updating software, installing patches, and changing configurations, as needed.","The following points of focus, specifically related to all engagements using the trust services criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC7.5-POF02,CC7.5,2,Communicates Information About the Event,"Communicates Information About the Event — Communications about the nature of the incident, recovery actions taken, and activities required for the prevention of future security events are made to management and others as appropriate (internal and external).","The following points of focus, specifically related to all engagements using the trust services criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC7.5-POF03,CC7.5,3,Determines Root Cause of the Event,Determines Root Cause of the Event — The root cause of the event is determined.,"The following points of focus, specifically related to all engagements using the trust services criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC7.5-POF04,CC7.5,4,Implements Changes to Prevent and Detect Recurrences,"Implements Changes to Prevent and Detect Recurrences — Additional architecture or changes to preventive and detective controls, or both, are implemented to prevent and detect recurrences on a timely basis.","The following points of focus, specifically related to all engagements using the trust services criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC7.5-POF05,CC7.5,5,Improves Response and Recovery Procedures,Improves Response and Recovery Procedures — Lessons learned are analyzed and the incident-response plan and recovery procedures are improved.,"The following points of focus, specifically related to all engagements using the trust services criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC7.5-POF06,CC7.5,6,Implements Incident-Recovery Plan Testing,Implements Incident-Recovery Plan Testing — Incident-recovery plan testing is performed on a periodic basis. The testing includes (1) development of testing scenarios based on threat likelihood and magnitude; (2) consideration of relevant system components from across the entity that can impair availability; (3) scenarios that consider the potential for the lack of availability of key personnel; and (4) revision of continuity plans and systems based on test results.,"The following points of focus, specifically related to all engagements using the trust services criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC8.1-POF01,CC8.1,1,Manages Changes Throughout the System Life Cycle,"Manages Changes Throughout the System Life Cycle — A process for managing system changes throughout the life cycle of the system and its components (infrastructure, data, software, and procedures) is used to support system availability and processing integrity.","The following points of focus, specifically related to all engagements using the trust services criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC8.1-POF02,CC8.1,2,Authorizes Changes,Authorizes Changes — A process is in place to authorize system changes prior to development.,"The following points of focus, specifically related to all engagements using the trust services criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC8.1-POF03,CC8.1,3,Designs and Develops Changes,Designs and Develops Changes — A process is in place to design and develop system changes.,"The following points of focus, specifically related to all engagements using the trust services criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC8.1-POF04,CC8.1,4,Documents Changes,Documents Changes — A process is in place to document system changes to support ongoing maintenance of the system and to support system users in performing their responsibilities.,"The following points of focus, specifically related to all engagements using the trust services criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC8.1-POF05,CC8.1,5,Tracks System Changes,Tracks System Changes — A process is in place to track system changes prior to implementation.,"The following points of focus, specifically related to all engagements using the trust services criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC8.1-POF06,CC8.1,6,Configures Software,Configures Software — A process is in place to select and implement the configuration parameters used to control the functionality of software.,"The following points of focus, specifically related to all engagements using the trust services criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC8.1-POF07,CC8.1,7,Tests System Changes,Tests System Changes — A process is in place to test system changes prior to implementation.,"The following points of focus, specifically related to all engagements using the trust services criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC8.1-POF08,CC8.1,8,Approves System Changes,Approves System Changes — A process is in place to approve system changes prior to implementation.,"The following points of focus, specifically related to all engagements using the trust services criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC8.1-POF09,CC8.1,9,Deploys System Changes,Deploys System Changes — A process is in place to implement system changes.,"The following points of focus, specifically related to all engagements using the trust services criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC8.1-POF10,CC8.1,10,Identifies and Evaluates System Changes,Identifies and Evaluates System Changes — Objectives affected by system changes are identified and the ability of the modified system to meet the objectives is evaluated throughout the system development life cycle.,"The following points of focus, specifically related to all engagements using the trust services criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC8.1-POF11,CC8.1,11,"Identifies Changes in Infrastructure, Data, Software, and Procedures Required to Remediate Incidents","Identifies Changes in Infrastructure, Data, Software, and Procedures Required to Remediate Incidents — Changes in infrastructure, data, software, and procedures required to remediate incidents to continue to meet objectives are identified and the change process is initiated upon identification.","The following points of focus, specifically related to all engagements using the trust services criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC8.1-POF12,CC8.1,12,Creates Baseline Configuration of IT Technology,Creates Baseline Configuration of IT Technology — A baseline configuration of IT and control systems is created and maintained.,"The following points of focus, specifically related to all engagements using the trust services criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC8.1-POF13,CC8.1,13,Provides for Changes Necessary in Emergency Situations,"Provides for Changes Necessary in Emergency Situations — A process is in place for authorizing, designing, testing, approving, and implementing changes necessary in emergency situations (that is, changes that need to be implemented in an urgent time frame).","The following points of focus, specifically related to all engagements using the trust services criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC8.1-POF14,CC8.1,14,Protects Confidential Information,"Protects Confidential Information — The entity protects confidential information during system design, development, testing, implementation, and change processes to meet the entity’s objectives related to confidentiality.",Additional points of focus that apply only in an engagement using the trust services criteria for confidentiality:,,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC8.1-POF15,CC8.1,15,Protects Personal Information,"Protects Personal Information — The entity protects personal information during system design, development, testing, implementation, and change processes to meet the entity’s objectives related to privacy.",Additional points of focus that apply only in an engagement using the trust services criteria for privacy:,,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC9.1-POF01,CC9.1,1,Considers Mitigation of Risks of Business Disruption,"Considers Mitigation of Risks of Business Disruption — Risk mitigation activities include the development of planned policies, procedures, communications, and alternative processing solutions to respond to, mitigate, and recover from security events that disrupt business operations. Those policies and procedures include monitoring processes, information, and communications to meet the entity's objectives during response, mitigation, and recovery efforts.","The following points of focus, specifically related to all engagements using the trust services criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC9.1-POF02,CC9.1,2,Considers the Use of Insurance to Mitigate Financial Impact Risks,Considers the Use of Insurance to Mitigate Financial Impact Risks — The risk management activities consider the use of insurance to offset the financial impact of loss events that would otherwise impair the ability of the entity to meet its objectives.,"The following points of focus, specifically related to all engagements using the trust services criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC9.2-POF01,CC9.2,1,Establishes Requirements for Vendor and Business Partner Engagements,"Establishes Requirements for Vendor and Business Partner Engagements — The entity establishes specific requirements for a vendor and business partner engagement that includes (1) scope of services and product specifications, (2) roles and responsibilities, (3) compliance requirements, and (4) service levels.","The following points of focus, specifically related to all engagements using the trust services criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC9.2-POF02,CC9.2,2,Assesses Vendor and Business Partner Risks,"Assesses Vendor and Business Partner Risks — The entity assesses, on a periodic basis, the risks that vendors and business partners (and those entities’ vendors and business partners) represent to the achievement of the entity's objectives.","The following points of focus, specifically related to all engagements using the trust services criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC9.2-POF03,CC9.2,3,Assigns Responsibility and Accountability for Managing Vendors and Business Partners,Assigns Responsibility and Accountability for Managing Vendors and Business Partners — The entity assigns responsibility and accountability for the management of risks associated with vendors and business partners.,"The following points of focus, specifically related to all engagements using the trust services criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC9.2-POF04,CC9.2,4,Establishes Communication Protocols for Vendors and Business Partners,Establishes Communication Protocols for Vendors and Business Partners — The entity establishes communication and resolution protocols for service or product issues related to vendors and business partners.,"The following points of focus, specifically related to all engagements using the trust services criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC9.2-POF05,CC9.2,5,Establishes Exception Handling Procedures From Vendors and Business Partners,Establishes Exception Handling Procedures From Vendors and Business Partners — The entity establishes exception handling procedures for service or product issues related to vendors and business partners.,"The following points of focus, specifically related to all engagements using the trust services criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC9.2-POF06,CC9.2,6,Assesses Vendor and Business Partner Performance,Assesses Vendor and Business Partner Performance — The entity periodically assesses the performance of vendors and business partners.,"The following points of focus, specifically related to all engagements using the trust services criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC9.2-POF07,CC9.2,7,Implements Procedures for Addressing Issues Identified During Vendor and Business Partner Assessments,Implements Procedures for Addressing Issues Identified During Vendor and Business Partner Assessments — The entity implements procedures for addressing issues identified with vendor and business partner relationships.,"The following points of focus, specifically related to all engagements using the trust services criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC9.2-POF08,CC9.2,8,Implements Procedures for Terminating Vendor and Business Partner Relationships,Implements Procedures for Terminating Vendor and Business Partner Relationships — The entity implements procedures for terminating vendor and business partner relationships.,"The following points of focus, specifically related to all engagements using the trust services criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC9.2-POF09,CC9.2,9,Obtains Confidentiality Commitments from Vendors and Business Partners,Obtains Confidentiality Commitments from Vendors and Business Partners — The entity obtains confidentiality commitments that are consistent with the entity’s confidentiality commitments and requirements from vendors and business partners who have access to confidential information.,Additional points of focus that apply only to an engagement using the trust services criteria for confidentiality:,,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC9.2-POF10,CC9.2,10,Assesses Compliance With Confidentiality Commitments of Vendors and Business Partners,"Assesses Compliance With Confidentiality Commitments of Vendors and Business Partners — On a periodic and as-needed basis, the entity assesses compliance by vendors and business partners with the entity’s confidentiality commitments and requirements.",Additional points of focus that apply only to an engagement using the trust services criteria for confidentiality:,,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC9.2-POF11,CC9.2,11,Obtains Privacy Commitments from Vendors and Business Partners,"Obtains Privacy Commitments from Vendors and Business Partners — The entity obtains privacy commitments, consistent with the entity’s privacy commitments and requirements, from vendors and business partners who have access to personal information.",Additional points of focus that apply only to an engagement using the trust services criteria for privacy:,,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-CC9.2-POF12,CC9.2,12,Assesses Compliance with Privacy Commitments of Vendors and Business Partners,"Assesses Compliance with Privacy Commitments of Vendors and Business Partners — On a periodic and as-needed basis, the entity assesses compliance by vendors and business partners with the entity’s privacy commitments and requirements and takes corrective action as necessary.",Additional points of focus that apply only to an engagement using the trust services criteria for privacy:,,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-A1.1-POF01,A1.1,1,Measures Current Usage,Measures Current Usage — The use of the system components is measured to establish a baseline for capacity management and to use when evaluating the risk of impaired availability due to capacity constraints.,"The following points of focus, which apply only to an engagement using the trust services criteria for availability, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-A1.1-POF02,A1.1,2,Forecasts Capacity,Forecasts Capacity — The expected average and peak use of system components is forecasted and compared to system capacity and associated tolerances. Forecasting considers capacity in the event of the failure of system components that constrain capacity.,"The following points of focus, which apply only to an engagement using the trust services criteria for availability, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-A1.1-POF03,A1.1,3,Makes Changes Based on Forecasts,Makes Changes Based on Forecasts — The system change management process is initiated when forecasted usage exceeds capacity tolerances.,"The following points of focus, which apply only to an engagement using the trust services criteria for availability, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-A1.2-POF01,A1.2,1,Identifies Environmental Threats,"Identifies Environmental Threats — As part of the risk assessment process, management identifies environmental threats that could impair the availability of the system, including threats resulting from adverse weather, failure of environmental control systems, electrical discharge, fire, and water.","The following points of focus, which apply only to an engagement using the trust services availability criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-A1.2-POF02,A1.2,2,Designs Detection Measures,Designs Detection Measures — Detection measures are implemented to identify anomalies that could result from environmental threat events.,"The following points of focus, which apply only to an engagement using the trust services availability criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-A1.2-POF03,A1.2,3,Implements and Maintains Environmental Protection Mechanisms,Implements and Maintains Environmental Protection Mechanisms — Management implements and maintains environmental protection mechanisms to prevent and mitigate environmental events.,"The following points of focus, which apply only to an engagement using the trust services availability criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-A1.2-POF04,A1.2,4,Implements Alerts to Analyze Anomalies,Implements Alerts to Analyze Anomalies — Management implements alerts that are communicated to personnel for analysis to identify environmental threat events.,"The following points of focus, which apply only to an engagement using the trust services availability criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-A1.2-POF05,A1.2,5,Responds to Environmental Threat Events,"Responds to Environmental Threat Events — Procedures are in place for responding to environmental threat events and for evaluating the effectiveness of those policies and procedures on a periodic basis. This includes automatic mitigation systems (for example, uninterruptable power system and generator backup subsystem).","The following points of focus, which apply only to an engagement using the trust services availability criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-A1.2-POF06,A1.2,6,Communicates and Reviews Detected Environmental Threat Events,"Communicates and Reviews Detected Environmental Threat Events — Detected environmental threat events are communicated to and reviewed by the individuals responsible for the management of the system and actions are taken, if necessary.","The following points of focus, which apply only to an engagement using the trust services availability criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-A1.2-POF07,A1.2,7,Determines Data Requiring Backup,Determines Data Requiring Backup — Data is evaluated to determine whether backup is required.,"The following points of focus, which apply only to an engagement using the trust services availability criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
