declarativestatement_id,component_id,component_name,assessmentfactor_id,assessment_factor_name,domain_id,domain_name,maturity_level,text,it_handbook_citation,applicability_note,source_document
C013_S025,C013,Infrastructure Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Advanced,Network environments and virtual instances are designed and configured to restrict and monitor traffic between trusted and untrusted zones.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C013_S026,C013,Infrastructure Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Advanced,Only one primary function is permitted per server to prevent functions that require different security levels from co-existing on the same server.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C013_S027,C013,Infrastructure Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Advanced,Anti-spoofing measures are in place to detect and block forged source IP addresses from entering the network.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C013_S028,C013,Infrastructure Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Innovative,"The institution risk scores all of its infrastructure assets and updates in real time based on threats, vulnerabilities, or operational changes.",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C013_S029,C013,Infrastructure Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Innovative,"Automated controls are put in place based on risk scores to infrastructure assets, including automatically disconnecting affected assets.",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C013_S030,C013,Infrastructure Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Innovative,The institution proactively seeks to identify control gaps that may be used as part of a zero-day attack.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C013_S031,C013,Infrastructure Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Innovative,Public-facing servers are routinely rotated and restored to a known clean state to limit the window of time a system is exposed to potential threats.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C014_S001,C014,Access and Data Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Baseline,"Employee access is granted to systems and confidential data based on job responsibilities and the principles of least privilege. (FFIEC Information Security Booklet, page 19)","FFIEC Information Security Booklet, page 19",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C014_S002,C014,Access and Data Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Baseline,"Employee access to systems and confidential data provides for separation of duties. (FFIEC Information Security Booklet, page 19)","FFIEC Information Security Booklet, page 19",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C014_S003,C014,Access and Data Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Baseline,"Elevated privileges (e.g., administrator privileges) are limited and tightly controlled (e.g., assigned to individuals, not shared, and require stronger password controls). (FFIEC Information Security Booklet, page 19)","FFIEC Information Security Booklet, page 19",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C014_S004,C014,Access and Data Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Baseline,"User access reviews are performed periodically for all systems and applications based on the risk to the application or system. (FFIEC Information Security Booklet, page 18)","FFIEC Information Security Booklet, page 18",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C014_S005,C014,Access and Data Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Baseline,"Changes to physical and logical user access, including those that result from voluntary and involuntary terminations, are submitted to and approved by appropriate personnel. (FFIEC Information Security Booklet, page 18)","FFIEC Information Security Booklet, page 18",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C014_S006,C014,Access and Data Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Baseline,"Identification and authentication are required and managed for access to systems, applications, and hardware. (FFIEC Information Security Booklet, page 21)","FFIEC Information Security Booklet, page 21",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C014_S007,C014,Access and Data Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Baseline,"Access controls include password complexity and limits to password attempts and reuse. (FFIEC Information Security Booklet, page 66)","FFIEC Information Security Booklet, page 66",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C014_S008,C014,Access and Data Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Baseline,"All default passwords and unnecessary default accounts are changed before system implementation. (FFIEC Information Security Booklet, page 61)","FFIEC Information Security Booklet, page 61",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C014_S009,C014,Access and Data Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Baseline,"Customer access to Internet-based products or services requires authentication controls (e.g., layered controls, multifactor) that are commensurate with the risk. (FFIEC Information Security Booklet, page 21)","FFIEC Information Security Booklet, page 21",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C014_S010,C014,Access and Data Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Baseline,"Production and non-production environments are segregated to prevent unauthorized access or changes to information assets. (*N/A if no production environment exists at the institution or the institution’s third party.) (FFIEC Information Security Booklet, page 64)","FFIEC Information Security Booklet, page 64",(*N/A if no production environment exists at the institution or the institution’s third party.),KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C014_S011,C014,Access and Data Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Baseline,"Physical security controls are used to prevent unauthorized access to information systems and telecommunication systems. (FFIEC Information Security Booklet, page 47)","FFIEC Information Security Booklet, page 47",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C014_S012,C014,Access and Data Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Baseline,"All passwords are encrypted in storage and in transit. (FFIEC Information Security Booklet, page 21)","FFIEC Information Security Booklet, page 21",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C014_S013,C014,Access and Data Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Baseline,"Confidential data are encrypted when transmitted across public or untrusted networks (e.g., Internet). (FFIEC Information Security Booklet, page 51)","FFIEC Information Security Booklet, page 51",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C014_S014,C014,Access and Data Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Baseline,"Mobile devices (e.g., laptops, tablets, and removable media) are encrypted if used to store confidential data. (*N/A if mobile devices are not used.) (FFIEC Information Security Booklet, page 51)","FFIEC Information Security Booklet, page 51",(*N/A if mobile devices are not used.),KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C014_S015,C014,Access and Data Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Baseline,"Remote access to critical systems by employees, contractors, and third parties uses encrypted connections and multifactor authentication. (FFIEC Information Security Booklet, page 45)","FFIEC Information Security Booklet, page 45",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C014_S016,C014,Access and Data Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Baseline,"Administrative, physical, or technical controls are in place to prevent users without administrative responsibilities from installing unauthorized software. (FFIEC Information Security Booklet, page 25)","FFIEC Information Security Booklet, page 25",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C014_S017,C014,Access and Data Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Baseline,"Customer service (e.g., the call center) utilizes formal procedures to authenticate customers commensurate with the risk of the transaction or request. (FFIEC Information Security Booklet, page 19)","FFIEC Information Security Booklet, page 19",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C014_S018,C014,Access and Data Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Baseline,"Data is disposed of or destroyed according to documented requirements and within expected time frames. (FFIEC Information Security Booklet, page 66)","FFIEC Information Security Booklet, page 66",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C014_S019,C014,Access and Data Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Evolving,Changes to user access permissions trigger automated notices to appropriate personnel.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C014_S020,C014,Access and Data Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Evolving,"Administrators have two accounts: one for administrative use and one for general purpose, non-administrative tasks.",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C014_S021,C014,Access and Data Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Evolving,"Use of customer data in non-production environments complies with legal, regulatory, and internal policy requirements for concealing or removing of sensitive data elements.",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C014_S022,C014,Access and Data Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Evolving,"Physical access to high-risk or confidential systems is restricted, logged, and unauthorized access is blocked.",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C014_S023,C014,Access and Data Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Evolving,Controls are in place to prevent unauthorized access to cryptographic keys.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C014_S024,C014,Access and Data Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Intermediate,The institution has implemented tools to prevent unauthorized access to or exfiltration of confidential data.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C014_S025,C014,Access and Data Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Intermediate,Controls are in place to prevent unauthorized escalation of user privileges.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C014_S026,C014,Access and Data Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Intermediate,Access controls are in place for database administrators to prevent unauthorized downloading or transmission of confidential data.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C014_S027,C014,Access and Data Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Intermediate,All physical and logical access is removed immediately upon notification of involuntary termination and within 24 hours of an employee’s voluntary departure.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C014_S028,C014,Access and Data Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Intermediate,Multifactor authentication and/or layered controls have been implemented to secure all third-party access to the institution's network and/or systems and applications.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C014_S029,C014,Access and Data Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Intermediate,"Multifactor authentication (e.g., tokens, digital certificates) techniques are used for employee access to high-risk systems as identified in the risk assessment(s). (*N/A if no high risk systems.)",,(*N/A if no high risk systems.),KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C014_S030,C014,Access and Data Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Intermediate,"Confidential data are encrypted in transit across private connections (e.g., frame relay and T1) and within the institution’s trusted zones.",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C014_S031,C014,Access and Data Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Intermediate,"Controls are in place to prevent unauthorized access to collaborative computing devices and applications (e.g., networked white boards, cameras, microphones, online applications such as instant messaging and document sharing). (* N/A if collaborative computing devices are not used.)",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C014_S032,C014,Access and Data Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Advanced,Encryption of select data at rest is determined by the institution’s data classification and risk assessment.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C014_S033,C014,Access and Data Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Advanced,"Customer authentication for high-risk transactions includes methods to prevent malware and man-in-the-middle attacks (e.g., using visual transaction signing).",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C014_S034,C014,Access and Data Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Innovative,"Adaptive access controls de-provision or isolate an employee, third-party, or customer credentials to minimize potential damage if malicious behavior is suspected.",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C014_S035,C014,Access and Data Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Innovative,"Unstructured confidential data are tracked and secured through an identity-aware, cross-platform storage system that protects against internal threats, monitors user access, and tracks changes.",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C014_S036,C014,Access and Data Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Innovative,"Tokenization is used to substitute unique values for confidential information (e.g., virtual credit card).",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C014_S037,C014,Access and Data Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Innovative,"The institution is leading efforts to create new technologies and processes for managing customer, employee, and third-party authentication and access.",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C014_S038,C014,Access and Data Management,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Innovative,Real-time risk mitigation is taken based on automated risk scoring of user credentials.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C015_S001,C015,Device/End-Point Security,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Baseline,"Controls are in place to restrict the use of removable media to authorized personnel. (FFIEC Information Security Work Program, Objective I: 4-1)",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C015_S002,C015,Device/End-Point Security,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Evolving,Tools automatically block attempted access from unpatched employee and third-party devices.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C015_S003,C015,Device/End-Point Security,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Evolving,Tools automatically block attempted access by unregistered devices to internal networks.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C015_S004,C015,Device/End-Point Security,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Evolving,The institution has controls to prevent the unauthorized addition of new connections.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C015_S005,C015,Device/End-Point Security,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Evolving,Controls are in place to prevent unauthorized individuals from copying confidential data to removable media.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C015_S006,C015,Device/End-Point Security,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Evolving,"Antivirus and anti-malware tools are deployed on end-point devices (e.g., workstations, laptops, and mobile devices).",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C015_S007,C015,Device/End-Point Security,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Evolving,Mobile devices with access to the institution’s data are centrally managed for antivirus and patch deployment. (*N/A if mobile devices are not used.),,(*N/A if mobile devices are not used.),KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C015_S008,C015,Device/End-Point Security,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Evolving,The institution wipes data remotely on mobile devices when a device is missing or stolen. (*N/A if mobile devices are not used.),,(*N/A if mobile devices are not used.),KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C015_S009,C015,Device/End-Point Security,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Intermediate,"Data loss prevention controls or devices are implemented for inbound and outbound communications (e.g., e-mail, FTP, Telnet, prevention of large file transfers).",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C015_S010,C015,Device/End-Point Security,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Intermediate,"Mobile device management includes integrity scanning (e.g., jailbreak/rooted detection). (*N/A if mobile devices are not used.)",,(*N/A if mobile devices are not used.),KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C015_S011,C015,Device/End-Point Security,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Intermediate,Mobile devices connecting to the corporate network for storing and accessing company information allow for remote software version/patch validation. (*N/A if mobile devices are not used.),,(*N/A if mobile devices are not used.),KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C015_S012,C015,Device/End-Point Security,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Advanced,Employees’ and third parties’ devices (including mobile) without the latest security patches are quarantined and patched before the device is granted access to the network.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C015_S013,C015,Device/End-Point Security,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Advanced,"Confidential data and applications on mobile devices are only accessible via a secure, isolated sandbox or a secure container.",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C015_S014,C015,Device/End-Point Security,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Innovative,"A centralized end-point management tool provides fully integrated patch, configuration, and vulnerability management, while also being able to detect malware upon arrival to prevent an exploit.",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C016_S001,C016,Secure Coding,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Baseline,"Developers working for the institution follow secure program coding practices, as part of a system development life cycle (SDLC), that meet industry standards. (FFIEC Information Security Booklet, page 56)","FFIEC Information Security Booklet, page 56",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C016_S002,C016,Secure Coding,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Baseline,"The security controls of internally developed software are periodically reviewed and tested. (*N/A if there is no software development.) (FFIEC Information Security Booklet, page 59)","FFIEC Information Security Booklet, page 59",(*N/A if there is no software development.),KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C016_S003,C016,Secure Coding,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Baseline,"The security controls in internally developed software code are independently reviewed before migrating the code to production. (*N/A if there is no software development.) (FFIEC Development and Acquisition Booklet, page 2)","FFIEC Development and Acquisition Booklet, page 2",(*N/A if there is no software development.),KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C016_S004,C016,Secure Coding,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Baseline,"Intellectual property and production code are held in escrow. (*N/A if there is no production code to hold in escrow.) (FFIEC Development and Acquisition Booklet, page 39)","FFIEC Development and Acquisition Booklet, page 39",(*N/A if there is no production code to hold in escrow.),KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C016_S005,C016,Secure Coding,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Evolving,"Security testing occurs at all post-design phases of the SDLC for all applications, including mobile applications. (*N/A if there is no software development.)",,(*N/A if there is no software development.),KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C016_S006,C016,Secure Coding,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Intermediate,Processes are in place to mitigate vulnerabilities identified as part of the secure development of systems and applications.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C016_S007,C016,Secure Coding,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Intermediate,"The security of applications, including Web-based applications connected to the Internet, is tested against known types of cyber attacks (e.g., SQL injection, cross-site scripting, buffer overflow) before implementation or following significant changes.",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C016_S008,C016,Secure Coding,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Intermediate,Software code executables and scripts are digitally signed to confirm the software author and guarantee that the code has not been altered or corrupted.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C016_S009,C016,Secure Coding,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Intermediate,"A risk-based, independent information assurance function evaluates the security of internal applications.",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C016_S010,C016,Secure Coding,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Advanced,Vulnerabilities identified through a static code analysis are remediated before implementing newly developed or changed applications into production.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C016_S011,C016,Secure Coding,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Advanced,All interdependencies between applications and services have been identified.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C016_S012,C016,Secure Coding,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Advanced,Independent code reviews are completed on internally developed or vendor-provided custom applications to ensure there are no security gaps.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C016_S013,C016,Secure Coding,D3_AF1,Preventative Controls,D3,Cybersecurity Controls,Innovative,Software code is actively scanned by automated tools in the development environment so that security weaknesses can be resolved immediately during the design phase.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C017_S001,C017,Threat and Vulnerability Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Baseline,"Independent testing (including penetration testing and vulnerability scanning) is conducted according to the risk assessment for external-facing systems and the internal network. (FFIEC Information Security Booklet, page 61)","FFIEC Information Security Booklet, page 61",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C017_S002,C017,Threat and Vulnerability Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Baseline,"Antivirus and anti-malware tools are used to detect attacks. (FFIEC Information Security Booklet, page 55)","FFIEC Information Security Booklet, page 55",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C017_S003,C017,Threat and Vulnerability Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Baseline,"Firewall rules are audited or verified at least quarterly. (FFIEC Information Security Booklet, page 82)","FFIEC Information Security Booklet, page 82",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C017_S004,C017,Threat and Vulnerability Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Baseline,"E-mail protection mechanisms are used to filter for common cyber threats (e.g., attached malware or malicious links). (FFIEC Information Security Booklet, page 39)","FFIEC Information Security Booklet, page 39",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C017_S005,C017,Threat and Vulnerability Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Evolving,Independent penetration testing of network boundary and critical Web-facing applications is performed routinely to identify security control gaps.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C017_S006,C017,Threat and Vulnerability Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Evolving,Independent penetration testing is performed on Internet-facing applications or systems before they are launched or undergo significant change.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C017_S007,C017,Threat and Vulnerability Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Evolving,Antivirus and anti-malware tools are updated automatically.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C017_S008,C017,Threat and Vulnerability Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Evolving,Firewall rules are updated routinely.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C017_S009,C017,Threat and Vulnerability Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Evolving,Vulnerability scanning is conducted and analyzed before deployment/redeployment of new/existing devices.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C017_S010,C017,Threat and Vulnerability Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Evolving,Processes are in place to monitor potential insider activity that could lead to data theft or destruction.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C017_S011,C017,Threat and Vulnerability Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Intermediate,Audit or risk management resources review the penetration testing scope and results to help determine the need for rotating companies based on the quality of the work.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C017_S012,C017,Threat and Vulnerability Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Intermediate,E-mails and attachments are automatically scanned to detect malware and are blocked when malware is present.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C017_S013,C017,Threat and Vulnerability Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Advanced,Weekly vulnerability scanning is rotated among environments to scan all environments throughout the year.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C017_S014,C017,Threat and Vulnerability Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Advanced,"Penetration tests include cyber attack simulations and/or real-world tactics and techniques such as red team testing to detect control gaps in employee behavior, security defenses, policies, and resources.",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C017_S015,C017,Threat and Vulnerability Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Advanced,Automated tool(s) proactively identifies high-risk behavior signaling an employee who may pose an insider threat.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C017_S016,C017,Threat and Vulnerability Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Innovative,"User tasks and content (e.g., opening an e-mail attachment) are automatically isolated in a secure container or virtual environment so that malware can be analyzed but cannot access vital data, end-point operating systems, or applications on the institution’s network.",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C017_S017,C017,Threat and Vulnerability Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Innovative,Vulnerability scanning is performed on a weekly basis across all environments.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C018_S001,C018,Anomalous Activity Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Baseline,"The institution is able to detect anomalous activities through monitoring across the environment. (FFIEC Information Security Booklet, page 32)","FFIEC Information Security Booklet, page 32",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C018_S002,C018,Anomalous Activity Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Baseline,"Customer transactions generating anomalous activity alerts are monitored and reviewed. (FFIEC Wholesale Payments Booklet, page 12)","FFIEC Wholesale Payments Booklet, page 12",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C018_S003,C018,Anomalous Activity Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Baseline,"Logs of physical and/or logical access are reviewed following events. (FFIEC Information Security Booklet, page 73)","FFIEC Information Security Booklet, page 73",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C018_S004,C018,Anomalous Activity Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Baseline,"Access to critical systems by third parties is monitored for unauthorized or unusual activity. (FFIEC Outsourcing Booklet, page 26)","FFIEC Outsourcing Booklet, page 26",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C018_S005,C018,Anomalous Activity Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Baseline,"Elevated privileges are monitored. (FFIEC Information Security Booklet, page 19)","FFIEC Information Security Booklet, page 19",,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C018_S006,C018,Anomalous Activity Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Evolving,"Systems are in place to detect anomalous behavior automatically during customer, employee, and third-party authentication.",,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C018_S007,C018,Anomalous Activity Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Evolving,Security logs are reviewed regularly.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C018_S008,C018,Anomalous Activity Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Evolving,Logs provide traceability for all system access by individual users.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C018_S009,C018,Anomalous Activity Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Evolving,Thresholds have been established to determine activity within logs that would warrant management response.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C018_S010,C018,Anomalous Activity Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Intermediate,Online customer transactions are actively monitored for anomalous behavior.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C018_S011,C018,Anomalous Activity Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Intermediate,Tools to detect unauthorized data mining are used.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
C018_S012,C018,Anomalous Activity Detection,D3_AF2,Detective Controls,D3,Cybersecurity Controls,Intermediate,Tools actively monitor security logs for anomalous behavior and alert within established parameters.,,,KB 2/USA/FFIEC Cybersecurity Assessment Tool.pdf
