control_id,title,description,domain,weighting,csf_function,solution_count,catalogs,source_document
AAT-17.4,Novel Risk Assessment Methods & Technologies,"Mechanisms exist to utilize novel methods and technologies for the measurement of Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks to evaluate, if applicable:
(1) Content provenance;
(2) Oﬀensive cyber capabilities; 
(3) Chemical, Biological, Radiological or Nuclear (CBRN) weapons; and/or 
(4) Other dangerous materials or agents.",AI & Emerging Technology Security,7,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-17.5,Fine Tuning Risk Mitigation,Mechanisms exist to ensure actions to fine-tune Artificial Intelligence (AI) and Autonomous Technologies (AAT) do not compromise existing safety and/or security controls.,AI & Emerging Technology Security,9,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-18,AI & Autonomous Technologies Risk Tracking Approaches,Mechanisms exist to track Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks are difficult to assess using currently available measurement techniques or where metrics are not yet available.,AI & Emerging Technology Security,9,Govern,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-18.1,AI & Autonomous Technologies Risk Response,"Mechanisms exist to prioritize, respond to and remediate Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks based on assessments and other analytical output.",AI & Emerging Technology Security,10,Govern,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-19,AI & Autonomous Technologies Conformity,"Mechanisms exist to ensure deployed Artificial Intelligence (AI) and Autonomous Technologies (AAT) conform to applicable statutory and regulatory requirements, based on:
(1) Defined use cases;
(2) Geographic markets; and
(3) Use of Intellectual Property (IP).",AI & Emerging Technology Security,9,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-19.1,Manipulative or Deceptive Techniques,"Mechanisms exist to prohibit the sale, deployment and/or use of Artificial Intelligence (AI) and Autonomous Technologies (AAT) that utilize manipulative or deceptive techniques (including biased data) to impair an individual's ability to make a reasonably informed decision.",AI & Emerging Technology Security,9,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-19.2,Materially Distorting Behaviors,"Mechanisms exist to prohibit the sale, deployment and/or use of Artificial Intelligence (AI) and Autonomous Technologies (AAT) that exploit a human subject to materially affect a targeted behavior due to their:
(1) Age;
(2) Disability; or 
(3) Specific social or economic situation.",AI & Emerging Technology Security,9,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-19.3,Social Scoring,"Mechanisms exist to prohibit the sale, deployment and/or use of Artificial Intelligence (AI) and Autonomous Technologies (AAT) that: 
(1) Evaluate human subjects over a certain period of time based on their social behavior or known, inferred or predicted personal or personality characteristics; and
(2) Assign a ""social score"" branding or equivalent classification.",AI & Emerging Technology Security,9,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-19.4,Detrimental or Unfavorable Treatment,"Mechanisms exist to prohibit the sale, deployment and/or use of Artificial Intelligence (AI) and Autonomous Technologies (AAT) that lead to the detrimental or unfavorable treatment of certain data subjects, or groups of data subjects, in social contexts that is:
(1) Are unrelated to the contexts in which the data was originally generated or collected; and/or
(2) Is unjustified or disproportionate to their social behavior or its gravity.",AI & Emerging Technology Security,9,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-19.5,Risk and Criminal Profiling,"Mechanisms exist to prohibit the sale, deployment and/or use of Artificial Intelligence (AI) and Autonomous Technologies (AAT) that:
(1) Assess the risk of an individual committing a criminal offence; and
(2) Predicts risk based solely on the profiling of personality traits and characteristics.",AI & Emerging Technology Security,4,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-19.6,Populating Facial Recognition Databases,"Mechanisms exist to prohibit the sale, deployment and/or use of Artificial Intelligence (AI) and Autonomous Technologies (AAT) that create, or expand, facial recognition databases through scraping facial images from:
(1) The Internet; or 
(2) Closed-Circuit Television (CCTV) footage.",AI & Emerging Technology Security,9,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-19.7,Emotion Inference,"Mechanisms exist to prohibit the sale, deployment and/or use of Artificial Intelligence (AI) and Autonomous Technologies (AAT) that infer human emotions of an individual based on observed characteristics.",AI & Emerging Technology Security,5,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-19.8,Biometric Categorization,"Mechanisms exist to prohibit the sale, deployment and/or use of Artificial Intelligence (AI) and Autonomous Technologies (AAT) that categorize an individual based on their biometric data to deduce, or infer, the individual's:
(1) Race; 
(2) Political opinions;
(3) Trade union membership;
(4) Religious or philosophical beliefs; 
(5) Sex life or sexual orientation; and/or
(6) Age.",AI & Emerging Technology Security,5,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-20,AI & Autonomous Technologies Development Practices,"Measures exist to ensure Artificial Intelligence (AI) and Autonomous Technologies (AAT) are designed and developed to:
(1) Achieve an appropriate level of accuracy, robustness, and cybersecurity; 
(2) Perform consistently in those respects throughout the AAT system's lifecycle; and
(3) Be effectively overseen by competent individuals.",AI & Emerging Technology Security,10,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-20.1,AI & Autonomous Technologies Transparency,Mechanisms exist to ensure Artificial Intelligence (AI) and Autonomous Technologies (AAT) are designed and developed so its operation is sufficiently transparent such that output can be easily interpreted by personnel implementing the AAT.,AI & Emerging Technology Security,9,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-20.2,AI & Autonomous Technologies Implementation Documentation,"Mechanisms exist to ensure Artificial Intelligence (AI) and Autonomous Technologies (AAT) include clear and concise documentation that is relevant, accessible and comprehensible to personnel implementing and maintaining the AAT that, at a minimum, provides: 
(1) Contact details of the provider; 
(2) Characteristics, capabilities and limitations of performance of the AAT;
(3) Errata from the AAT's initial conformity assessment;
(4) Details necessary to interpret the outputs of the AAT;
(5) Human oversight measures necessary to facilitate the interpretation of the outputs of the AAT;
(6) Computational and hardware resources needed to operate the AAT;
(7) Projected useable lifetime of the AAT; and
(8) A description of the mechanisms included within the AAT system to properly collect, store and interpret event logs.",AI & Emerging Technology Security,9,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-20.3,AI & Autonomous Technologies Human Domain Knowledge Reliance,"Mechanisms exist to document the extent to which human domain knowledge is employed to improve Artificial Intelligence (AI) and Autonomous Technologies (AAT) performance including:
(1) Reinforcement Learning from Human Feedback (RLHF);
(2) Fine-tuning;
(3) Retrieval- augmented generation;
(4) Content moderation; and
(5) Business rules.",AI & Emerging Technology Security,5,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-21,AI & Autonomous Technologies Registration,"Mechanisms exist to maintain a current registration for Artificial Intelligence (AI) and Autonomous Technologies (AAT) with the appropriate governing body, as required by statutory or regulatory requirements.",AI & Emerging Technology Security,4,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-22,AI & Autonomous Technologies Deployment,Mechanisms exist to ensure the deployment of Artificial Intelligence (AI) and Autonomous Technologies (AAT) includes appropriate technical and organizational measures so that AAT are used in accordance with the AAT developer-provided instructions for use.,AI & Emerging Technology Security,8,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-22.1,AI & Autonomous Technologies Human Oversight,"Mechanisms exist to assign human oversight of Artificial Intelligence (AI) and Autonomous Technologies (AAT) to prevent or minimize the risks to:
(1) Health; 
(2) Safety; and/or 
(3) Fundamental rights.",AI & Emerging Technology Security,9,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-22.2,AI & Autonomous Technologies Oversight Measures,"Mechanisms exist to ensure Artificial Intelligence (AI) and Autonomous Technologies (AAT) oversight measures are commensurate with the:
(1) Assessed risk(s); 
(2) Level of autonomy; and 
(3) Context of use.",AI & Emerging Technology Security,9,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-22.3,AI & Autonomous Technologies Separate Verification,"Mechanisms exist to ensure no action or decision is taken by the deployer of an Artificial Intelligence (AI) and Autonomous Technologies (AAT) based solely based on AAT-generated evidence, unless that evidence has been separately verified and confirmed by at least two (2) individuals with the necessary competence, training and authority.",AI & Emerging Technology Security,9,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-22.4,AI & Autonomous Technologies Oversight Functions Competency,"Mechanisms exist to ensure the deployment of Artificial Intelligence (AI) and Autonomous Technologies (AAT) assigns human oversight to individuals who have the necessary:
(1) Competence;
(2) Training;
(3) Authority; and
(4) Resources.",AI & Emerging Technology Security,9,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-22.5,AI & Autonomous Technologies Data Relevance,Mechanisms exist to ensure the input to Artificial Intelligence (AI) and Autonomous Technologies (AAT) is relevant to the intended purpose of the AAT.,AI & Emerging Technology Security,5,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-22.6,AI & Autonomous Technologies Irregularity Reporting,"Mechanisms exist to ensure serious incidents and/or irregularities associated with the deployment of Artificial Intelligence (AI) and Autonomous Technologies (AAT) are reported without delay to the:
(1) AAT provider;
(2) AAT importer or distributor, if applicable; and/or
(3) Local law authorities and/or governmental agency, as required.",AI & Emerging Technology Security,8,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-22.7,AI & Autonomous Technologies Use Notification To Employees,"Mechanisms exist to ensure employees, including workers' representatives, are informed about Artificial Intelligence (AI) and Autonomous Technologies (AAT) deployments, prior to the use of the AAT in a production environment.",AI & Emerging Technology Security,5,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
